Energy sigmaCC sigmaNC
118.744 38.9248 13.9929
118.869 38.9664 14.0076
118.994 39.008 14.0223
119.12 39.0495 14.037
119.245 39.0911 14.0517
119.37 39.1326 14.0664
119.495 39.1742 14.0811
119.62 39.2158 14.0958
119.745 39.2573 14.1105
119.87 39.2989 14.1252
119.995 39.3404 14.1399
120.121 39.382 14.1546
120.246 39.4236 14.1693
120.371 39.4651 14.184
120.496 39.5067 14.1987
120.621 39.5483 14.2134
120.746 39.5898 14.2281
120.871 39.6314 14.2428
120.996 39.673 14.2575
121.121 39.7146 14.2722
121.247 39.7561 14.2869
121.372 39.7977 14.3016
121.497 39.8393 14.3163
121.622 39.8809 14.331
121.747 39.9224 14.3457
121.872 39.964 14.3604
121.997 40.0056 14.3751
122.122 40.0472 14.3898
122.247 40.0888 14.4045
122.373 40.1304 14.4192
122.498 40.1719 14.4339
122.623 40.2135 14.4486
122.748 40.2551 14.4633
122.873 40.2967 14.478
122.998 40.3383 14.4927
123.123 40.3799 14.5074
123.248 40.4215 14.5221
123.374 40.4631 14.5368
123.499 40.5047 14.5515
123.624 40.5463 14.5662
123.749 40.5879 14.581
123.874 40.6295 14.5957
123.999 40.6711 14.6104
124.124 40.7127 14.6251
124.249 40.7543 14.6398
124.374 40.7959 14.6545
124.5 40.8376 14.6692
124.625 40.8792 14.6839
124.75 40.9208 14.6986
124.875 40.9624 14.7133
125 41.004 14.728
