Theta23 DM31 ChiSq
0.305 0.002 440.31448215871
0.32166666666666666 0.002 415.1230692461583
0.3383333333333333 0.002 386.57282871838777
0.355 0.002 366.74203428650026
0.37166666666666665 0.002 353.08269591878064
0.3883333333333333 0.002 343.9800074424255
0.405 0.002 338.2487427084593
0.42166666666666663 0.002 335.080243906125
0.43833333333333335 0.002 335.2877529406256
0.45499999999999996 0.002 335.03981489535784
0.4716666666666667 0.002 334.6510863030789
0.4883333333333333 0.002 336.07303451808144
0.505 0.002 335.61353699251794
0.5216666666666667 0.002 335.7708728889787
0.5383333333333333 0.002 334.54887964954065
0.5549999999999999 0.002 334.7720432340738
0.5716666666666667 0.002 334.57540518993574
0.5883333333333334 0.002 336.17451931952087
0.605 0.002 339.7908265955893
0.6216666666666666 0.002 345.6096225701289
0.6383333333333333 0.002 348.661146738634
0.655 0.002 356.36390880874984
0.6716666666666666 0.002 372.1978488859277
0.6883333333333332 0.002 393.02761694969024
0.705 0.002 424.8424373635079
0.305 0.00205 391.5913669868993
0.32166666666666666 0.00205 353.26546607337525
0.3383333333333333 0.00205 329.42250995898405
0.355 0.00205 307.5441561629429
0.37166666666666665 0.00205 293.0974300269197
0.3883333333333333 0.00205 283.5259126007523
0.405 0.00205 277.9590830363771
0.42166666666666663 0.00205 274.1124204995324
0.43833333333333335 0.00205 272.9697963733486
0.45499999999999996 0.00205 272.55963633393696
0.4716666666666667 0.00205 272.4062813317777
0.4883333333333333 0.00205 272.6427100542848
0.505 0.00205 272.542059266197
0.5216666666666667 0.00205 272.0303728400989
0.5383333333333333 0.00205 271.17680501656014
0.5549999999999999 0.00205 271.0670478989992
0.5716666666666667 0.00205 271.12213101109296
0.5883333333333334 0.00205 272.5462584984657
0.605 0.00205 276.8252938913509
0.6216666666666666 0.00205 279.0409768893742
0.6383333333333333 0.00205 288.2338695476686
0.655 0.00205 295.8597243337564
0.6716666666666666 0.00205 312.5825178472926
0.6883333333333332 0.00205 334.64039527641506
0.705 0.00205 367.6727168056412
0.305 0.0021 339.0147968228192
0.32166666666666666 0.0021 303.0761223424089
0.3383333333333333 0.0021 278.47884925421147
0.355 0.0021 257.86822208583374
