Theta23 DM31 ChiSq
0.3 0.00235 495.9447590811992
0.31666666666666665 0.00235 356.7055751339423
0.3333333333333333 0.00235 253.97629863620003
0.35 0.00235 181.2404048001369
0.36666666666666664 0.00235 132.24692048529997
0.3833333333333333 0.00235 101.57540359437316
0.4 0.00235 84.12499458384997
0.41666666666666663 0.00235 75.55694935354151
0.43333333333333335 0.00235 72.79809935800586
0.44999999999999996 0.00235 72.82759037751664
0.4666666666666667 0.00235 73.25979289740465
0.4833333333333333 0.00235 72.53035465732138
0.5 0.00235 70.12416669828717
0.5166666666666666 0.00235 65.97305166123833
0.5333333333333333 0.00235 60.85230025098318
0.55 0.00235 56.31583613623872
0.5666666666666667 0.00235 53.9899730083665
0.5833333333333333 0.00235 57.07696501536245
0.6 0.00235 68.22284220959037
0.6166666666666667 0.00235 90.81243700513456
0.6333333333333333 0.00235 130.84337599753815
0.6499999999999999 0.00235 192.2892639280846
0.6666666666666666 0.00235 282.5581418640917
0.6833333333333333 0.00235 407.1758962694949
0.7 0.00235 574.4641895226799
0.3 0.002365 487.7027567060804
0.31666666666666665 0.002365 348.1343839934058
0.3333333333333333 0.002365 245.22028109736215
0.35 0.002365 172.2068421341012
0.36666666666666664 0.002365 123.11415620890844
0.3833333333333333 0.002365 92.35471714226294
0.4 0.002365 74.91740839836861
0.41666666666666663 0.002365 66.59159616124802
0.43333333333333335 0.002365 63.79896357413618
0.44999999999999996 0.002365 63.80051472665544
0.4666666666666667 0.002365 64.09217541741714
0.4833333333333333 0.002365 63.36117501831599
0.5 0.002365 60.90679166638345
0.5166666666666666 0.002365 56.79792588036915
0.5333333333333333 0.002365 51.75305946730891
0.55 0.002365 47.27202888337023
0.5666666666666667 0.002365 45.17592311020554
0.5833333333333333 0.002365 47.84575715722117
0.6 0.002365 58.73417071159379
0.6166666666666667 0.002365 81.6662366040657
0.6333333333333333 0.002365 121.77578660214148
0.6499999999999999 0.002365 183.6554584990568
0.6666666666666666 0.002365 273.5993335894252
0.6833333333333333 0.002365 398.1487596972692
0.7 0.002365 565.1622428622478
0.3 0.00238 479.543215982087
0.31666666666666665 0.00238 339.71357567745
0.3333333333333333 0.00238 236.49107912149557
0.35 0.00238 163.35107267101168
0.36666666666666664 0.00238 114.14655177978268
0.3833333333333333 0.00238 83.40281635772938
0.4 0.00238 66.05817742135643
0.41666666666666663 0.00238 57.652661399912255
0.43333333333333335 0.00238 54.88599529016665
0.44999999999999996 0.00238 54.89984564335211
0.4666666666666667 0.00238 55.374960632468174
0.4833333333333333 0.00238 54.688184714709216
0.5 0.00238 52.27141460414729
0.5166666666666666 0.00238 48.15469537107935
0.5333333333333333 0.00238 43.03368454226492
0.55 0.00238 38.52443083851114
0.5666666666666667 0.00238 36.35971411717431
0.5833333333333333 0.00238 39.3215173561833
0.6 0.00238 50.2616122625582
0.6166666666666667 0.00238 73.30092884395086
0.6333333333333333 0.00238 113.45572584271596
0.6499999999999999 0.00238 174.948875978054
0.6666666666666666 0.00238 265.3005115022845
0.6833333333333333 0.00238 389.4315989436778
0.7 0.00238 556.5288960691797
0.3 0.002395 471.30761941994905
0.31666666666666665 0.002395 331.3483803072526
0.3333333333333333 0.002395 228.12841689069555
0.35 0.002395 155.01909083674778
0.36666666666666664 0.002395 105.8801286118094
0.3833333333333333 0.002395 75.1944679738406
0.4 0.002395 57.917259881612594
0.41666666666666663 0.002395 49.70905324122455
0.43333333333333335 0.002395 46.95661410989191
0.44999999999999996 0.002395 46.98694817548592
0.4666666666666667 0.002395 47.11989618709941
0.4833333333333333 0.002395 46.45669613891357
0.5 0.002395 44.05582579281074
0.5166666666666666 0.002395 39.92915026655532
0.5333333333333333 0.002395 34.84223823727115
0.55 0.002395 30.3054303673932
0.5666666666666667 0.002395 28.250397388931894
0.5833333333333333 0.002395 31.038743494517323
0.6 0.002395 42.39106332455548
0.6166666666666667 0.002395 65.1107264093811
0.6333333333333333 0.002395 105.2489015550386
0.6499999999999999 0.002395 166.63843343070917
0.6666666666666666 0.002395 256.6908773517827
0.6833333333333333 0.002395 381.3767482104666
0.7 0.002395 548.5028476112768
0.3 0.0024100000000000002 463.3494749429058
0.31666666666666665 0.0024100000000000002 323.32736907744834
0.3333333333333333 0.0024100000000000002 220.5898275046042
0.35 0.0024100000000000002 147.55004528465872
0.36666666666666664 0.0024100000000000002 98.46344716775027
0.3833333333333333 0.0024100000000000002 67.78670908137686
0.4 0.0024100000000000002 50.50558745374129
0.41666666666666663 0.0024100000000000002 42.4713159862065
0.43333333333333335 0.0024100000000000002 39.82138047976393
0.44999999999999996 0.0024100000000000002 39.89044775812241
0.4666666666666667 0.0024100000000000002 40.3083460990718
0.4833333333333333 0.0024100000000000002 39.67651256461908
0.5 0.0024100000000000002 37.27723006403962
0.5166666666666666 0.0024100000000000002 33.1301764321184
0.5333333333333333 0.0024100000000000002 28.02106895442949
0.55 0.0024100000000000002 23.39677647817648
0.5666666666666667 0.0024100000000000002 21.09308697600872
0.5833333333333333 0.0024100000000000002 23.70308605014536
0.6 0.0024100000000000002 35.04389424025942
0.6166666666666667 0.0024100000000000002 57.80006288688862
0.6333333333333333 0.0024100000000000002 97.41321989533604
0.6499999999999999 0.0024100000000000002 158.94323720088354
0.6666666666666666 0.0024100000000000002 249.29582354561956
0.6833333333333333 0.0024100000000000002 373.9685957672447
0.7 0.0024100000000000002 540.5720063860178
0.3 0.002425 456.3073578427705
0.31666666666666665 0.002425 316.38302000368503
0.3333333333333333 0.002425 213.32345887318556
0.35 0.002425 140.43065057707227
0.36666666666666664 0.002425 91.51987112180768
0.3833333333333333 0.002425 61.08303858136298
0.4 0.002425 44.05869481180736
0.41666666666666663 0.002425 36.013523890613115
0.43333333333333335 0.002425 33.58209901966915
0.44999999999999996 0.002425 33.73750477428414
0.4666666666666667 0.002425 34.25814784012631
0.4833333333333333 0.002425 33.67927841730721
0.5 0.002425 31.306226069700703
0.5166666666666666 0.002425 27.127135442175213
0.5333333333333333 0.002425 21.90225083447174
0.55 0.002425 17.15736383136713
0.5666666666666667 0.002425 14.937446154249148
0.5833333333333333 0.002425 17.466831938875362
0.6 0.002425 28.04932624505512
0.6166666666666667 0.002425 50.85325516302007
0.6333333333333333 0.002425 90.52797441367228
0.6499999999999999 0.002425 150.66385835408045
