SqT23 DM31 SqT13 X2
0.305 0.0020833333333333333 0.016842105263157894 293.03034752722544
0.305 0.0020833333333333333 0.021052631578947368 295.1445631590207
0.305 0.0020833333333333333 0.02526315789473684 298.3456626367748
0.305 0.0020833333333333333 0.029473684210526315 302.1337609842952
0.305 0.0020833333333333333 0.03368421052631579 306.02306618481987
0.305 0.0020833333333333333 0.03789473684210526 310.8516801030158
0.305 0.0020833333333333333 0.042105263157894736 315.15918544085486
0.305 0.0020833333333333333 0.04631578947368421 320.09966061092075
0.305 0.0020833333333333333 0.05052631578947368 325.36616717827235
0.305 0.0020833333333333333 0.05473684210526315 330.9924738694342
0.305 0.0020833333333333333 0.05894736842105263 336.5904921582115
0.305 0.0020833333333333333 0.06315789473684211 342.2521913034197
0.305 0.0020833333333333333 0.06736842105263158 348.2889603759503
0.305 0.0020833333333333333 0.07157894736842105 354.0734164636475
0.305 0.0020833333333333333 0.07578947368421052 360.6146176202937
0.305 0.0020833333333333333 0.08 367.5597490893255
0.305 0.002125 0.0 264.091331934209
0.305 0.002125 0.004210526315789474 264.1563587287442
0.305 0.002125 0.008421052631578947 264.0650199666627
0.305 0.002125 0.01263157894736842 265.01649027016003
0.305 0.002125 0.016842105263157894 266.7782887722801
0.305 0.002125 0.021052631578947368 268.85483767624
0.305 0.002125 0.02526315789473684 271.48241975845207
0.305 0.002125 0.029473684210526315 274.7159676066336
0.305 0.002125 0.03368421052631579 278.25772538355795
0.305 0.002125 0.03789473684210526 282.71247970706895
0.305 0.002125 0.042105263157894736 287.0700400082491
0.305 0.002125 0.04631578947368421 291.32900265472176
0.305 0.002125 0.05052631578947368 296.5791789429499
0.305 0.002125 0.05473684210526315 300.8886838063803
0.305 0.002125 0.05894736842105263 306.47197837081035
0.305 0.002125 0.06315789473684211 312.17779576045086
0.305 0.002125 0.06736842105263158 317.86085251503226
0.305 0.002125 0.07157894736842105 324.0051663816115
0.305 0.002125 0.07578947368421052 330.51985100415084
0.305 0.002125 0.08 337.2629306937173
0.305 0.0021666666666666666 0.0 241.5578575042129
0.305 0.0021666666666666666 0.004210526315789474 241.31153832808013
0.305 0.0021666666666666666 0.008421052631578947 241.20315208977826
0.305 0.0021666666666666666 0.01263157894736842 241.63205579212573
0.305 0.0021666666666666666 0.016842105263157894 243.35555995330992
0.305 0.0021666666666666666 0.021052631578947368 244.9673183683873
0.305 0.0021666666666666666 0.02526315789473684 247.27515824824061
0.305 0.0021666666666666666 0.029473684210526315 250.45103597292066
0.305 0.0021666666666666666 0.03368421052631579 254.10009751357705
0.305 0.0021666666666666666 0.03789473684210526 257.6157250116334
0.305 0.0021666666666666666 0.042105263157894736 261.59282423434587
0.305 0.0021666666666666666 0.04631578947368421 266.06292352476925
0.305 0.0021666666666666666 0.05052631578947368 270.7022359060158
0.305 0.0021666666666666666 0.05473684210526315 275.39180689627767
0.305 0.0021666666666666666 0.05894736842105263 280.2323711960121
0.305 0.0021666666666666666 0.06315789473684211 285.43914088719976
0.305 0.0021666666666666666 0.06736842105263158 291.0240928347985
0.305 0.0021666666666666666 0.07157894736842105 297.0016904146157
0.305 0.0021666666666666666 0.07578947368421052 303.2090483918462
0.305 0.0021666666666666666 0.08 309.37850045744796
0.305 0.0022083333333333334 0.0 223.22699696560795
0.305 0.0022083333333333334 0.004210526315789474 222.94712941227965
0.305 0.0022083333333333334 0.008421052631578947 222.52353149407955
0.305 0.0022083333333333334 0.01263157894736842 222.9057197503406
0.305 0.0022083333333333334 0.016842105263157894 223.9678918103983
0.305 0.0022083333333333334 0.021052631578947368 225.50278876840395
0.305 0.0022083333333333334 0.02526315789473684 227.5446389124919
0.305 0.0022083333333333334 0.029473684210526315 230.48702796688906
0.305 0.0022083333333333334 0.03368421052631579 233.4741828649455
0.305 0.0022083333333333334 0.03789473684210526 236.9765294616391
0.305 0.0022083333333333334 0.042105263157894736 240.2606333537495
0.305 0.0022083333333333334 0.04631578947368421 244.2063607074867
0.305 0.0022083333333333334 0.05052631578947368 248.22261259896874
0.305 0.0022083333333333334 0.05473684210526315 252.74083189879562
0.305 0.0022083333333333334 0.05894736842105263 257.2313119710988
0.305 0.0022083333333333334 0.06315789473684211 261.9261231115819
0.305 0.0022083333333333334 0.06736842105263158 267.2570121586875
0.305 0.0022083333333333334 0.07157894736842105 272.8296390080689
0.305 0.0022083333333333334 0.07578947368421052 277.83852787235173
0.305 0.0022083333333333334 0.08 283.3878556341703
0.305 0.0022500000000000003 0.0 210.2803837182877
0.305 0.0022500000000000003 0.004210526315789474 209.42152872861672
0.305 0.0022500000000000003 0.008421052631578947 208.41716599751084
0.305 0.0022500000000000003 0.01263157894736842 208.25373382553133
0.305 0.0022500000000000003 0.016842105263157894 208.83982054112505
0.305 0.0022500000000000003 0.021052631578947368 209.77321778568952
0.305 0.0022500000000000003 0.02526315789473684 211.56301608501045
0.305 0.0022500000000000003 0.029473684210526315 213.42755760518062
0.305 0.0022500000000000003 0.03368421052631579 215.87019760419128
0.305 0.0022500000000000003 0.03789473684210526 218.5140817325378
0.305 0.0022500000000000003 0.042105263157894736 221.64373160940175
0.305 0.0022500000000000003 0.04631578947368421 224.73520349011588
0.305 0.0022500000000000003 0.05052631578947368 228.23549394447204
0.305 0.0022500000000000003 0.05473684210526315 231.84355497655886
0.305 0.0022500000000000003 0.05894736842105263 235.6337552172076
0.305 0.0022500000000000003 0.06315789473684211 239.85903024605506
0.305 0.0022500000000000003 0.06736842105263158 244.51536383855512
0.305 0.0022500000000000003 0.07157894736842105 248.9461893569876
0.305 0.0022500000000000003 0.07578947368421052 253.88221803264787
0.305 0.0022500000000000003 0.08 258.8888389019431
0.305 0.0022916666666666667 0.0 202.02629243484606
0.305 0.0022916666666666667 0.004210526315789474 200.31603580553505
0.305 0.0022916666666666667 0.008421052631578947 198.5198716031816
0.305 0.0022916666666666667 0.01263157894736842 197.67710091509238
0.305 0.0022916666666666667 0.016842105263157894 197.42477827813585
0.305 0.0022916666666666667 0.021052631578947368 197.54627496152455
0.305 0.0022916666666666667 0.02526315789473684 198.12437777033207
0.305 0.0022916666666666667 0.029473684210526315 199.01850025222748
0.305 0.0022916666666666667 0.03368421052631579 200.83853327741144
0.305 0.0022916666666666667 0.03789473684210526 202.99824936825954
0.305 0.0022916666666666667 0.042105263157894736 205.13131992802457
0.305 0.0022916666666666667 0.04631578947368421 207.73558693755263
0.305 0.0022916666666666667 0.05052631578947368 210.55524627572265
0.305 0.0022916666666666667 0.05473684210526315 213.39861906694244
0.305 0.0022916666666666667 0.05894736842105263 216.54780966528256
0.305 0.0022916666666666667 0.06315789473684211 219.87946601924287
0.305 0.0022916666666666667 0.06736842105263158 223.88028116722205
0.305 0.0022916666666666667 0.07157894736842105 228.0670336393855
0.305 0.0022916666666666667 0.07578947368421052 232.35961744065818
0.305 0.0022916666666666667 0.08 236.68128374378085
0.305 0.0023333333333333335 0.0 196.03017234002382
0.305 0.0023333333333333335 0.004210526315789474 193.20205752862043
0.305 0.0023333333333333335 0.008421052631578947 190.51480773951778
0.305 0.0023333333333333335 0.01263157894736842 188.72190835658773
0.305 0.0023333333333333335 0.016842105263157894 187.31531291734763
0.305 0.0023333333333333335 0.021052631578947368 186.49070944931466
0.305 0.0023333333333333335 0.02526315789473684 186.31931411533319
0.305 0.0023333333333333335 0.029473684210526315 186.537641159878
0.305 0.0023333333333333335 0.03368421052631579 187.47717681911055
0.305 0.0023333333333333335 0.03789473684210526 188.51110128539176
0.305 0.0023333333333333335 0.042105263157894736 190.30558187878557
0.305 0.0023333333333333335 0.04631578947368421 191.902140086395
0.305 0.0023333333333333335 0.05052631578947368 194.17519930363386
0.305 0.0023333333333333335 0.05473684210526315 196.37142503880983
0.305 0.0023333333333333335 0.05894736842105263 198.6571420739263
0.305 0.0023333333333333335 0.06315789473684211 201.76912617801125
0.305 0.0023333333333333335 0.06736842105263158 205.18299805536967
0.305 0.0023333333333333335 0.07157894736842105 208.59637164948649
0.305 0.0023333333333333335 0.07578947368421052 212.67257832291344
0.305 0.0023333333333333335 0.08 216.45891452615436
0.305 0.002375 0.0 189.70550250447394
0.305 0.002375 0.004210526315789474 185.77364239999645
0.305 0.002375 0.008421052631578947 181.97727650684138
0.305 0.002375 0.01263157894736842 179.36174156668105
0.305 0.002375 0.016842105263157894 176.98962838280713
0.305 0.002375 0.021052631578947368 175.31876425776522
0.305 0.002375 0.02526315789473684 174.2533889337507
0.305 0.002375 0.029473684210526315 174.18125593477387
0.305 0.002375 0.03368421052631579 174.07671086611123
0.305 0.002375 0.03789473684210526 174.72829995596405
0.305 0.002375 0.042105263157894736 175.246775976905
0.305 0.002375 0.04631578947368421 176.58601050576573
0.305 0.002375 0.05052631578947368 177.8582541537223
0.305 0.002375 0.05473684210526315 179.87192426585142
0.305 0.002375 0.05894736842105263 182.19007863772148
0.305 0.002375 0.06315789473684211 184.80849055226642
0.305 0.002375 0.06736842105263158 187.56601937810075
0.305 0.002375 0.07157894736842105 190.7232694019399
0.305 0.002375 0.07578947368421052 194.01307801170753
0.305 0.002375 0.08 197.8156011685134
0.305 0.002416666666666667 0.0 182.3552359685085
0.305 0.002416666666666667 0.004210526315789474 177.41552080644587
0.305 0.002416666666666667 0.008421052631578947 172.62408153300177
0.305 0.002416666666666667 0.01263157894736842 169.31269072937786
0.305 0.002416666666666667 0.016842105263157894 166.22962234647935
0.305 0.002416666666666667 0.021052631578947368 163.9144490283115
0.305 0.002416666666666667 0.02526315789473684 162.33787294994934
0.305 0.002416666666666667 0.029473684210526315 161.24718805262248
0.305 0.002416666666666667 0.03368421052631579 160.82599240306945
0.305 0.002416666666666667 0.03789473684210526 160.6831024635348
0.305 0.002416666666666667 0.042105263157894736 161.25335608687305
0.305 0.002416666666666667 0.04631578947368421 161.854680504685
0.305 0.002416666666666667 0.05052631578947368 163.12579146468374
0.305 0.002416666666666667 0.05473684210526315 164.63474397777495
0.305 0.002416666666666667 0.05894736842105263 166.73265781740312
0.305 0.002416666666666667 0.06315789473684211 168.91586790751066
0.305 0.002416666666666667 0.06736842105263158 171.41371350145744
0.305 0.002416666666666667 0.07157894736842105 174.27469942191857
0.305 0.002416666666666667 0.07578947368421052 177.22431639207085
0.305 0.002416666666666667 0.08 180.6226419845727
0.305 0.002458333333333333 0.0 175.1780698768228
0.305 0.002458333333333333 0.004210526315789474 169.50406147948368
0.305 0.002458333333333333 0.008421052631578947 164.11062491199635
0.305 0.002458333333333333 0.01263157894736842 160.16200590954332
0.305 0.002458333333333333 0.016842105263157894 156.66127368362166
0.305 0.002458333333333333 0.021052631578947368 153.72569473433418
0.305 0.002458333333333333 0.02526315789473684 151.61282163134823
0.305 0.002458333333333333 0.029473684210526315 150.1738121118579
0.305 0.002458333333333333 0.03368421052631579 149.44560411453995
0.305 0.002458333333333333 0.03789473684210526 149.08217919931715
0.305 0.002458333333333333 0.042105263157894736 149.008929691302
0.305 0.002458333333333333 0.04631578947368421 149.64094318494068
0.305 0.002458333333333333 0.05052631578947368 150.5781633300435
0.305 0.002458333333333333 0.05473684210526315 151.97797319477846
0.305 0.002458333333333333 0.05894736842105263 153.38013513948465
0.305 0.002458333333333333 0.06315789473684211 155.20900689245752
0.305 0.002458333333333333 0.06736842105263158 157.29626387705045
0.305 0.002458333333333333 0.07157894736842105 159.72861168690716
0.305 0.002458333333333333 0.07578947368421052 162.44306549212294
0.305 0.002458333333333333 0.08 165.9081065414302
0.305 0.0025 0.0 170.32555951176792
0.305 0.0025 0.004210526315789474 164.20227048768882
0.305 0.0025 0.008421052631578947 158.43920643847997
0.305 0.0025 0.01263157894736842 153.93950776915753
0.305 0.0025 0.016842105263157894 149.7789924331816
0.305 0.0025 0.021052631578947368 146.59971253471537
0.305 0.0025 0.02526315789473684 144.1897465998065
0.305 0.0025 0.029473684210526315 142.71777989193683
0.305 0.0025 0.03368421052631579 141.36580567738773
0.305 0.0025 0.03789473684210526 140.558658752981
0.305 0.0025 0.042105263157894736 140.0924405071563
0.305 0.0025 0.04631578947368421 140.2528060769343
0.305 0.0025 0.05052631578947368 140.89423991692334
0.305 0.0025 0.05473684210526315 141.61277514020736
0.305 0.0025 0.05894736842105263 142.821046565205
0.305 0.0025 0.06315789473684211 144.23225565752742
0.305 0.0025 0.06736842105263158 145.98219655028146
0.305 0.0025 0.07157894736842105 148.17079393224276
0.305 0.0025 0.07578947368421052 150.99401420031018
0.305 0.0025 0.08 153.38068949367306
0.305 0.002541666666666667 0.0 169.88839862341703
0.305 0.002541666666666667 0.004210526315789474 163.3866145528129
0.305 0.002541666666666667 0.008421052631578947 157.28362731464978
0.305 0.002541666666666667 0.01263157894736842 152.40190417854885
0.305 0.002541666666666667 0.016842105263157894 148.00605416482617
0.305 0.002541666666666667 0.021052631578947368 144.53534115345659
0.305 0.002541666666666667 0.02526315789473684 141.87153732074097
0.305 0.002541666666666667 0.029473684210526315 139.61492934171073
0.305 0.002541666666666667 0.03368421052631579 137.82623195666443
0.305 0.002541666666666667 0.03789473684210526 136.6702253232785
0.305 0.002541666666666667 0.042105263157894736 135.60919599956998
0.305 0.002541666666666667 0.04631578947368421 135.34654537961734
0.305 0.002541666666666667 0.05052631578947368 135.45654792773155
0.305 0.002541666666666667 0.05473684210526315 135.76430934729657
0.305 0.002541666666666667 0.05894736842105263 136.46824237754407
0.305 0.002541666666666667 0.06315789473684211 137.61294336368476
0.305 0.002541666666666667 0.06736842105263158 138.68846930180953
0.305 0.002541666666666667 0.07157894736842105 140.51192113929176
0.305 0.002541666666666667 0.07578947368421052 142.4214799054142
0.305 0.002541666666666667 0.08 144.68740130053996
0.305 0.0025833333333333333 0.0 174.84618042353685
0.305 0.0025833333333333333 0.004210526315789474 168.03122468801072
0.305 0.0025833333333333333 0.008421052631578947 161.69454798368608
0.305 0.0025833333333333333 0.01263157894736842 156.370232305281
0.305 0.0025833333333333333 0.016842105263157894 151.50785089046963
0.305 0.0025833333333333333 0.021052631578947368 147.78162365172122
0.305 0.0025833333333333333 0.02526315789473684 144.6041172788035
0.305 0.0025833333333333333 0.029473684210526315 141.73765321826224
0.305 0.0025833333333333333 0.03368421052631579 139.35161643498375
0.305 0.0025833333333333333 0.03789473684210526 137.64902841786147
0.305 0.0025833333333333333 0.042105263157894736 136.1266659828793
0.305 0.0025833333333333333 0.04631578947368421 135.21551253678487
0.305 0.0025833333333333333 0.05052631578947368 134.54384011048037
0.305 0.0025833333333333333 0.05473684210526315 134.4190117590689
0.305 0.0025833333333333333 0.05894736842105263 134.632087869142
0.305 0.0025833333333333333 0.06315789473684211 135.15488870939515
0.305 0.0025833333333333333 0.06736842105263158 135.52606084751682
0.305 0.0025833333333333333 0.07157894736842105 136.7597961101108
0.305 0.0025833333333333333 0.07578947368421052 138.16252434373754
0.305 0.0025833333333333333 0.08 139.79368243593507
0.305 0.002625 0.0 184.8293411485629
0.305 0.002625 0.004210526315789474 177.56822765974405
0.305 0.002625 0.008421052631578947 170.50261539623475
0.305 0.002625 0.01263157894736842 165.16691873726666
0.305 0.002625 0.016842105263157894 159.62303582691936
0.305 0.002625 0.021052631578947368 155.33170306305746
0.305 0.002625 0.02526315789473684 151.64696890411915
0.305 0.002625 0.029473684210526315 148.04346425339227
0.305 0.002625 0.03368421052631579 145.12273435071035
0.305 0.002625 0.03789473684210526 142.66539897606344
0.305 0.002625 0.042105263157894736 140.5541257687344
0.305 0.002625 0.04631578947368421 138.88752454456633
0.305 0.002625 0.05052631578947368 137.48818905848273
0.305 0.002625 0.05473684210526315 137.13709299691277
0.305 0.002625 0.05894736842105263 136.52328768366402
0.305 0.002625 0.06315789473684211 136.03109550654125
0.305 0.002625 0.06736842105263158 136.065645652202
0.305 0.002625 0.07157894736842105 136.53303528780165
0.305 0.002625 0.07578947368421052 137.65846073797752
0.305 0.002625 0.08 138.42995850531938
0.305 0.0026666666666666666 0.0 198.21404051254788
0.305 0.0026666666666666666 0.004210526315789474 190.35679401289417
0.305 0.0026666666666666666 0.008421052631578947 182.73218715928812
0.305 0.0026666666666666666 0.01263157894736842 176.40004048285556
0.305 0.0026666666666666666 0.016842105263157894 170.70085800392266
0.305 0.0026666666666666666 0.021052631578947368 165.8266459542983
0.305 0.0026666666666666666 0.02526315789473684 161.0900398318288
0.305 0.0026666666666666666 0.029473684210526315 156.8033942032863
0.305 0.0026666666666666666 0.03368421052631579 153.10274921580202
0.305 0.0026666666666666666 0.03789473684210526 149.95542594633847
0.305 0.0026666666666666666 0.042105263157894736 147.1764965130504
0.305 0.0026666666666666666 0.04631578947368421 144.99665379240025
0.305 0.0026666666666666666 0.05052631578947368 143.18742557913893
0.305 0.0026666666666666666 0.05473684210526315 141.58014097306375
0.305 0.0026666666666666666 0.05894736842105263 140.3366556167784
0.305 0.0026666666666666666 0.06315789473684211 139.1865967689094
0.305 0.0026666666666666666 0.06736842105263158 139.0140907712598
0.305 0.0026666666666666666 0.07157894736842105 138.56940852211412
0.305 0.0026666666666666666 0.07578947368421052 138.655233864813
0.305 0.0026666666666666666 0.08 138.5303187301313
0.305 0.0027083333333333334 0.0 212.8108570305412
0.305 0.0027083333333333334 0.004210526315789474 204.24248638920884
0.305 0.0027083333333333334 0.008421052631578947 196.0035181146246
0.305 0.0027083333333333334 0.01263157894736842 188.9405959354592
0.305 0.0027083333333333334 0.016842105263157894 182.46723211911444
0.305 0.0027083333333333334 0.021052631578947368 176.3965358571948
0.305 0.0027083333333333334 0.02526315789473684 171.22004534111556
0.305 0.0027083333333333334 0.029473684210526315 166.20782249412193
0.305 0.0027083333333333334 0.03368421052631579 161.87730966713457
0.305 0.0027083333333333334 0.03789473684210526 158.09393078278606
0.305 0.0027083333333333334 0.042105263157894736 154.78217985991083
0.305 0.0027083333333333334 0.04631578947368421 151.544757953861
0.305 0.0027083333333333334 0.05052631578947368 148.80160280484117
0.305 0.0027083333333333334 0.05473684210526315 146.70169145552535
0.305 0.0027083333333333334 0.05894736842105263 144.72528773123835
0.305 0.0027083333333333334 0.06315789473684211 143.00957906053563
0.305 0.0027083333333333334 0.06736842105263158 142.38574227987297
0.305 0.0027083333333333334 0.07157894736842105 141.58788679039165
0.305 0.0027083333333333334 0.07578947368421052 140.99094079874487
0.305 0.0027083333333333334 0.08 140.29962715164143
0.305 0.00275 0.0 227.34241369014032
0.305 0.00275 0.004210526315789474 218.19534313299184
0.305 0.00275 0.008421052631578947 208.90560916275618
0.305 0.00275 0.01263157894736842 201.27461892199187
0.305 0.00275 0.016842105263157894 193.642258081177
0.305 0.00275 0.021052631578947368 187.14617407978608
0.305 0.00275 0.02526315789473684 180.874503464528
0.305 0.00275 0.029473684210526315 175.19350504257338
0.305 0.00275 0.03368421052631579 170.27724858793138
0.305 0.00275 0.03789473684210526 165.82906288892042
0.305 0.00275 0.042105263157894736 161.69756183909948
0.305 0.00275 0.04631578947368421 157.98284789426526
0.305 0.00275 0.05052631578947368 154.52448708697494
0.305 0.00275 0.05473684210526315 151.26989099079367
0.305 0.00275 0.05894736842105263 149.31629004154405
0.305 0.00275 0.06315789473684211 147.0031383501481
0.305 0.00275 0.06736842105263158 144.8790901071808
0.305 0.00275 0.07157894736842105 143.6808672233995
0.305 0.00275 0.07578947368421052 142.6410522037751
0.305 0.00275 0.08 141.45615590984002
0.305 0.0027916666666666667 0.0 241.31666010351435
0.305 0.0027916666666666667 0.004210526315789474 231.30966653638876
0.305 0.0027916666666666667 0.008421052631578947 221.25833818110388
0.305 0.0027916666666666667 0.01263157894736842 212.8023815678507
0.305 0.0027916666666666667 0.016842105263157894 204.528408247996
0.305 0.0027916666666666667 0.021052631578947368 197.21477008093862
0.305 0.0027916666666666667 0.02526315789473684 190.19637682272898
0.305 0.0027916666666666667 0.029473684210526315 183.99514579706087
0.305 0.0027916666666666667 0.03368421052631579 178.20614233477522
0.305 0.0027916666666666667 0.03789473684210526 173.1515638821832
0.305 0.0027916666666666667 0.042105263157894736 168.45375966470215
0.305 0.0027916666666666667 0.04631578947368421 164.00424824586872
0.305 0.0027916666666666667 0.05052631578947368 159.9469798685445
0.305 0.0027916666666666667 0.05473684210526315 156.3657990264478
0.305 0.0027916666666666667 0.05894736842105263 152.95024155095493
0.305 0.0027916666666666667 0.06315789473684211 150.6600621198645
0.305 0.0027916666666666667 0.06736842105263158 148.34890192098612
0.305 0.0027916666666666667 0.07157894736842105 145.6219171981687
0.305 0.0027916666666666667 0.07578947368421052 143.79036860838337
0.305 0.0027916666666666667 0.08 142.60906499101398
0.305 0.0028333333333333335 0.0 254.30840130967763
0.305 0.0028333333333333335 0.004210526315789474 243.49775020468468
0.305 0.0028333333333333335 0.008421052631578947 233.20204017159
0.305 0.0028333333333333335 0.01263157894736842 223.9762093345754
0.305 0.0028333333333333335 0.016842105263157894 215.12008051503526
0.305 0.0028333333333333335 0.021052631578947368 207.04880093813443
0.305 0.0028333333333333335 0.02526315789473684 199.73535057995937
0.305 0.0028333333333333335 0.029473684210526315 193.13408208755266
0.305 0.0028333333333333335 0.03368421052631579 186.7533055807605
0.305 0.0028333333333333335 0.03789473684210526 181.39025008022008
0.305 0.0028333333333333335 0.042105263157894736 175.78707377790408
0.305 0.0028333333333333335 0.04631578947368421 170.75050203734025
0.305 0.0028333333333333335 0.05052631578947368 166.22267433312555
0.305 0.0028333333333333335 0.05473684210526315 162.36444013427996
0.305 0.0028333333333333335 0.05894736842105263 158.55798376402763
0.305 0.0028333333333333335 0.06315789473684211 155.2964881746593
0.305 0.0028333333333333335 0.06736842105263158 152.30344488576526
0.305 0.0028333333333333335 0.07157894736842105 149.65559628286786
0.305 0.0028333333333333335 0.07578947368421052 147.06523603789276
0.305 0.0028333333333333335 0.08 145.11501437248722
0.305 0.002875 0.0 267.1025798770855
0.305 0.002875 0.004210526315789474 255.7083224721559
0.305 0.002875 0.008421052631578947 245.23255057425678
0.305 0.002875 0.01263157894736842 235.85414220728828
0.305 0.002875 0.016842105263157894 226.27735085566445
0.305 0.002875 0.021052631578947368 218.2740987344404
0.305 0.002875 0.02526315789473684 210.3504110341714
0.305 0.002875 0.029473684210526315 203.16233665384595
0.305 0.002875 0.03368421052631579 196.400949919734
0.305 0.002875 0.03789473684210526 190.5167267734786
0.305 0.002875 0.042105263157894736 184.4644034875275
0.305 0.002875 0.04631578947368421 178.98031525618708
0.305 0.002875 0.05052631578947368 173.83184605572012
0.305 0.002875 0.05473684210526315 169.56400785613252
0.305 0.002875 0.05894736842105263 165.36389128912953
0.305 0.002875 0.06315789473684211 161.4841990578425
0.305 0.002875 0.06736842105263158 157.89583982154247
0.305 0.002875 0.07157894736842105 154.64343829322138
0.305 0.002875 0.07578947368421052 151.50364806010265
0.305 0.002875 0.08 149.09238412332812
0.305 0.002916666666666667 0.0 281.41025925297953
0.305 0.002916666666666667 0.004210526315789474 269.75351385762156
0.305 0.002916666666666667 0.008421052631578947 258.9801860383609
0.305 0.002916666666666667 0.01263157894736842 248.93851316488755
0.305 0.002916666666666667 0.016842105263157894 239.53353542766635
0.305 0.002916666666666667 0.021052631578947368 230.7350969109644
0.305 0.002916666666666667 0.02526315789473684 222.43277216019533
0.305 0.002916666666666667 0.029473684210526315 215.02248008729651
0.305 0.002916666666666667 0.03368421052631579 207.71481103873344
0.305 0.002916666666666667 0.03789473684210526 200.8882850081087
0.305 0.002916666666666667 0.042105263157894736 194.49668296236652
0.305 0.002916666666666667 0.04631578947368421 188.56713276206938
0.305 0.002916666666666667 0.05052631578947368 183.16767039940243
0.305 0.002916666666666667 0.05473684210526315 178.13605873811292
0.305 0.002916666666666667 0.05894736842105263 173.29686307972221
0.305 0.002916666666666667 0.06315789473684211 169.03265973467552
0.305 0.002916666666666667 0.06736842105263158 165.00419637109036
0.305 0.002916666666666667 0.07157894736842105 161.25646572188666
0.305 0.002916666666666667 0.07578947368421052 157.7161632625991
0.305 0.002916666666666667 0.08 154.73014616596654
0.305 0.002958333333333333 0.0 297.82404895758737
0.305 0.002958333333333333 0.004210526315789474 285.85029366372515
0.305 0.002958333333333333 0.008421052631578947 274.45214568050557
0.305 0.002958333333333333 0.01263157894736842 264.31111145190266
0.305 0.002958333333333333 0.016842105263157894 253.97031998133332
0.305 0.002958333333333333 0.021052631578947368 244.83141487994254
0.305 0.002958333333333333 0.02526315789473684 236.18797332047717
0.305 0.002958333333333333 0.029473684210526315 228.0685951630271
0.305 0.002958333333333333 0.03368421052631579 220.23497548818375
0.305 0.002958333333333333 0.03789473684210526 212.78796263458278
0.305 0.002958333333333333 0.042105263157894736 206.08452132965243
0.305 0.002958333333333333 0.04631578947368421 199.49275465621471
0.305 0.002958333333333333 0.05052631578947368 193.49391960319792
0.305 0.002958333333333333 0.05473684210526315 187.68599059172186
0.305 0.002958333333333333 0.05894736842105263 182.3501830839127
0.305 0.002958333333333333 0.06315789473684211 177.36343209437092
0.305 0.002958333333333333 0.06736842105263158 172.84126550576312
0.305 0.002958333333333333 0.07157894736842105 168.3098722917917
0.305 0.002958333333333333 0.07578947368421052 164.55135956564595
0.305 0.002958333333333333 0.08 160.9176366726
0.305 0.003 0.0 316.0019171976581
0.305 0.003 0.004210526315789474 303.67761959790244
0.305 0.003 0.008421052631578947 291.83762522763595
0.305 0.003 0.01263157894736842 280.5694831821358
0.305 0.003 0.016842105263157894 270.35435921484793
0.305 0.003 0.021052631578947368 260.256907563946
0.305 0.003 0.02526315789473684 251.0209880823258
