Energy sigmaCC sigmaNC
118.994 80.2907 25.3494
119.12 80.3735 25.3754
119.245 80.4562 25.4013
119.37 80.539 25.4273
119.495 80.6217 25.4532
119.62 80.7045 25.4792
119.745 80.7872 25.5051
119.87 80.8699 25.5311
119.995 80.9526 25.557
120.121 81.0354 25.583
120.246 81.1181 25.6089
120.371 81.2008 25.6349
120.496 81.2835 25.6608
120.621 81.3662 25.6868
120.746 81.4489 25.7127
120.871 81.5316 25.7386
120.996 81.6142 25.7646
121.121 81.6969 25.7905
121.247 81.7796 25.8165
121.372 81.8623 25.8424
121.497 81.945 25.8684
121.622 82.0276 25.8943
121.747 82.1103 25.9202
121.872 82.193 25.9462
121.997 82.2756 25.9721
122.122 82.3583 25.9981
122.247 82.441 26.024
122.373 82.5236 26.0499
122.498 82.6063 26.0759
122.623 82.6889 26.1018
122.748 82.7716 26.1277
122.873 82.8543 26.1537
122.998 82.9369 26.1796
123.123 83.0196 26.2055
123.248 83.1022 26.2315
123.374 83.1849 26.2574
123.499 83.2675 26.2833
123.624 83.3502 26.3093
123.749 83.4329 26.3352
123.874 83.5155 26.3611
123.999 83.5982 26.387
124.124 83.6808 26.413
124.249 83.7635 26.4389
124.374 83.8462 26.4648
124.5 83.9288 26.4908
124.625 84.0115 26.5167
124.75 84.0941 26.5426
124.875 84.1768 26.5685
125 84.2595 26.5944
