Energy sigmaCC sigmaNC
119.12 80.2495 25.1983
119.245 80.3323 25.2241
119.37 80.415 25.2499
119.495 80.4978 25.2756
119.62 80.5805 25.3014
119.745 80.6633 25.3272
119.87 80.746 25.3529
119.995 80.8287 25.3787
120.121 80.9115 25.4045
120.246 80.9942 25.4302
120.371 81.0769 25.456
120.496 81.1596 25.4818
120.621 81.2423 25.5075
120.746 81.325 25.5333
120.871 81.4078 25.5591
120.996 81.4905 25.5848
121.121 81.5732 25.6106
121.247 81.6558 25.6363
121.372 81.7385 25.6621
121.497 81.8212 25.6879
121.622 81.9039 25.7136
121.747 81.9866 25.7394
121.872 82.0693 25.7651
121.997 82.152 25.7909
122.122 82.2347 25.8167
122.247 82.3173 25.8424
122.373 82.4 25.8682
122.498 82.4827 25.8939
122.623 82.5654 25.9197
122.748 82.648 25.9454
122.873 82.7307 25.9712
122.998 82.8134 25.9969
123.123 82.8961 26.0227
123.248 82.9788 26.0484
123.374 83.0614 26.0742
123.499 83.1441 26.0999
123.624 83.2268 26.1257
123.749 83.3095 26.1514
123.874 83.3921 26.1772
123.999 83.4748 26.2029
124.124 83.5575 26.2287
124.249 83.6402 26.2544
124.374 83.7229 26.2802
124.5 83.8056 26.3059
124.625 83.8882 26.3317
124.75 83.9709 26.3574
124.875 84.0536 26.3831
125 84.1363 26.4089
