,energy,nu,nubar,tau,taubar,nc,ncbar
323,40.4222,27.8003,13.1023,15.564825375507239,7.622294132861654,8.88309,4.80915
324,40.5473,27.8848,13.143,15.636829406940105,7.653699936178068,8.90965,4.82375
325,40.6724,27.9693,13.1837,15.708833438372974,7.694249327567624,8.9362,4.83835
326,40.7975,28.0538,13.2243,15.780837469805835,7.734798718957178,8.96275,4.85295
327,40.9226,28.1383,13.265,15.852841501238702,7.775348110346734,8.9893,4.86755
328,41.0478,28.2229,13.3057,15.92490308985097,7.815929915318534,9.01585,4.88215
329,41.1729,28.3075,13.3464,15.996907121283833,7.8564793067080885,9.0424,4.89675
330,41.298,28.392,13.387,16.068911152716698,7.897028698097645,9.06895,4.91135
331,41.4231,28.4766,13.4277,16.140915184149563,7.937578089487198,9.09549,4.92596
332,41.5482,28.5611,13.4684,16.205244677437776,7.978127480876755,9.12203,4.94056
333,41.6733,28.6456,13.5091,16.26754349544352,8.018676872266308,9.14857,4.95517
334,41.7984,28.7302,13.5498,16.329842313449266,8.059014963971098,9.17511,4.96977
335,41.9236,28.8147,13.5905,16.392190930670044,8.08893656083339,9.20165,4.98437
336,42.0487,28.8992,13.6312,16.454489748675783,8.118834258656657,9.22819,4.99897
337,42.1738,28.9836,13.6719,16.51678856668153,8.148731956479924,9.25472,5.01357
338,42.2989,29.0681,13.7126,16.579087384687277,8.17862965430319,9.28126,5.02816
339,42.424,29.1525,13.7533,16.64138620269302,8.208527352126456,9.3078,5.04275
340,42.5491,29.2369,13.794,16.703685020698767,8.238425049949724,9.33433,5.05734
341,42.6743,29.3214,13.8347,16.766033637919545,8.268346646812017,9.36086,5.07193
342,42.7994,29.4057,13.8754,16.82833245592529,8.298244344635282,9.38739,5.08652
343,42.9245,29.4901,13.9161,16.89063127393103,8.32814204245855,9.41391,5.10111
344,43.0496,29.5744,13.9568,16.95358490628802,8.358039740281816,9.44043,5.11571
345,43.1747,29.6588,13.9975,17.0292650973963,8.387937438105082,9.46694,5.13031
346,43.2998,29.7431,14.0382,17.104945288504577,8.417835135928348,9.49345,5.14492
347,43.4249,29.8274,14.0789,17.180625479612857,8.448760526860427,9.51995,5.15952
348,43.5501,29.9117,14.1196,17.256366166477413,8.48033252336774,9.54646,5.17413
349,43.6752,29.9959,14.1603,17.33204635758569,8.511879302625445,9.57296,5.18874
350,43.8003,30.0802,14.201,17.40772654869397,8.543426081883151,9.59946,5.20335
351,43.9254,30.1645,14.2417,17.48340673980225,8.574972861140859,9.62595,5.21796
352,44.0505,30.2487,14.2824,17.559086930910524,8.606519640398563,9.65245,5.23256
353,44.1756,30.3329,14.3232,17.634767122018804,8.63806641965627,9.67895,5.24716
354,44.3008,30.4171,14.3639,17.710507808883364,8.669638416163583,9.70544,5.26176
355,44.4259,30.5014,14.4046,17.785735527488455,8.701185195421289,9.73194,5.27636
356,44.551,30.5856,14.4453,17.851326084393072,8.732731974678995,9.75844,5.29095
357,44.6761,30.6698,14.486,17.916916641297686,8.772241443665335,9.78494,5.30555
358,44.8012,30.754,14.5268,17.982507198202303,8.813304979297225,9.81143,5.32015
359,44.9263,30.8382,14.5675,18.048097755106912,8.854368514929115,9.83793,5.33476
360,45.0514,30.9224,14.6082,18.11368831201153,8.895432050561007,9.86443,5.34937
361,45.1766,31.0066,14.649,18.179331299417267,8.936528410761747,9.89093,5.36398
362,45.3017,31.0908,14.6897,18.24492185632188,8.977591946393638,9.91743,5.37859
363,45.4268,31.175,14.7304,18.310512413226498,9.018655482025528,9.94393,5.39321
364,45.5519,31.2592,14.7712,18.376102970131114,9.05971901765742,9.97043,5.40782
365,45.677,31.3434,14.8119,18.441693527035728,9.10078255328931,9.99692,5.42244
366,45.8021,31.4276,14.8527,18.507284083940345,9.141561420552986,10.0234,5.43706
367,45.9272,31.5118,14.8934,18.572874640844958,9.176864016500728,10.0499,5.45168
368,46.0524,31.596,14.9342,18.638517628250696,9.21219483194963,10.0764,5.4663
369,46.1775,31.6803,14.975,18.691070228317056,9.247497427897374,10.1029,5.48092
370,46.3026,31.7645,15.0158,18.738646805288553,9.282800023845116,10.1294,5.49554
371,46.4277,31.8488,15.0565,18.786223382260054,9.318102619792862,10.1559,5.51015
372,46.5528,31.933,15.0973,18.833799959231552,9.353405215740604,10.1824,5.52477
373,46.6779,32.0172,15.1381,18.881376536203053,9.388707811688349,10.2089,5.53939
374,46.8031,32.1015,15.1789,18.928991144011462,9.42403862713725,10.2354,5.55402
375,46.9282,32.1858,15.2197,18.97656772098296,9.459341223084992,10.2618,5.56864
376,47.0533,32.27,15.2605,19.02414429795446,9.494643819032738,10.2883,5.58326
377,47.1784,32.3543,15.3013,19.071720874925962,9.529946414980483,10.3148,5.59788
378,47.3035,32.4385,15.3421,19.11929745189746,9.565249010928227,10.3413,5.61251
379,47.4286,32.5228,15.3829,19.16687402886896,9.600551606875971,10.3678,5.62713
380,47.5537,32.6071,15.4237,19.214450605840458,9.635854202823714,10.3943,5.64176
381,47.6789,32.6913,15.4645,19.262065213648867,9.666715804583443,10.4208,5.65639
382,47.804,32.7756,15.5054,19.343156177924723,9.695596649284559,10.4472,5.67101
383,47.9291,32.8599,15.5462,19.424863576011422,9.72447749398567,10.4737,5.68564
384,48.0542,32.9441,15.587,19.50657097409813,9.753358338686784,10.5002,5.70027
385,48.1793,33.0284,15.6279,19.588278372184828,9.782239183387897,10.5267,5.71489
386,48.3044,33.1127,15.6687,19.66998577027153,9.811120028089011,10.5532,5.72952
387,48.4295,33.1969,15.7095,19.75169316835823,9.840000872790124,10.5796,5.74415
388,48.5547,33.2812,15.7504,19.833465880112467,9.868904803698033,10.6061,5.75877
389,48.6798,33.3655,15.7912,19.915173278199173,9.897785648399147,10.6326,5.7734
390,48.8049,33.4498,15.8321,19.996880676285876,9.934219787797229,10.6591,5.78803
391,48.93,33.534,15.8729,20.078588074372576,9.976559817162432,10.6855,5.80267
392,49.0551,33.6183,15.9138,20.160295472459282,10.018899846527638,10.712,5.8173
393,49.1802,33.7026,15.9546,20.237916632963046,10.061239875892841,10.7385,5.83193
394,49.3054,33.7868,15.9955,20.309409133513533,10.10361375020558,10.7649,5.84656
395,49.4305,33.8711,16.0364,20.380844531427798,10.145953779570787,10.7914,5.8612
396,49.5556,33.9553,16.0772,20.45227992934206,10.18829380893599,10.8179,5.87583
397,49.6807,34.0396,16.1181,20.523715327256323,10.230633838301197,10.8443,5.89046
398,49.8058,34.1239,16.159,20.595150725170583,10.2729738676664,10.8708,5.90509
399,49.9309,34.2081,16.1998,20.666586123084848,10.315313897031606,10.8973,5.91972
400,50.056,34.2924,16.2407,20.73802152099911,10.357653926396809,10.9237,5.93435
401,50.1812,34.3766,16.2816,20.809514021549592,10.3879429072654,10.9502,5.94898
402,50.3063,34.4609,16.3225,20.880949419463857,10.415099041344204,10.9766,5.9636
403,50.4314,34.5451,16.3634,20.952384817378118,10.442255175423009,11.003,5.97823
404,50.5565,34.6294,16.4043,21.023820215292382,10.469411309501814,11.0295,5.99285
405,50.6816,34.7136,16.4452,21.095255613206646,10.496567443580618,11.0559,6.00748
406,50.8067,34.7978,16.486,21.166691011120907,10.523723577659423,11.0824,6.0221
407,50.9319,34.882,16.5269,21.24332753281412,10.550901419279457,11.1088,6.03672
408,51.057,34.9663,16.5678,21.325086493561592,10.578057553358262,11.1352,6.05134
409,51.1821,35.0505,16.6087,21.406845454309057,10.605213687437065,11.1617,6.06596
410,51.3072,35.1347,16.6496,21.48860441505653,10.632369821515871,11.1881,6.08058
411,51.4323,35.2189,16.6906,21.570363375803996,10.661209579944911,11.2145,6.09521
412,51.5574,35.3031,16.7315,21.652122336551468,10.693094008752501,11.2409,6.10983
413,51.6825,35.3873,16.7724,21.733881297298936,10.72497843756009,11.2673,6.12445
414,51.8077,35.4715,16.8133,21.815705612931094,10.756888353521001,11.2938,6.13907
415,51.9328,35.5557,16.8542,21.897464573678565,10.788772782328591,11.3202,6.15369
416,52.0579,35.6399,16.8951,21.979223534426033,10.82065721113618,11.3466,6.16831
417,52.183,35.7241,16.936,22.060982495173505,10.85254163994377,11.373,6.18293
418,52.3081,35.8083,16.977,22.142741455920977,10.88442606875136,11.3994,6.19755
419,52.4332,35.8925,17.0179,22.22450041666844,10.916310497558946,11.4258,6.21218
420,52.5583,35.9767,17.0588,22.2873431989683,10.949634565212826,11.4522,6.2268
421,52.6835,36.0608,17.0997,22.344114533109167,10.988054318569043,11.4786,6.24142
422,52.8086,36.145,17.1407,22.400840522733947,11.0264433852213,11.505,6.25604
423,52.9337,36.2291,17.1816,22.45756651235873,11.06483245187356,11.5315,6.27066
424,53.0588,36.3133,17.2225,22.51429250198351,11.103221518525817,11.5579,6.28528
425,53.1839,36.3974,17.2635,22.571018491608292,11.141610585178078,11.5843,6.2999
426,53.309,36.4816,17.3044,22.627744481233073,11.179999651830336,11.6107,6.31453
427,53.4342,36.5657,17.3453,22.68451581537394,11.218419405186552,11.6371,6.32915
428,53.5593,36.6498,17.3863,22.741241804998722,11.256808471838813,11.6635,6.34378
429,53.6844,36.734,17.4272,22.797967794623503,11.29519753849107,11.6899,6.3584
430,53.8095,36.8181,17.4682,22.854693784248283,11.33358660514333,11.7163,6.37303
431,53.9346,36.9022,17.5091,22.911419773873067,11.366737122753664,11.7427,6.38765
432,54.0597,36.9863,17.5501,22.968252189111197,11.39842981751367,11.7691,6.40228
433,54.1848,37.0704,17.591,23.032678558047536,11.430122512273677,11.7955,6.41691
434,54.31,37.1545,17.632,23.097156426879106,11.46184054092238,11.8219,6.43153
435,54.4351,37.2386,17.6729,23.16158279581544,11.493533235682385,11.8483,6.44616
436,54.5602,37.3227,17.7139,23.22600916475178,11.525225930442394,11.8747,6.46079
437,54.6853,37.4068,17.7548,23.290435533688115,11.5569186252024,11.901,6.47543
438,54.8104,37.4909,17.7958,23.354861902624453,11.588611319962407,11.9274,6.49006
439,54.9355,37.575,17.8367,23.419288271560788,11.620304014722413,11.9538,6.50469
440,55.0607,37.6591,17.8777,23.48376614039236,11.652022043371115,11.9802,6.51932
441,55.1858,37.7432,17.9187,23.548192509328697,11.689377679600613,12.0066,6.53396
442,55.3109,37.8272,17.9596,23.61261887826503,11.72675715803642,12.033,6.54859
443,55.436,37.9113,18.0006,23.67704524720137,11.76413663647223,12.0594,6.56323
444,55.5611,37.9954,18.0416,23.742372912081425,11.801516114908042,12.0858,6.57786
445,55.6862,38.0795,18.0826,23.808892958580817,11.838895593343848,12.1122,6.5925
446,55.8113,38.1635,18.1235,23.875413005080212,11.876275071779657,12.1386,6.60714
447,55.9365,38.2476,18.1645,23.941986225078004,11.913684429894472,12.165,6.62178
448,56.0616,38.3316,18.2055,24.008506271577396,11.95106390833028,12.1914,6.63642
449,56.1867,38.4157,18.2465,24.07502631807679,11.98844338676609,12.2178,6.65106
450,56.3118,38.4998,18.2875,24.141546364576183,12.025822865201897,12.2442,6.6657
451,56.4369,38.5838,18.3285,24.208066411075578,12.063202343637707,12.2706,6.68034
452,56.562,38.6679,18.3695,24.27458645757497,12.091936197916073,12.297,6.69498
453,56.6871,38.7519,18.4104,24.341106504074368,12.114336362750212,12.3234,6.70963
454,56.8123,38.836,18.4514,24.40767972407216,12.13675443339157,12.3498,6.72427
455,56.9374,38.92,18.4924,24.474199770571552,12.159154598225705,12.3762,6.73891
456,57.0625,39.0041,18.5334,24.552044947404536,12.181554763059843,12.4025,6.75356
457,57.1876,39.0881,18.5745,24.631933526215246,12.20395492789398,12.4289,6.76821
458,57.3127,39.1722,18.6155,24.711822105025952,12.226355092728117,12.4553,6.78285
459,57.4378,39.2562,18.6565,24.791710683836662,12.248755257562253,12.4817,6.7975
460,57.563,39.3403,18.6975,24.8716631224226,12.271173328203613,12.5081,6.81215
461,57.6881,39.4243,18.7385,24.951551701233306,12.293573493037748,12.5345,6.8268
462,57.8132,39.5083,18.7795,25.031440280044016,12.338583868647376,12.5609,6.84145
463,57.9383,39.5924,18.8205,25.111328858854723,12.389579876312387,12.5872,6.8561
464,58.0634,39.6764,18.8616,25.191217437665436,12.440575883977402,12.6136,6.87075
465,58.1885,39.7604,18.9026,25.271106016476143,12.491571891642414,12.64,6.8854
466,58.3136,39.8444,18.9436,25.350994595286853,12.542567899307429,12.6664,6.90005
467,58.4388,39.9285,18.9846,25.43094703387279,12.593604671167217,12.6928,6.9147
468,58.5639,40.0125,19.0257,25.510835612683497,12.644600678832228,12.7191,6.92936
469,58.689,40.0965,19.0667,25.590724191494207,12.695596686497243,12.7455,6.94401
470,58.8141,40.1805,19.1078,25.670612770304917,12.746592694162258,12.7719,6.95866
471,58.9392,40.2646,19.1488,25.729600156991825,12.79758870182727,12.7983,6.97332
472,59.0643,40.3486,19.1898,25.782975539192282,12.848584709492284,12.8246,6.98797
473,59.1894,40.4326,19.2309,25.836350921392736,12.883786343234574,12.851,7.00263
474,59.3146,40.5166,19.2719,25.889768969766013,12.912187193695232,12.8774,7.01729
475,59.4397,40.6006,19.313,25.943144351966474,12.940565359770538,12.9037,7.03194
476,59.5648,40.6846,19.3541,25.996519734166927,12.968943525845843,12.9301,7.0466
477,59.6899,40.7686,19.3951,26.049895116367384,12.99732169192115,12.9565,7.06126
478,59.815,40.8526,19.4362,26.10327049856784,13.025699857996454,12.9828,7.07592
479,59.9401,40.9366,19.4772,26.1566458807683,13.054078024071758,13.0092,7.09057
480,60.0653,41.0206,19.5183,26.210063929141576,13.082478874532416,13.0355,7.10523
481,60.1904,41.1046,19.5594,26.263439311342033,13.110857040607721,13.0619,7.11989
482,60.3155,41.1886,19.6004,26.31681469354249,13.139235206683027,13.0883,7.13455
483,60.4406,41.2725,19.6415,26.370190075742947,13.167613372758334,13.1146,7.14921
484,60.5657,41.3565,19.6826,26.423565457943404,13.195991538833638,13.141,7.16387
485,60.6908,41.4405,19.7236,26.47694084014386,13.22758863497125,13.1673,7.17853
486,60.8159,41.5245,19.7647,26.532017091099902,13.266637209541543,13.1937,7.19319
487,60.9411,41.6084,19.8058,26.59676307487196,13.30571699800038,13.22,7.20786
488,61.0662,41.6924,19.8469,26.661457344599473,13.344765572570674,13.2464,7.22252
489,61.1913,41.7764,19.8879,26.72615161432698,13.383814147140967,13.2727,7.23718
490,61.3164,41.8603,19.929,26.790845884054495,13.42286272171126,13.2991,7.25184
491,61.4415,41.9443,19.9701,26.855540153782005,13.461911296281553,13.3254,7.2665
492,61.5666,42.0282,20.0112,26.920234423509516,13.500959870851847,13.3518,7.28117
493,61.6918,42.1122,20.0523,26.984980407281576,13.540039659310686,13.3781,7.29583
494,61.8169,42.1961,20.0934,27.049674677009087,13.579088233880977,13.4045,7.31049
495,61.942,42.2801,20.1344,27.114368946736597,13.618136808451272,13.4308,7.32516
496,62.0671,42.364,20.1755,27.17906321646411,13.657185383021567,13.4572,7.33982
497,62.1922,42.448,20.2166,27.243757486191623,13.696233957591858,13.4835,7.35448
498,62.3173,42.5319,20.2577,27.308451755919133,13.721498746347804,13.5098,7.36915
499,62.4424,42.6158,20.2988,27.373146025646644,13.745317004090694,13.5362,7.38381
500,62.5676,42.6998,20.3399,27.447953063006945,13.769154301208278,13.5625,7.39847
501,62.6927,42.7837,20.381,27.524769214325154,13.79297255895117,13.5889,7.41314
502,62.8178,42.8676,20.4221,27.601585365643356,13.816790816694061,13.6152,7.4278
503,62.9429,42.9515,20.4632,27.678401516961564,13.840609074436951,13.6415,7.44247
504,63.068,43.0354,20.5043,27.75521766827977,13.864427332179842,13.6679,7.45713
505,63.1931,43.1194,20.5454,27.832033819597978,13.888245589922734,13.6942,7.4718
506,63.3182,43.2033,20.5865,27.90884997091618,13.912063847665625,13.7206,7.48646
507,63.4434,43.2872,20.6277,27.985727526032402,13.935901144783209,13.7469,7.50113
508,63.5685,43.3711,20.6688,28.06254367735061,13.966865361205297,13.7732,7.5158
509,63.6936,43.455,20.7099,28.139359828668816,14.006018473528139,13.7996,7.53046
510,63.8187,43.5389,20.751,28.21617597998702,14.045171585850976,13.8259,7.54513
511,63.9438,43.6228,20.7921,28.292677320005158,14.084324698173816,13.8522,7.55979
512,64.0689,43.7067,20.8332,28.368212998389097,14.123477810496654,13.8786,7.57446
513,64.1941,43.7906,20.8743,28.443809057011563,14.162662220271393,13.9049,7.58912
514,64.3192,43.8745,20.9155,28.5193447353955,14.20181533259423,13.9312,7.60378
515,64.4443,43.9584,20.9566,28.594880413779446,14.240968444917069,13.9575,7.61845
516,64.5694,44.0423,20.9977,28.67041609216339,14.280121557239909,13.9839,7.63311
517,64.6945,44.1261,21.0388,28.745951770547336,14.31927466956275,14.0102,7.64777
518,64.8196,44.21,21.08,28.821487448931272,14.358427781885585,14.0365,7.66243
519,64.9447,44.2939,21.1211,28.89702312731522,14.397580894208426,14.0628,7.67709
520,65.0699,44.3778,21.1622,28.972619185937685,14.436765303983163,14.0892,7.69175
521,65.195,44.4617,21.2034,29.04815486432162,14.47403409232258,14.1155,7.70641
522,65.3201,44.5455,21.2445,29.123690542705567,14.508666375844648,14.1418,7.72108
523,65.4452,44.6294,21.2857,29.197987417905363,14.543298659366716,14.1681,7.73575
524,65.5703,44.7133,21.3268,29.258646600455634,14.577930942888784,14.1945,7.75042
525,65.6954,44.7971,21.368,29.319305783005905,14.61256322641085,14.2208,7.7651
526,65.8206,44.881,21.4091,29.38001345411137,14.64722319361279,14.2471,7.77978
527,65.9457,44.9649,21.4503,29.440672636661642,14.681855477134858,14.2735,7.79446
528,66.0708,45.0487,21.4914,29.501331819211913,14.716487760656925,14.2998,7.80915
529,66.1959,45.1326,21.5326,29.561991001762177,14.75112004417899,14.3261,7.82384
530,66.321,45.2165,21.5738,29.622650184312448,14.785752327701058,14.3525,7.83853
531,66.4461,45.3003,21.6149,29.68330936686272,14.820384611223124,14.3788,7.85323
532,66.5712,45.3842,21.6561,29.74396854941299,14.855016894745193,14.4052,7.86793
533,66.6964,45.468,21.6973,29.804676220518452,14.897976818954195,14.4315,7.88263
534,66.8215,45.5519,21.7384,29.865335403068723,14.940917598533748,14.4579,7.89732
535,66.9466,45.6357,21.7796,29.925994585618994,14.9838583781133,14.4842,7.91202
536,67.0717,45.7196,21.8208,29.986653768169266,15.026799157692851,14.5105,7.92671
537,67.1968,45.8034,21.8619,30.04731295071953,15.069739937272399,14.5369,7.9414
538,67.3219,45.8872,21.9031,30.1079721332698,15.112680716851951,14.5632,7.95609
539,67.447,45.9711,21.9443,30.17926820924829,15.155621496431504,14.5895,7.97078
540,67.5722,46.0549,21.9855,30.263886886064828,15.198596601174584,14.6158,7.98546
541,67.6973,46.1387,22.0266,30.348437976078806,15.241537380754137,14.6421,8.00014
542,67.8224,46.2226,22.0678,30.432989066092784,15.269497614102036,14.6685,8.01482
543,67.9475,46.3064,22.109,30.51754015610676,15.284591095541911,14.6948,8.02949
544,68.0726,46.3902,22.1502,30.60209124612073,15.299684576981782,14.7211,8.04416
545,68.1977,46.474,22.1914,30.686642336134707,15.314778058421657,14.7474,8.05884
546,68.3229,46.5578,22.2326,30.771261012951253,15.329883604994578,14.7737,8.0735
547,68.448,46.6417,22.2737,30.855812102965224,15.34497708643445,14.8,8.08817
548,68.5731,46.7255,22.3149,30.940363192979202,15.360070567874324,14.8263,8.10284
549,68.6982,46.8093,22.3561,31.02491428299318,15.375164049314199,14.8525,8.1175
550,68.8233,46.8931,22.3973,31.109465373007154,15.390257530754074,14.8788,8.13217
551,68.9484,46.9768,22.4385,31.178558708737295,15.413658374885369,14.9051,8.14683
552,69.0735,47.0606,22.4797,31.24517472304791,15.449355231694296,14.9314,8.16149
553,69.1987,47.1444,22.5209,31.311843987569812,15.48508062316095,14.9577,8.17615
554,69.3238,47.2282,22.5621,31.378460001880438,15.520777479969883,14.984,8.19082
555,69.4489,47.312,22.6033,31.445076016191052,15.55647433677881,15.0102,8.20548
556,69.574,47.3958,22.6445,31.511692030501674,15.592171193587744,15.0365,8.22015
557,69.6991,47.4795,22.6856,31.578308044812296,15.627868050396676,15.0628,8.23481
558,69.8242,47.5633,22.7268,0.0,0.0,15.0891,8.24948
559,69.9493,47.6471,22.768,0.0,0.0,15.1154,8.26416
560,70.0745,47.7309,22.8092,0.0,0.0,15.1417,8.27883
561,70.1996,47.8146,22.8504,0.0,0.0,15.1679,8.29351
562,70.3247,47.8984,22.8916,0.0,0.0,15.1942,8.30819
563,70.4498,47.9822,22.9329,0.0,0.0,15.2205,8.32287
564,70.5749,48.0659,22.9741,0.0,0.0,15.2468,8.33756
565,70.7,48.1497,23.0153,0.0,0.0,15.2731,8.35224
566,70.8252,48.2334,23.0565,0.0,0.0,15.2994,8.36693
567,70.9503,48.3172,23.0977,0.0,0.0,15.3257,8.38161
568,71.0754,48.4009,23.1389,0.0,0.0,15.3519,8.39629
569,71.2005,48.4846,23.1801,0.0,0.0,15.3782,8.41097
570,71.3256,48.5684,23.2213,0.0,0.0,15.4045,8.42564
571,71.4507,48.6521,23.2625,0.0,0.0,15.4307,8.44031
572,71.5758,48.7358,23.3037,0.0,0.0,15.457,8.45497
573,71.701,48.8195,23.3449,0.0,0.0,15.4832,8.46963
574,71.8261,48.9032,23.3861,0.0,0.0,15.5095,8.48428
575,71.9512,48.987,23.4274,0.0,0.0,15.5357,8.49892
576,72.0763,49.0707,23.4686,0.0,0.0,15.5619,8.51356
577,72.2014,49.1544,23.5098,0.0,0.0,15.5882,8.5282
578,72.3265,49.2381,23.551,0.0,0.0,15.6144,8.54284
579,72.4517,49.3218,23.5923,0.0,0.0,15.6406,8.55747
580,72.5768,49.4055,23.6335,0.0,0.0,15.6668,8.57211
581,72.7019,49.4892,23.6748,0.0,0.0,15.693,8.58674
582,72.827,49.5729,23.716,0.0,0.0,15.7193,8.60138
583,72.9521,49.6566,23.7573,0.0,0.0,15.7455,8.61602
584,73.0772,49.7402,23.7986,0.0,0.0,15.7717,8.63067
585,73.2023,49.8239,23.8398,0.0,0.0,15.7979,8.64532
586,73.3275,49.9077,23.8811,0.0,0.0,15.8242,8.65998
587,73.4526,49.9914,23.9223,0.0,0.0,15.8504,8.67464
588,73.5777,50.0751,23.9635,0.0,0.0,15.8766,8.68931
589,73.7028,50.1588,24.0047,0.0,0.0,15.9029,8.70398
590,73.8279,50.2425,24.0459,0.0,0.0,15.9291,8.71866
591,73.953,50.3262,24.0871,0.0,0.0,15.9553,8.73333
592,74.0781,50.4099,24.1282,0.0,0.0,15.9816,8.74801
593,74.2033,50.4936,24.1693,0.0,0.0,16.0078,8.7627
594,74.3284,50.5772,24.2105,0.0,0.0,16.0341,8.77738
595,74.4535,50.6609,24.2517,0.0,0.0,16.0603,8.79206
596,74.5786,50.7445,24.2929,0.0,0.0,16.0866,8.80675
597,74.7037,50.8281,24.3342,0.0,0.0,16.1128,8.82143
598,74.8288,50.9117,24.3756,0.0,0.0,16.139,8.83611
599,74.954,50.9952,24.4171,0.0,0.0,16.1653,8.85079
600,75.0791,51.0787,24.4587,0.0,0.0,16.1915,8.86547
601,75.2042,51.1623,24.5003,0.0,0.0,16.2177,8.88015
602,75.3293,51.2458,24.5421,0.0,0.0,16.244,8.89483
603,75.4544,51.3294,24.5839,0.0,0.0,16.2702,8.9095
604,75.5795,51.413,24.6257,0.0,0.0,16.2964,8.92418
605,75.7046,51.4967,24.6675,0.0,0.0,16.3227,8.93886
606,75.8298,51.5805,24.7093,0.0,0.0,16.3489,8.95353
607,75.9549,51.6643,24.751,0.0,0.0,16.3751,8.96821
608,76.08,51.7483,24.7927,0.0,0.0,16.4013,8.98289
609,76.2051,51.8323,24.8341,0.0,0.0,16.4275,8.99756
610,76.3302,51.9163,24.8755,0.0,0.0,16.4538,9.01224
611,76.4553,52.0005,24.9167,0.0,0.0,16.48,9.02692
612,76.5805,52.0846,24.9578,0.0,0.0,16.5062,9.0416
613,76.7056,52.1688,24.9987,0.0,0.0,16.5324,9.05628
614,76.8307,52.2529,25.0395,0.0,0.0,16.5587,9.07096
615,76.9558,52.337,25.0803,0.0,0.0,16.5849,9.08564
616,77.0809,52.4209,25.1211,0.0,0.0,16.6111,9.10032
617,77.206,52.5047,25.1618,0.0,0.0,16.6374,9.115
618,77.3311,52.5884,25.2026,0.0,0.0,16.6636,9.12969
619,77.4563,52.672,25.2435,0.0,0.0,16.6898,9.14437
620,77.5814,52.7554,25.2844,0.0,0.0,16.716,9.15905
621,77.7065,52.8386,25.3254,0.0,0.0,16.7423,9.17374
622,77.8316,52.9218,25.3665,0.0,0.0,16.7685,9.18842
623,77.9567,53.0049,25.4077,0.0,0.0,16.7947,9.20311
624,78.0818,53.088,25.449,0.0,0.0,16.8209,9.21779
625,78.2069,53.171,25.4903,0.0,0.0,16.8472,9.23248
626,78.3321,53.2541,25.5317,0.0,0.0,16.8734,9.24716
627,78.4572,53.3372,25.5731,0.0,0.0,16.8996,9.26185
628,78.5823,53.4204,25.6145,0.0,0.0,16.9259,9.27654
629,78.7074,53.5036,25.656,0.0,0.0,16.9521,9.29122
630,78.8325,53.587,25.6974,0.0,0.0,16.9783,9.30591
631,78.9576,53.6704,25.7388,0.0,0.0,17.0046,9.3206
632,79.0828,53.754,25.7802,0.0,0.0,17.0308,9.33529
633,79.2079,53.8376,25.8216,0.0,0.0,17.057,9.34998
634,79.333,53.9212,25.8629,0.0,0.0,17.0833,9.36467
635,79.4581,54.0049,25.9042,0.0,0.0,17.1095,9.37936
636,79.5832,54.0887,25.9456,0.0,0.0,17.1357,9.39405
637,79.7083,54.1724,25.9869,0.0,0.0,17.162,9.40874
638,79.8334,54.2561,26.0282,0.0,0.0,17.1882,9.42343
639,79.9586,54.3399,26.0695,0.0,0.0,17.2145,9.43813
640,80.0837,54.4236,26.1108,0.0,0.0,17.2407,9.45282
641,80.2088,54.5073,26.1521,0.0,0.0,17.267,9.46751
642,80.3339,54.591,26.1934,0.0,0.0,17.2932,9.48221
643,80.459,54.6747,26.2347,0.0,0.0,17.3194,9.4969
644,80.5841,54.7583,26.2761,0.0,0.0,17.3457,9.5116
645,80.7092,54.842,26.3174,0.0,0.0,17.3719,9.52629
646,80.8344,54.9256,26.3587,0.0,0.0,17.3982,9.54099
647,80.9595,55.0093,26.4001,0.0,0.0,17.4244,9.55568
648,81.0846,55.0929,26.4414,0.0,0.0,17.4507,9.57038
649,81.2097,55.1765,26.4828,0.0,0.0,17.4769,9.58508
650,81.3348,55.2602,26.5241,0.0,0.0,17.5032,9.59977
651,81.4599,55.3439,26.5655,0.0,0.0,17.5294,9.61447
652,81.5851,55.4275,26.6069,0.0,0.0,17.5557,9.62917
653,81.7102,55.5112,26.6482,0.0,0.0,17.5819,9.64387
654,81.8353,55.5949,26.6896,0.0,0.0,17.6081,9.65856
655,81.9604,55.6786,26.7309,0.0,0.0,17.6344,9.67326
656,82.0855,55.7623,26.7723,0.0,0.0,17.6606,9.68796
657,82.2106,55.846,26.8136,0.0,0.0,17.6869,9.70266
658,82.3357,55.9297,26.855,0.0,0.0,17.7131,9.71736
659,82.4609,56.0134,26.8963,0.0,0.0,17.7394,9.73205
660,82.586,56.0971,26.9377,0.0,0.0,17.7656,9.74675
661,82.7111,56.1808,26.979,0.0,0.0,17.7918,9.76145
662,82.8362,56.2644,27.0204,0.0,0.0,17.8181,9.77615
663,82.9613,56.3481,27.0617,0.0,0.0,17.8443,9.79085
664,83.0864,56.4318,27.1031,0.0,0.0,17.8705,9.80555
665,83.2116,56.5155,27.1444,0.0,0.0,17.8968,9.82025
666,83.3367,56.5991,27.1858,0.0,0.0,17.923,9.83495
667,83.4618,56.6828,27.2271,0.0,0.0,17.9492,9.84965
668,83.5869,56.7665,27.2685,0.0,0.0,17.9755,9.86435
669,83.712,56.8501,27.3099,0.0,0.0,18.0017,9.87905
670,83.8371,56.9337,27.3512,0.0,0.0,18.0279,9.89375
