Sin2Theta12 Sin2Theta13 Sin2Theta23 Dm221 Dm231 dCP Ordering SKFluxNormalization_Below1GeV SKFluxNormalization_Above1GeV ICFluxNormalization_Above1GeV X2 
0.304 0.022 0.5883333333333334 7.42e-05 0.00295 4.014 normal 1.006618530635519 1.0028269405771941 1.0005678058661278 132.90336354769184
0.304 0.022 0.5883333333333334 7.42e-05 0.003 4.014 normal 1.007580385385397 1.0033860959190088 1.0007222619574987 154.52742411820228
0.304 0.022 0.605 7.42e-05 0.0023 4.014 normal 0.9932075789644277 0.993220251900509 0.9940375923815814 57.019488853983304
0.304 0.022 0.605 7.42e-05 0.0026 4.014 normal 0.9969628905731754 0.9965660390924084 0.9964912296184617 16.91402841171289
0.304 0.022 0.605 7.42e-05 0.0024000000000000002 4.014 normal 0.9941532337195991 0.994040475292373 0.994395005432437 22.467309304231087
0.304 0.022 0.605 7.42e-05 0.00265 4.014 normal 0.9973291910260403 0.9969419672406205 0.9966596809006961 29.106061288871462
0.304 0.022 0.605 7.42e-05 0.00245 4.014 normal 0.9948503559705234 0.9946332314409186 0.9948908988366814 10.671589911440387
0.304 0.022 0.605 7.42e-05 0.00235 4.014 normal 0.9936091034986544 0.9935826190753332 0.9941730977050436 38.606822361007126
0.304 0.022 0.605 7.42e-05 0.0025 4.014 normal 0.99671771254268 0.9941283272634782 0.9955187456466713 5.693013120597503
0.304 0.022 0.605 7.42e-05 0.00255 4.014 normal 0.9972782969793261 0.9947321106695954 0.9960798217223839 8.660736648088807
0.304 0.022 0.605 7.42e-05 0.003 4.014 normal 1.003710544341255 0.9979444626869871 0.9983535097477038 154.72771983327047
0.304 0.022 0.6216666666666666 7.42e-05 0.002 4.014 normal 0.9867235066819054 0.9870605292025625 0.9885527725261394 237.4249733526804
0.304 0.022 0.605 7.42e-05 0.00275 4.014 normal 1.0029382885363654 0.9971507290294537 0.9970568865677866 59.92058988488765
0.304 0.022 0.605 7.42e-05 0.0027 4.014 normal 0.9978605839779541 0.9973049587737806 0.9968513093896934 43.86531992654011
0.304 0.022 0.605 7.42e-05 0.00295 4.014 normal 1.00341275269036 0.9978323968195052 0.9981408652907443 133.32074494252385
0.304 0.022 0.605 7.42e-05 0.00285 4.014 normal 1.0030894780929192 0.997516521047119 0.9976415863936285 93.53717432287544
0.304 0.022 0.605 7.42e-05 0.0029000000000000002 4.014 normal 1.0032517505510856 0.9976737793317724 0.9979036777233001 112.84900995945189
0.304 0.022 0.605 7.42e-05 0.0028 4.014 normal 1.0031430096235225 0.9972415774888318 0.9973309140308125 76.6729165383103
0.304 0.022 0.6216666666666666 7.42e-05 0.0022500000000000003 4.014 normal 0.9897935477397728 0.9897414148235808 0.9910735124555459 86.19808837044498
0.304 0.022 0.6216666666666666 7.42e-05 0.00205 4.014 normal 0.9871809808806673 0.9874898563899837 0.9888687389512583 197.18555199884767
0.304 0.022 0.6216666666666666 7.42e-05 0.0022 4.014 normal 0.9895016488083168 0.9893887807753751 0.9907863868093701 107.5181373169577
0.304 0.022 0.6216666666666666 7.42e-05 0.0024000000000000002 4.014 normal 0.991356201397514 0.9910595615098035 0.991604580871619 32.161401769929384
0.304 0.022 0.6216666666666666 7.42e-05 0.00235 4.014 normal 0.9908182837866911 0.9906065492028853 0.9913801643994579 47.96621363523252
0.304 0.022 0.6216666666666666 7.42e-05 0.0023 4.014 normal 0.9904222809974121 0.990249570226207 0.9912455241339632 65.85578444955516
0.304 0.022 0.6216666666666666 7.42e-05 0.0021 4.014 normal 0.9879584913635393 0.9881186790396984 0.9894155002647567 161.4404287728956
0.304 0.022 0.6216666666666666 7.42e-05 0.00215 4.014 normal 0.98863800596083 0.9887176988632324 0.9901485323173104 131.9231295522756
0.304 0.022 0.6216666666666666 7.42e-05 0.0027 4.014 normal 0.9949285851502206 0.9942192571721079 0.9940004889309284 51.46730820466929
0.304 0.022 0.6216666666666666 7.42e-05 0.00245 4.014 normal 0.9920434629819231 0.9916429929809708 0.9920954207074284 20.277837636978045
0.304 0.022 0.6216666666666666 7.42e-05 0.00275 4.014 normal 0.9953178945132941 0.9945284668571395 0.9942759235084758 67.0534450447888
0.304 0.022 0.6216666666666666 7.42e-05 0.0028 4.014 normal 0.995973033414539 0.9950325847646118 0.9946853315479984 83.1404459546642
0.304 0.022 0.6216666666666666 7.42e-05 0.00265 4.014 normal 0.9944481948746824 0.9938880319414001 0.993820417328398 37.06190133625006
0.304 0.022 0.6216666666666666 7.42e-05 0.0026 4.014 normal 0.996045757772116 0.9908588708694588 0.993768489025365 25.181101429472417
0.304 0.022 0.6216666666666666 7.42e-05 0.00255 4.014 normal 0.9949659555675807 0.9912106193849157 0.9932766511317274 17.443334149546676
0.304 0.022 0.6216666666666666 7.42e-05 0.0025 4.014 normal 0.9944143408880002 0.990589391178877 0.9927120885998812 14.985337591619576
0.304 0.022 0.6383333333333333 7.42e-05 0.0021 4.014 normal 0.9848168969062637 0.9847831015951066 0.9862930404277532 175.77884142348879
0.304 0.022 0.6383333333333333 7.42e-05 0.002 4.014 normal 0.9836038983271747 0.9837432886813076 0.9854369910698657 250.4556526560518
0.304 0.022 0.6383333333333333 7.42e-05 0.00215 4.014 normal 0.985480827829144 0.9853681062205198 0.987008000642843 146.35298293813239
0.304 0.022 0.6383333333333333 7.42e-05 0.00205 4.014 normal 0.9840581483994482 0.984169260154204 0.9857575565095636 210.88020197187728
0.304 0.022 0.6216666666666666 7.42e-05 0.0029000000000000002 4.014 normal 1.0048729152946891 0.9952999369508955 0.9952881722531675 117.86622431116166
0.304 0.022 0.6216666666666666 7.42e-05 0.00285 4.014 normal 0.996565408953718 0.9955783142980712 0.9950770244624976 99.21598200645283
0.304 0.022 0.6216666666666666 7.42e-05 0.003 4.014 normal 1.0053331977333484 0.9954355255084487 0.9955308034121743 158.7982481993037
0.304 0.022 0.6216666666666666 7.42e-05 0.00295 4.014 normal 1.0050997930563257 0.9953849045406595 0.9954283843440872 137.7120651240598
0.304 0.022 0.6383333333333333 7.42e-05 0.0022 4.014 normal 0.9863269096839248 0.9860249448360086 0.987635153169515 121.93346572257627
0.304 0.022 0.6383333333333333 7.42e-05 0.00245 4.014 normal 0.9888316613818291 0.9882443749108943 0.9889426332586562 36.29273359040339
0.304 0.022 0.6383333333333333 7.42e-05 0.00235 4.014 normal 0.9876245465723861 0.987223780290122 0.9882283113476952 63.81425222230032
0.304 0.022 0.6383333333333333 7.42e-05 0.0022500000000000003 4.014 normal 0.9866187506633164 0.986374519484889 0.9879221005273489 101.06824618045582
0.304 0.022 0.6383333333333333 7.42e-05 0.0025 4.014 normal 0.989552943402389 0.988843806971163 0.9895054438481933 30.845027704759737
0.304 0.022 0.6383333333333333 7.42e-05 0.0024000000000000002 4.014 normal 0.9881540907056381 0.9876697505875449 0.988456352035762 48.31057905865299
0.304 0.022 0.6383333333333333 7.42e-05 0.00255 4.014 normal 0.9901237862113575 0.9894250548603599 0.9900722465679498 32.73109915088692
0.304 0.022 0.6383333333333333 7.42e-05 0.0023 4.014 normal 0.9872357041495496 0.9868740748270382 0.9880970743050567 81.09537240264162
0.304 0.022 0.6383333333333333 7.42e-05 0.00285 4.014 normal 0.993169777321424 0.9920427506782515 0.9918435752213162 110.64839732455613
0.304 0.022 0.6383333333333333 7.42e-05 0.0028 4.014 normal 0.9926160946742033 0.9915237286446406 0.9914600635199028 95.49084223955842
0.304 0.022 0.6383333333333333 7.42e-05 0.0029000000000000002 4.014 normal 0.9938521418223683 0.9925938361791684 0.9921949794067608 129.03218512281268
0.304 0.022 0.6383333333333333 7.42e-05 0.00295 4.014 normal 0.9944328741892692 0.9930674908604232 0.9924692403352117 148.65275958387926
0.304 0.022 0.6383333333333333 7.42e-05 0.00275 4.014 normal 0.9919998151012734 0.9910440617373306 0.9910657240508653 80.2541672486622
0.304 0.022 0.6383333333333333 7.42e-05 0.00265 4.014 normal 0.9936723134317156 0.9875352280515194 0.9906948151310027 51.145780400922646
0.304 0.022 0.6383333333333333 7.42e-05 0.0027 4.014 normal 0.9953273701762994 0.987042049852906 0.9909001302067136 65.0751914188337
0.304 0.022 0.6383333333333333 7.42e-05 0.0026 4.014 normal 0.9936586077913635 0.9878942604043138 0.9903968525865022 39.677776551567696
0.304 0.022 0.655 7.42e-05 0.0022500000000000003 4.014 normal 0.9830461759611155 0.9826074955916752 0.9844234505186301 124.03153014515091
0.304 0.022 0.655 7.42e-05 0.0021 4.014 normal 0.9812915626307324 0.981059394124041 0.9828372576084042 198.03323630372955
0.304 0.022 0.655 7.42e-05 0.002 4.014 normal 0.9801018829106908 0.9800392768502306 0.9819898921502737 271.28297651125683
0.304 0.022 0.655 7.42e-05 0.0023 4.014 normal 0.9836538856724426 0.9830991175622936 0.9846017830600422 104.52684811706517
0.304 0.022 0.655 7.42e-05 0.0022 4.014 normal 0.9827609103175956 0.9822654565490866 0.9841396957021141 144.49041346748115
0.304 0.022 0.655 7.42e-05 0.00215 4.014 normal 0.9819395251146263 0.981629703493863 0.9835371500701214 168.61928864137911
0.304 0.022 0.655 7.42e-05 0.00205 4.014 normal 0.9805372992177366 0.980448150981945 0.982288597400641 232.81130952263894
0.304 0.022 0.6383333333333333 7.42e-05 0.003 4.014 normal 1.0016099210021379 0.991124335663023 0.992081644781092 168.7897294941658
0.304 0.022 0.655 7.42e-05 0.00235 4.014 normal 0.9840306379717447 0.9834377916364625 0.9847261776080911 87.85620893435336
0.304 0.022 0.655 7.42e-05 0.0025 4.014 normal 0.9859033671446417 0.98500940622534 0.9859584538440846 54.91169118119861
0.304 0.022 0.655 7.42e-05 0.00255 4.014 normal 0.9864750740837777 0.9855900816723021 0.9865400984808183 56.07249071088869
0.304 0.022 0.655 7.42e-05 0.0024000000000000002 4.014 normal 0.9845585596719526 0.9838824056765894 0.9849683653956157 72.45257738873109
0.304 0.022 0.655 7.42e-05 0.00245 4.014 normal 0.9852124966514082 0.984436181708912 0.985433240062415 60.53305873111543
0.304 0.022 0.655 7.42e-05 0.0026 4.014 normal 0.9920145138554314 0.9838437637529586 0.9866620931300334 62.42464688328321
0.304 0.022 0.655 7.42e-05 0.00265 4.014 normal 0.9906342096232228 0.9831996487593866 0.9871468090536653 73.33249862579447
0.304 0.022 0.655 7.42e-05 0.0027 4.014 normal 0.9920930283705758 0.9838587869577498 0.987171623743098 86.71370968448922
0.304 0.022 0.655 7.42e-05 0.003 4.014 normal 0.9910913160222862 0.9894844834805407 0.9890687219757671 187.10144645317112
0.304 0.022 0.655 7.42e-05 0.0029000000000000002 4.014 normal 0.9900493747059318 0.9886407679173069 0.9885943456253306 147.53016621305733
0.304 0.022 0.6716666666666666 7.42e-05 0.00205 4.014 normal 0.9766489579735248 0.9763536788064539 0.9785128907357539 264.1165124723512
0.304 0.022 0.6716666666666666 7.42e-05 0.002 4.014 normal 0.9762201244168249 0.975951821204101 0.9782126809999874 301.85633224018295
0.304 0.022 0.655 7.42e-05 0.00295 4.014 normal 0.9905851345487 0.9890827402576008 0.9888538050669601 166.78936491173073
0.304 0.022 0.655 7.42e-05 0.0028 4.014 normal 0.9931991728378998 0.9817569680906657 0.9881284264089497 115.47539341723407
0.304 0.022 0.655 7.42e-05 0.00275 4.014 normal 0.9936016059727449 0.9844932839192266 0.9872986061229506 101.0853397115827
0.304 0.022 0.655 7.42e-05 0.00285 4.014 normal 0.9948177360388957 0.9850060676935738 0.9880562456942434 129.39105834060345
0.304 0.022 0.6716666666666666 7.42e-05 0.0021 4.014 normal 0.9773627565569094 0.9769295216262033 0.9790111547010935 230.58501628086003
0.304 0.022 0.6716666666666666 7.42e-05 0.0023 4.014 normal 0.9796777016666816 0.9789260395450848 0.980758880871287 137.99641169123652
0.304 0.022 0.6716666666666666 7.42e-05 0.00235 4.014 normal 0.9800424810127204 0.9792543058540574 0.9808786659397267 121.96833367754982
0.304 0.022 0.6716666666666666 7.42e-05 0.00215 4.014 normal 0.9780016374919029 0.9774918816444677 0.9797076100543204 201.36980631530568
0.304 0.022 0.6716666666666666 7.42e-05 0.0022500000000000003 4.014 normal 0.9790878555358712 0.9784488609347772 0.9805854182899651 157.10575579229837
0.304 0.022 0.6716666666666666 7.42e-05 0.00245 4.014 normal 0.9811977270558776 0.9802291859374461 0.9815793717139314 94.8119852057883
0.304 0.022 0.6716666666666666 7.42e-05 0.0024000000000000002 4.014 normal 0.9805541219029954 0.9796839787772232 0.9811113859609717 106.98904099799147
0.304 0.022 0.6716666666666666 7.42e-05 0.0022 4.014 normal 0.9788053112784416 0.9781127454753228 0.9803023777023961 177.01892039675184
0.304 0.022 0.6716666666666666 7.42e-05 0.0025 4.014 normal 0.9818635060617643 0.9807817445418102 0.9820837493670816 88.94220584244887
0.304 0.022 0.6716666666666666 7.42e-05 0.00255 4.014 normal 0.982414093514751 0.9813411100664898 0.9826396751482379 89.53718792339401
0.304 0.022 0.6716666666666666 7.42e-05 0.0026 4.014 normal 0.9830661621653709 0.9819414227763713 0.9829681945514018 95.39033892037342
0.304 0.022 0.6716666666666666 7.42e-05 0.00265 4.014 normal 0.988922925632947 0.9791699681307015 0.9829000042218778 105.5296102368859
0.304 0.022 0.6716666666666666 7.42e-05 0.0027 4.014 normal 0.9899709973447947 0.9799222298927044 0.9830280154795008 118.39691204775013
0.304 0.022 0.6716666666666666 7.42e-05 0.00275 4.014 normal 0.9886544814711539 0.9781651153415143 0.9836662525942199 132.05996401112333
0.304 0.022 0.6716666666666666 7.42e-05 0.00285 4.014 normal 0.9909854476824306 0.9796285475053068 0.9842247834337619 158.1904674595629
0.304 0.022 0.6716666666666666 7.42e-05 0.0028 4.014 normal 0.9899793893212719 0.9793462763240234 0.9838811663216592 145.2162729259279
0.304 0.022 0.6883333333333332 7.42e-05 0.00215 4.014 normal 0.9736865497538062 0.9729721441435085 0.9755540853810115 245.76528703621773
0.304 0.022 0.6883333333333332 7.42e-05 0.00205 4.014 normal 0.9723605042367854 0.9718565854075167 0.9743670112750653 308.0202526783677
0.304 0.022 0.6883333333333332 7.42e-05 0.002 4.014 normal 0.9719625866945285 0.9714842648042314 0.9741089582207042 344.3442403790057
0.304 0.022 0.6883333333333332 7.42e-05 0.0022 4.014 normal 0.9744724170703467 0.9735788879468549 0.97614503354638 221.84935517399302
0.304 0.022 0.6883333333333332 7.42e-05 0.0021 4.014 normal 0.9730573838181202 0.9724191925323326 0.9748591576642264 274.9726481999289
0.304 0.022 0.6716666666666666 7.42e-05 0.003 4.014 normal 0.9868470289596083 0.9850909444233138 0.9851007370841689 214.31099353932788
0.304 0.022 0.6716666666666666 7.42e-05 0.0029000000000000002 4.014 normal 0.9912149912250975 0.9773004285269656 0.9849016671358657 175.31996811147732
0.304 0.022 0.6716666666666666 7.42e-05 0.00295 4.014 normal 0.992955044830341 0.9770425336005173 0.9851994958109411 193.92969080428614
0.304 0.022 0.6883333333333332 7.42e-05 0.00255 4.014 normal 0.9779609731352615 0.9766972387186122 0.9784041929915438 135.0577827897777
0.304 0.022 0.6883333333333332 7.42e-05 0.0026 4.014 normal 0.9785918828179869 0.9772777088197258 0.9787228335740331 140.20027578211435
0.304 0.022 0.6883333333333332 7.42e-05 0.0024000000000000002 4.014 normal 0.976162360809415 0.9750948025420579 0.9769221449268037 153.53536147813875
0.304 0.022 0.6883333333333332 7.42e-05 0.00245 4.014 normal 0.9767666939276898 0.975603836710941 0.9773380402384525 141.59759629331344
0.304 0.022 0.6883333333333332 7.42e-05 0.0025 4.014 normal 0.9774292578160563 0.9761561894743136 0.9778658130646942 135.08722144313148
0.304 0.022 0.6883333333333332 7.42e-05 0.0023 4.014 normal 0.9753135555499058 0.9743624075735109 0.9765808919010589 183.39057048195326
0.304 0.022 0.6883333333333332 7.42e-05 0.00235 4.014 normal 0.9756653121092401 0.9746782157050452 0.9766932535833228 168.16699642133003
0.304 0.022 0.6883333333333332 7.42e-05 0.0022500000000000003 4.014 normal 0.9740555240249408 0.9702028859060391 0.9767496016297897 201.67974621979602
0.304 0.022 0.6883333333333332 7.42e-05 0.00265 4.014 normal 0.9789030808610233 0.9776035931992471 0.9788944908673974 150.0552977384372
0.304 0.022 0.6883333333333332 7.42e-05 0.0027 4.014 normal 0.9793143007142069 0.9778888638534928 0.9790568493992363 162.41700457868106
0.304 0.022 0.6883333333333332 7.42e-05 0.00275 4.014 normal 0.9872232710648668 0.9740967660902848 0.9789285282402489 174.93947087540838
0.304 0.022 0.6883333333333332 7.42e-05 0.00285 4.014 normal 0.9889235727265633 0.9756498816873794 0.9796304714804158 198.92835173521766
0.304 0.022 0.6883333333333332 7.42e-05 0.0028 4.014 normal 0.9887211104228664 0.9748566874667252 0.979244588057543 187.1930733645321
0.304 0.022 0.6883333333333332 7.42e-05 0.0029000000000000002 4.014 normal 0.9877179910872649 0.9746664591118528 0.980258334906942 214.89250716539718
0.304 0.022 0.6883333333333332 7.42e-05 0.003 4.014 normal 0.9908362624658211 0.9756899860437575 0.9804668924845943 252.00211016092686
0.304 0.022 0.6883333333333332 7.42e-05 0.00295 4.014 normal 0.9889717009005331 0.9747498414970852 0.9804581628675841 232.83849245204755
0.304 0.022 0.705 7.42e-05 0.002 4.014 normal 0.9673257332158657 0.9666341449693642 0.9696704760303053 400.5997565662387
0.304 0.022 0.705 7.42e-05 0.00215 4.014 normal 0.9689938557948342 0.9680706604795614 0.971074336274027 304.1368739048704
0.304 0.022 0.705 7.42e-05 0.00205 4.014 normal 0.9677103044760084 0.9669924924940508 0.9699190488099544 365.41972315321146
0.304 0.022 0.705 7.42e-05 0.0021 4.014 normal 0.9683990520593609 0.9675504455397939 0.9704284543025066 332.52874821478366
0.304 0.022 0.705 7.42e-05 0.00235 4.014 normal 0.9709034817912497 0.9697141241544066 0.9721753308585364 228.51693832753045
0.304 0.022 0.705 7.42e-05 0.0023 4.014 normal 0.9705570023602235 0.9694035982924162 0.9720540778525062 243.2120073600813
0.304 0.022 0.705 7.42e-05 0.0022500000000000003 4.014 normal 0.9694423961456018 0.9644713534413234 0.9722850993051156 260.7691588012107
0.304 0.022 0.705 7.42e-05 0.0022 4.014 normal 0.9692695024636432 0.9640114613187004 0.97203727780443 279.75885516198224
0.304 0.022 0.705 7.42e-05 0.0024000000000000002 4.014 normal 0.9713813694805424 0.9701136179790345 0.9723935324033487 214.28079504237843
0.304 0.022 0.705 7.42e-05 0.00255 4.014 normal 0.9731171700143558 0.971659949978873 0.9738321704968601 194.73640608047495
0.304 0.022 0.705 7.42e-05 0.0027 4.014 normal 0.9744130299671436 0.9728004011596569 0.9744492831202376 220.1455654057542
0.304 0.022 0.705 7.42e-05 0.00265 4.014 normal 0.974017615219997 0.9725261664410093 0.9742922424988177 208.47281157031844
0.304 0.022 0.705 7.42e-05 0.0026 4.014 normal 0.973727913769106 0.9722211042194432 0.9741428957851601 199.13181299080446
0.304 0.022 0.705 7.42e-05 0.00245 4.014 normal 0.9719635614678919 0.9706036539506611 0.9727946021179881 202.4029931464637
0.304 0.022 0.705 7.42e-05 0.00275 4.014 normal 0.9747327414022584 0.9730563248000801 0.9746811494416525 232.36370978600348
0.304 0.022 0.705 7.42e-05 0.0025 4.014 normal 0.9726030933279831 0.9711365251364169 0.973308190413507 195.5054937923592
0.304 0.022 0.705 7.42e-05 0.00285 4.014 normal 0.9846767285864461 0.9687146612061988 0.9749800855112343 253.48065472038294
0.304 0.022 0.705 7.42e-05 0.0029000000000000002 4.014 normal 0.9863454004291563 0.9698269649076129 0.9751777347121857 268.85028756580516
0.304 0.022 0.705 7.42e-05 0.00295 4.014 normal 0.983617926634122 0.9678561202709505 0.9760381015823334 285.8247235961709
0.304 0.022 0.705 7.42e-05 0.0028 4.014 normal 0.9752661333514222 0.9734748934228391 0.975042392115458 243.53197927230036
0.304 0.022 0.705 7.42e-05 0.003 4.014 normal 0.9849926321772954 0.9691754317893347 0.9760053406469211 304.43299504601026
