Sin2Theta12 Sin2Theta13 Sin2Theta23 Dm221 Dm231 dCP Ordering SKFluxNormalization_Below1GeV SKFluxNormalization_Above1GeV ICFluxNormalization_Above1GeV X2 
0.304 0.022 0.43833333333333335 7.42e-05 0.00285 4.014 normal 1.00509326767373 1.005458069077201 1.005519495876981 108.59688873035236
0.304 0.022 0.43833333333333335 7.42e-05 0.0028 4.014 normal 1.0046091130625283 1.0049837331043858 1.0051320644559003 89.75553629104198
0.304 0.022 0.43833333333333335 7.42e-05 0.00295 4.014 normal 1.0060618879571301 1.0063298442996562 1.0061422524704449 149.36978988194628
0.304 0.022 0.43833333333333335 7.42e-05 0.0029000000000000002 4.014 normal 1.0056344620576105 1.005939273882734 1.0058695148029282 128.65680016180855
0.304 0.022 0.45499999999999996 7.42e-05 0.0021 4.014 normal 0.9878436172221245 1.0019491919438448 1.0012892748410895 159.4704370605608
0.304 0.022 0.45499999999999996 7.42e-05 0.00205 4.014 normal 0.9861323848228326 1.0015620465484434 1.000821254485884 196.17165355040618
0.304 0.022 0.45499999999999996 7.42e-05 0.002 4.014 normal 0.9853958183751963 1.0011014117933767 1.0005877172139062 238.26777491734367
0.304 0.022 0.45499999999999996 7.42e-05 0.00245 4.014 normal 0.9965712034827504 1.004254591986921 1.0038387057611533 13.573144466181622
0.304 0.022 0.45499999999999996 7.42e-05 0.0025 4.014 normal 0.996542518589061 1.0046467673627695 1.0044167913186222 9.588987333707642
0.304 0.022 0.45499999999999996 7.42e-05 0.00215 4.014 normal 0.9888230440118906 1.002749618288193 1.0019796417292262 130.03002242517206
0.304 0.022 0.45499999999999996 7.42e-05 0.0023 4.014 normal 0.9922019495446738 1.0029416034556757 1.0031063660191948 62.066485555144986
0.304 0.022 0.45499999999999996 7.42e-05 0.0022 4.014 normal 0.9904137426086875 1.0023915918040773 1.0027338425115897 106.23794399868643
0.304 0.022 0.45499999999999996 7.42e-05 0.00235 4.014 normal 0.9931529659984901 1.003909656057191 1.0031375598610885 42.2356008608338
0.304 0.022 0.45499999999999996 7.42e-05 0.0024000000000000002 4.014 normal 0.9946122215086336 1.0046567266723228 1.003311673442798 25.097903522056598
0.304 0.022 0.45499999999999996 7.42e-05 0.0022500000000000003 4.014 normal 0.9905861173841108 1.0025639205366603 1.0030090704012373 83.5007316257902
0.304 0.022 0.45499999999999996 7.42e-05 0.00285 4.014 normal 1.0063099308908081 1.0066210473046673 1.0064988518237414 109.14370376137322
0.304 0.022 0.45499999999999996 7.42e-05 0.0029000000000000002 4.014 normal 1.0068539575889008 1.0071056107293637 1.0068518517413259 129.46376958932242
0.304 0.022 0.45499999999999996 7.42e-05 0.0028 4.014 normal 1.005820776350575 1.0061417120516223 1.006107947637928 89.99163587319975
0.304 0.022 0.45499999999999996 7.42e-05 0.00255 4.014 normal 0.9963698306704982 1.0051623803170435 1.0049339706215286 13.686021925524122
0.304 0.022 0.45499999999999996 7.42e-05 0.00275 4.014 normal 1.0044759865410147 1.0055937230508691 1.005605517781374 70.78681445356713
0.304 0.022 0.45499999999999996 7.42e-05 0.0027 4.014 normal 1.0009900085860888 1.0076566231197586 1.0054104330188305 52.83925044174538
0.304 0.022 0.45499999999999996 7.42e-05 0.00265 4.014 normal 0.9996353167989922 1.0071395291006464 1.0054905002217949 36.927456835245984
0.304 0.022 0.45499999999999996 7.42e-05 0.0026 4.014 normal 0.9991522056904982 1.0064687971750819 1.0053340209512136 23.6473532520993
0.304 0.022 0.4716666666666667 7.42e-05 0.0022 4.014 normal 0.9967617581659227 1.003473598417421 1.0033661975915844 106.54597008968653
0.304 0.022 0.45499999999999996 7.42e-05 0.003 4.014 normal 1.007690210032153 1.0078577240788236 1.0073612099671772 172.66231246553664
0.304 0.022 0.45499999999999996 7.42e-05 0.00295 4.014 normal 1.0072863475970286 1.0075007944253167 1.0071278403071369 150.3930074084571
0.304 0.022 0.4716666666666667 7.42e-05 0.00215 4.014 normal 0.9908550707066718 1.0036309789288187 1.0023317898763673 130.06551672750774
0.304 0.022 0.4716666666666667 7.42e-05 0.0021 4.014 normal 0.9896969500480334 1.0031537868072404 1.0016614923160376 159.6248727807434
0.304 0.022 0.4716666666666667 7.42e-05 0.00205 4.014 normal 0.9879114858490448 1.0023058193280474 1.0011669342989924 196.5041219969778
0.304 0.022 0.4716666666666667 7.42e-05 0.002 4.014 normal 0.9870762195912547 1.001770074491937 1.0009805063621384 238.92287172277184
0.304 0.022 0.4716666666666667 7.42e-05 0.0022500000000000003 4.014 normal 0.9922787981222 1.00351002414508 1.0034387507197051 83.33012186271084
0.304 0.022 0.4716666666666667 7.42e-05 0.00235 4.014 normal 0.9967162460903513 1.0039845735592918 1.0037625068784863 41.7711890601278
0.304 0.022 0.4716666666666667 7.42e-05 0.0023 4.014 normal 0.9966850765061601 1.0038761704138706 1.0036960455828412 61.82992738880765
0.304 0.022 0.4716666666666667 7.42e-05 0.0024000000000000002 4.014 normal 0.9966328585528058 1.0043387330176066 1.003848189097618 24.503514049078984
0.304 0.022 0.4716666666666667 7.42e-05 0.00245 4.014 normal 0.9966772599762059 1.0046691198396436 1.0042612536453872 12.993138475417233
0.304 0.022 0.4716666666666667 7.42e-05 0.00265 4.014 normal 1.0015638212659215 1.008639789172117 1.0057494333834345 36.77242886045118
0.304 0.022 0.4716666666666667 7.42e-05 0.00255 4.014 normal 0.9994426382125042 1.0064428401107566 1.0056407116132755 13.316405152693033
0.304 0.022 0.4716666666666667 7.42e-05 0.0025 4.014 normal 0.9988699883874872 1.0058109154034485 1.0048982235757116 9.084526389671561
0.304 0.022 0.4716666666666667 7.42e-05 0.0026 4.014 normal 1.0008319718049534 1.0073847656366912 1.0058692254253108 23.440055534605246
0.304 0.022 0.4716666666666667 7.42e-05 0.003 4.014 normal 1.0085083900989085 1.0086170024131376 1.0079691516367502 173.5397156428397
0.304 0.022 0.4716666666666667 7.42e-05 0.00295 4.014 normal 1.0080965568894533 1.0082518285363593 1.007725405022241 151.0425272941573
0.304 0.022 0.4716666666666667 7.42e-05 0.00285 4.014 normal 1.007111776933173 1.007364336622616 1.00709055049559 109.47263060809091
0.304 0.022 0.4716666666666667 7.42e-05 0.0029000000000000002 4.014 normal 1.007659751336728 1.0078525179398383 1.0074459250484045 129.95758317209282
0.304 0.022 0.4716666666666667 7.42e-05 0.0028 4.014 normal 1.0066187291790258 1.006880737113983 1.006694899261606 90.04484705979273
0.304 0.022 0.4716666666666667 7.42e-05 0.0027 4.014 normal 1.0052475719241931 1.0061771827144548 1.0059123266233563 52.84990880809515
0.304 0.022 0.4716666666666667 7.42e-05 0.00275 4.014 normal 1.0057303803008344 1.0064974315524087 1.0062049061158247 70.71801716632052
0.304 0.022 0.4883333333333333 7.42e-05 0.002 4.014 normal 0.9883900945504268 1.001886569226823 1.0009957586062082 238.81885340771038
0.304 0.022 0.4883333333333333 7.42e-05 0.0022500000000000003 4.014 normal 0.9966623783415358 1.0038240751243201 1.0036857508571493 82.85312266412762
0.304 0.022 0.4883333333333333 7.42e-05 0.0023 4.014 normal 0.996777957876927 1.0039172575818307 1.0037488415705276 61.0260556135988
0.304 0.022 0.4883333333333333 7.42e-05 0.00235 4.014 normal 0.9968041994540447 1.0040322243610922 1.0038220822180757 40.9160972947194
0.304 0.022 0.4883333333333333 7.42e-05 0.0022 4.014 normal 0.9968596994509158 1.003507628964791 1.0034128257899535 105.82433827198511
0.304 0.022 0.4883333333333333 7.42e-05 0.00215 4.014 normal 0.9970438415087307 1.003070538301047 1.002859338214234 129.992112327307
0.304 0.022 0.4883333333333333 7.42e-05 0.0024000000000000002 4.014 normal 0.9968732733977425 1.00439530731486 1.003917969870977 23.654596662726963
0.304 0.022 0.4883333333333333 7.42e-05 0.00205 4.014 normal 0.9892263642477885 1.0026750520199488 1.0012152053230707 196.22556069147524
0.304 0.022 0.4883333333333333 7.42e-05 0.0021 4.014 normal 0.9910789220722774 1.003459858962155 1.0017119333086135 159.24287765022936
0.304 0.022 0.4883333333333333 7.42e-05 0.0028 4.014 normal 1.0070057971684196 1.0072034554571359 1.0068957731452828 89.4471540511834
0.304 0.022 0.4883333333333333 7.42e-05 0.00275 4.014 normal 1.0063351033998282 1.0069001482684328 1.0064028373603782 70.05370841103652
0.304 0.022 0.4883333333333333 7.42e-05 0.0027 4.014 normal 1.0059072839196077 1.0065885385682762 1.0061169050222616 52.162341298771025
0.304 0.022 0.4883333333333333 7.42e-05 0.00265 4.014 normal 1.0052946691550555 1.006250154387588 1.0059371586745074 36.246087385273775
0.304 0.022 0.4883333333333333 7.42e-05 0.0026 4.014 normal 1.0022955238446118 1.0082617448906668 1.0057705221803626 22.795613966787556
0.304 0.022 0.4883333333333333 7.42e-05 0.0025 4.014 normal 1.0001772639059439 1.0061333815645177 1.005021323001115 8.294019271854696
0.304 0.022 0.4883333333333333 7.42e-05 0.00245 4.014 normal 0.9987513317815199 1.0058435337592135 1.0043750795266562 12.114793847575212
0.304 0.022 0.4883333333333333 7.42e-05 0.00255 4.014 normal 1.0008014615947995 1.0068435243243419 1.0055854927550676 12.60880867340723
0.304 0.022 0.4883333333333333 7.42e-05 0.00285 4.014 normal 1.0075011444539321 1.0076894126004063 1.0072934174096682 108.9856437569507
0.304 0.022 0.505 7.42e-05 0.00215 4.014 normal 0.9973522704983674 1.0027519366311861 1.0025565464081312 128.58985386287003
0.304 0.022 0.505 7.42e-05 0.0021 4.014 normal 0.9977494813297433 1.002146722751215 1.0018399481552986 158.57944895635836
0.304 0.022 0.4883333333333333 7.42e-05 0.0029000000000000002 4.014 normal 1.0080521238299365 1.008180732344367 1.007652074116212 129.5950679816292
0.304 0.022 0.4883333333333333 7.42e-05 0.003 4.014 normal 1.0095391205499407 1.00963450326334 1.007851531306606 173.33497695603887
0.304 0.022 0.4883333333333333 7.42e-05 0.00295 4.014 normal 1.0088908696011365 1.0090936740976009 1.0076896081343847 150.76209694340992
0.304 0.022 0.505 7.42e-05 0.002 4.014 normal 0.9901057010750088 0.9998461141202779 1.0005145798643598 237.80024889170886
0.304 0.022 0.505 7.42e-05 0.00205 4.014 normal 0.9900337643337259 1.0022413710205937 1.0009425818595228 195.05425314304313
0.304 0.022 0.505 7.42e-05 0.0022 4.014 normal 0.9971665048481546 1.0031917421762782 1.0031118238309351 104.4029720740801
0.304 0.022 0.505 7.42e-05 0.0022500000000000003 4.014 normal 0.9969665273898775 1.0035115153505991 1.0033881290687683 81.48269819734088
0.304 0.022 0.505 7.42e-05 0.00235 4.014 normal 0.9971014638661437 1.0037286835563868 1.0035336851047918 39.54061905363478
0.304 0.022 0.505 7.42e-05 0.0023 4.014 normal 0.9970793760509077 1.0036082267077704 1.0034544542948263 59.63435111230484
0.304 0.022 0.505 7.42e-05 0.0024000000000000002 4.014 normal 0.9972767735632297 1.0040991642175696 1.0036144362847572 22.310321767593443
0.304 0.022 0.505 7.42e-05 0.00245 4.014 normal 0.9996047052941318 1.0054959920870807 1.0041273568673015 10.752533848558814
0.304 0.022 0.505 7.42e-05 0.00255 4.014 normal 1.001601354092384 1.0066459176247116 1.0053302915850437 11.278922110047942
0.304 0.022 0.505 7.42e-05 0.0025 4.014 normal 1.0010083460159034 1.0059279189275874 1.0047306391989423 6.875219958340175
0.304 0.022 0.505 7.42e-05 0.0028 4.014 normal 1.0069818944710034 1.0071102203345743 1.0067100015837338 87.89096831009418
0.304 0.022 0.505 7.42e-05 0.0026 4.014 normal 1.0051158047575328 1.0058285476768118 1.005597150088899 21.49744657816852
0.304 0.022 0.505 7.42e-05 0.00285 4.014 normal 1.0076864880451135 1.007942082050454 1.0069518718100139 107.39134038196356
0.304 0.022 0.505 7.42e-05 0.00265 4.014 normal 1.0055181314352073 1.0062243720534956 1.0057575955693763 34.79739814457481
0.304 0.022 0.505 7.42e-05 0.00295 4.014 normal 1.0091226789293506 1.0091606903265966 1.007426222063428 149.30653070895826
0.304 0.022 0.505 7.42e-05 0.0029000000000000002 4.014 normal 1.0084519067099376 1.008582724711464 1.007225485646116 128.0410107404611
0.304 0.022 0.505 7.42e-05 0.00275 4.014 normal 1.0064467144132698 1.0068607666233262 1.006192122118971 68.5293695271711
0.304 0.022 0.505 7.42e-05 0.0027 4.014 normal 1.0060401876652756 1.0065494049893442 1.0059165657140376 50.68671628208768
0.304 0.022 0.5216666666666667 7.42e-05 0.002 4.014 normal 0.9994340485002805 0.9994340485002805 1.0007074393746493 237.12444305724281
0.304 0.022 0.5216666666666667 7.42e-05 0.00205 4.014 normal 0.9992969090343592 0.9992969090343592 1.0008788637070511 194.28747445802665
0.304 0.022 0.5216666666666667 7.42e-05 0.0021 4.014 normal 0.9982661943699432 1.0014792579271221 1.0011900615940752 156.59619039313478
0.304 0.022 0.5216666666666667 7.42e-05 0.0022 4.014 normal 0.9976788390722389 1.0025290916885572 1.0024666771271356 102.29625655154796
0.304 0.022 0.5216666666666667 7.42e-05 0.00215 4.014 normal 0.9978682043728184 1.002085792760992 1.001907632788838 126.55831317010853
0.304 0.022 0.5216666666666667 7.42e-05 0.0023 4.014 normal 0.9975881178991843 1.0029508359435388 1.0028144942410602 57.63474839759495
0.304 0.022 0.5216666666666667 7.42e-05 0.0022500000000000003 4.014 normal 0.9974786856008221 1.0028502803590138 1.0027442638997177 79.4757334444705
0.304 0.022 0.505 7.42e-05 0.003 4.014 normal 1.0098317970910067 1.0097392992960654 1.0075831300478577 171.91986520969468
0.304 0.022 0.5216666666666667 7.42e-05 0.00235 4.014 normal 0.9976075170124741 1.0030746685597258 1.002897703156928 37.62580739662329
0.304 0.022 0.5216666666666667 7.42e-05 0.0024000000000000002 4.014 normal 0.9977852588983945 1.0034426461224741 1.0029765485356237 20.454113150858788
0.304 0.022 0.5216666666666667 7.42e-05 0.0027 4.014 normal 1.0057314958743584 1.0060921449658684 1.0053141090624953 48.42806947221761
0.304 0.022 0.5216666666666667 7.42e-05 0.00265 4.014 normal 1.005231217557982 1.0057518245110548 1.0051792909443578 32.624615328214446
0.304 0.022 0.5216666666666667 7.42e-05 0.0026 4.014 normal 1.004868967214099 1.0053631674816352 1.005030315686863 19.371066073510345
0.304 0.022 0.5216666666666667 7.42e-05 0.00255 4.014 normal 1.0021487454437363 1.0062157611780391 1.0045880190886274 9.326401168198737
0.304 0.022 0.5216666666666667 7.42e-05 0.00245 4.014 normal 0.9999967569887726 1.0047594180690065 1.0035295720271498 8.902210113135048
0.304 0.022 0.5216666666666667 7.42e-05 0.0025 4.014 normal 1.0013336321896744 1.0051657708020967 1.0041927168850981 4.9845038184391806
0.304 0.022 0.5216666666666667 7.42e-05 0.00275 4.014 normal 1.0061373267887115 1.0064085049370788 1.0055807020100873 66.15879346169952
0.304 0.022 0.5216666666666667 7.42e-05 0.0028 4.014 normal 1.0068252166995022 1.0069424380499585 1.0059705469221571 85.37893802878106
0.304 0.022 0.5216666666666667 7.42e-05 0.00295 4.014 normal 1.0090066783999148 1.0088344235865983 1.0067752671893457 146.64175875457335
0.304 0.022 0.5216666666666667 7.42e-05 0.0029000000000000002 4.014 normal 1.0082692201315622 1.0082160902365394 1.0065800990122675 125.36957351003531
0.304 0.022 0.5216666666666667 7.42e-05 0.00285 4.014 normal 1.0074318122639367 1.007530395678729 1.0063174580739684 104.72784038185945
0.304 0.022 0.5383333333333333 7.42e-05 0.00205 4.014 normal 0.9931172190548191 0.9973163082413243 0.9996772723974177 190.79214375251354
0.304 0.022 0.5383333333333333 7.42e-05 0.002 4.014 normal 0.9927085541580707 0.9967567130251058 0.9994402790145988 233.2283841725979
0.304 0.022 0.5216666666666667 7.42e-05 0.003 4.014 normal 1.010943344994872 1.010303361901466 1.0069265363706739 169.1702457975996
0.304 0.022 0.5383333333333333 7.42e-05 0.0021 4.014 normal 0.9991954957392402 0.9991954957392402 0.9991954957392402 154.3751987129916
0.304 0.022 0.5383333333333333 7.42e-05 0.0022500000000000003 4.014 normal 0.9981974799193487 1.001841443744348 1.001754751094167 77.12621451025724
0.304 0.022 0.5383333333333333 7.42e-05 0.00215 4.014 normal 0.9985694769153437 0.9990658153424276 1.000933720984175 124.16259287670395
0.304 0.022 0.5383333333333333 7.42e-05 0.00235 4.014 normal 0.9983339976256562 1.0020561308863698 1.0018956840586062 35.25508056295145
0.304 0.022 0.5383333333333333 7.42e-05 0.0024000000000000002 4.014 normal 0.9983199581213462 1.0022547133062147 1.002084652473457 18.372641399544325
0.304 0.022 0.5383333333333333 7.42e-05 0.0023 4.014 normal 0.998302539340646 1.0019469456175205 1.0018309572258066 55.3013617534618
0.304 0.022 0.5383333333333333 7.42e-05 0.0022 4.014 normal 0.9984011886367818 1.0015170372629523 1.0014734268084955 99.83601465468915
0.304 0.022 0.5383333333333333 7.42e-05 0.00245 4.014 normal 0.9999101356098703 1.0035331964367078 1.0025694097752784 6.831618487793472
0.304 0.022 0.5383333333333333 7.42e-05 0.0028 4.014 normal 1.0061968878829783 1.0061247664064135 1.0049484383519984 82.15512940533164
0.304 0.022 0.5383333333333333 7.42e-05 0.00275 4.014 normal 1.00546232702846 1.0055700951338833 1.0045711475781869 63.21048008601641
0.304 0.022 0.5383333333333333 7.42e-05 0.00265 4.014 normal 1.0045036144270059 1.0048627561085046 1.0042036559715322 29.964630218380062
0.304 0.022 0.5383333333333333 7.42e-05 0.0026 4.014 normal 1.0041424416575622 1.0044568473238729 1.004070726929679 16.82226813687308
0.304 0.022 0.5383333333333333 7.42e-05 0.00285 4.014 normal 1.0068442673558042 1.006739656633626 1.0052910630190695 101.25387041183264
0.304 0.022 0.5383333333333333 7.42e-05 0.0027 4.014 normal 1.0050392241490806 1.0052451228486894 1.0043138468972004 45.66223771171556
0.304 0.022 0.5383333333333333 7.42e-05 0.00255 4.014 normal 1.0021457049695002 1.004851368501739 1.003645713047929 7.011285519281272
0.304 0.022 0.5383333333333333 7.42e-05 0.0025 4.014 normal 1.001323142214161 1.003939442159298 1.0031743833698326 2.8068270796280994
0.304 0.022 0.5549999999999999 7.42e-05 0.0022 4.014 normal 0.9993712845616474 0.9993712845616474 0.9993712845616474 97.60863989644261
0.304 0.022 0.5383333333333333 7.42e-05 0.003 4.014 normal 1.010592407457942 1.0094631137579377 1.0059412355033037 165.46152815845278
0.304 0.022 0.5549999999999999 7.42e-05 0.002 4.014 normal 0.9950082014345322 0.9963357587297457 0.9977570726815468 230.62030987662112
0.304 0.022 0.5549999999999999 7.42e-05 0.00215 4.014 normal 0.9946364042952338 0.9971712286820418 0.999552674073376 121.40559266529644
0.304 0.022 0.5383333333333333 7.42e-05 0.0029000000000000002 4.014 normal 1.0087222012061228 1.0081499418582733 1.0055376565577012 121.7483407951518
0.304 0.022 0.5383333333333333 7.42e-05 0.00295 4.014 normal 1.0096470861018385 1.0088259977040177 1.0057571843103057 142.95791108002032
0.304 0.022 0.5549999999999999 7.42e-05 0.00205 4.014 normal 0.9911879743708086 0.9967633659014009 0.9982317115560276 188.09045687011553
0.304 0.022 0.5549999999999999 7.42e-05 0.0021 4.014 normal 0.9925600365770997 0.9974523750650861 0.9987387895990607 151.28868290981256
0.304 0.022 0.5549999999999999 7.42e-05 0.0024000000000000002 4.014 normal 0.9992427442596716 1.0009002699306901 1.0007521466325053 16.662240762814495
0.304 0.022 0.5549999999999999 7.42e-05 0.0023 4.014 normal 0.9992215457544031 0.9994972693811839 1.0005045375603367 53.28089148794111
0.304 0.022 0.5549999999999999 7.42e-05 0.00235 4.014 normal 0.99925370402759 1.000705758281049 1.0005673679605176 33.43557520868491
0.304 0.022 0.5549999999999999 7.42e-05 0.0026 4.014 normal 1.0029883727861493 1.0031373793631908 1.0027159791578155 14.384143227492476
0.304 0.022 0.5549999999999999 7.42e-05 0.00255 4.014 normal 1.0021987132482733 1.002399647317431 1.002318377766879 4.874033674835432
0.304 0.022 0.5549999999999999 7.42e-05 0.00245 4.014 normal 0.9991715047326528 1.0014124407633465 1.0011088051243424 5.072402843085445
0.304 0.022 0.5549999999999999 7.42e-05 0.0022500000000000003 4.014 normal 0.9950457407910578 0.9989567657447127 1.000187475932174 74.70322365777197
0.304 0.022 0.5549999999999999 7.42e-05 0.0025 4.014 normal 1.0009197190063224 1.0022217821469768 1.001768556630716 0.8835255383454175
0.304 0.022 0.5549999999999999 7.42e-05 0.00265 4.014 normal 1.0034018979682178 1.0036018929731478 1.0028147184806728 27.128335142170677
0.304 0.022 0.5549999999999999 7.42e-05 0.0027 4.014 normal 1.0040639606982382 1.0040657942914528 1.0029256639943886 42.921122696581016
0.304 0.022 0.5549999999999999 7.42e-05 0.0028 4.014 normal 1.0053259042175422 1.0049720015819488 1.003537838445129 78.75894395140246
0.304 0.022 0.5549999999999999 7.42e-05 0.00275 4.014 normal 1.004516622288763 1.0043955657124515 1.0031756303090376 60.21352744517297
0.304 0.022 0.5549999999999999 7.42e-05 0.00285 4.014 normal 1.0067801968354895 1.0060673558596134 1.003897033373479 97.45953874922228
0.304 0.022 0.5549999999999999 7.42e-05 0.0029000000000000002 4.014 normal 1.0079412670668035 1.006832834154148 1.0041810999109724 117.8128283127667
0.304 0.022 0.5549999999999999 7.42e-05 0.003 4.014 normal 1.009861653379606 1.0081015749178137 1.0045799862789044 161.23543811856018
0.304 0.022 0.5549999999999999 7.42e-05 0.00295 4.014 normal 1.0088937544790137 1.0074906006223774 1.0044020611994096 138.89597873929324
0.304 0.022 0.5716666666666667 7.42e-05 0.00235 4.014 normal 0.997960504040673 0.9983143555419637 0.9987078000016338 32.599815030840325
0.304 0.022 0.5716666666666667 7.42e-05 0.002 4.014 normal 0.9936978584661664 0.9946611445315588 0.9959149508594612 228.39765179208305
0.304 0.022 0.5716666666666667 7.42e-05 0.00215 4.014 normal 0.9956283518548559 0.9963409287842931 0.9975631011433491 119.99264398139077
0.304 0.022 0.5716666666666667 7.42e-05 0.0022 4.014 normal 0.9965023075030038 0.9970082547839855 0.9982411303188496 95.63647878951616
0.304 0.022 0.5716666666666667 7.42e-05 0.00205 4.014 normal 0.994157178913138 0.9950906736410893 0.9961954679946419 186.5959992273849
0.304 0.022 0.5716666666666667 7.42e-05 0.0023 4.014 normal 0.997519885552012 0.9979367038254243 0.9986264961926666 52.079751047550545
0.304 0.022 0.5716666666666667 7.42e-05 0.0021 4.014 normal 0.9949743808657489 0.9957390616645636 0.9967446342437236 149.9481099096458
0.304 0.022 0.5716666666666667 7.42e-05 0.0022500000000000003 4.014 normal 0.9942690841788716 0.9968893759198076 0.9986316027536063 73.35077218313317
0.304 0.022 0.5716666666666667 7.42e-05 0.0025 4.014 normal 1.0000384077355673 1.0000409109114285 1.0000409109114285 0.00041956409790912426
0.304 0.022 0.5716666666666667 7.42e-05 0.00255 4.014 normal 1.000627174161527 1.0006347618754055 1.000616102705255 3.715002208049692
0.304 0.022 0.5716666666666667 7.42e-05 0.0026 4.014 normal 1.0012629971421307 1.0012449746114336 1.001061973496169 12.869880255953094
0.304 0.022 0.5716666666666667 7.42e-05 0.00265 4.014 normal 1.0015412902660012 1.0015334993254053 1.0012305370522285 25.44342677853438
0.304 0.022 0.5716666666666667 7.42e-05 0.00275 4.014 normal 1.002233286964523 1.0021139788397437 1.0016953829584747 57.99992271627706
0.304 0.022 0.5716666666666667 7.42e-05 0.0024000000000000002 4.014 normal 0.9985442398329587 0.9987928590655083 0.9989306710848763 16.05663840482886
0.304 0.022 0.5716666666666667 7.42e-05 0.00245 4.014 normal 0.9992502362497324 0.9993894102741551 0.9994190505400313 4.3997650768748855
0.304 0.022 0.5716666666666667 7.42e-05 0.0027 4.014 normal 1.0032933385164646 1.002646401582193 1.0012152536863803 40.98122629743296
0.304 0.022 0.5883333333333334 7.42e-05 0.002 4.014 normal 0.9917975491520598 0.9925302686529561 0.9937908081632516 227.89208295780693
0.304 0.022 0.5883333333333334 7.42e-05 0.0021 4.014 normal 0.9930612644210955 0.9936051694301222 0.9946370782661823 150.04280133822814
0.304 0.022 0.5883333333333334 7.42e-05 0.00205 4.014 normal 0.992254480119808 0.9929577873119575 0.9940815578846843 186.54738093647913
0.304 0.022 0.5716666666666667 7.42e-05 0.0028 4.014 normal 1.0049272078531704 1.0035341887757552 1.0018205993372835 75.97392155455002
0.304 0.022 0.5716666666666667 7.42e-05 0.003 4.014 normal 1.0088030175668727 1.0061181393728473 1.0028445998694209 157.37221855863461
0.304 0.022 0.5716666666666667 7.42e-05 0.0029000000000000002 4.014 normal 1.006862176930612 1.0049269284307754 1.0024554307367048 114.29591717172275
0.304 0.022 0.5716666666666667 7.42e-05 0.00285 4.014 normal 1.0056673195329113 1.004210192244256 1.0021718075251347 94.16736211587691
0.304 0.022 0.5716666666666667 7.42e-05 0.00295 4.014 normal 1.0078263954856939 1.005547814416703 1.0026730893856417 135.19350918058754
0.304 0.022 0.5883333333333334 7.42e-05 0.0023 4.014 normal 0.9955931380083137 0.9957888456098424 0.9964859018731306 52.90879851032135
0.304 0.022 0.5883333333333334 7.42e-05 0.00215 4.014 normal 0.9937526108124425 0.9942191735308106 0.9954041629020035 120.31132979278038
0.304 0.022 0.5883333333333334 7.42e-05 0.00245 4.014 normal 0.9972478833138003 0.9972102074743965 0.9973246715850431 5.862743474301383
0.304 0.022 0.5883333333333334 7.42e-05 0.0024000000000000002 4.014 normal 0.9965491491870242 0.9966160507192305 0.9968346806113306 17.56731614125684
0.304 0.022 0.5883333333333334 7.42e-05 0.0022 4.014 normal 0.9946496194652215 0.9949115299554139 0.9960609659443691 95.89073485232973
0.304 0.022 0.5883333333333334 7.42e-05 0.00235 4.014 normal 0.9959889141025269 0.9961437572059577 0.9965920085388156 33.87410363663258
0.304 0.022 0.5883333333333334 7.42e-05 0.0022500000000000003 4.014 normal 0.9949409321702305 0.9952696914879274 0.9963453811806696 74.08396028423016
0.304 0.022 0.5883333333333334 7.42e-05 0.0025 4.014 normal 0.9986484251353521 0.997371630612945 0.9979542991750747 1.1815664195614954
0.304 0.022 0.5883333333333334 7.42e-05 0.0028 4.014 normal 1.000795029423574 1.000795029423574 0.999363976461141 75.05430027001943
0.304 0.022 0.5883333333333334 7.42e-05 0.00285 4.014 normal 1.0005365437983371 1.0005365437983371 1.0005365437983371 92.7827697327805
0.304 0.022 0.5883333333333334 7.42e-05 0.00275 4.014 normal 1.001099173650898 1.000847197032905 0.9993448566323188 57.4434800337301
0.304 0.022 0.5883333333333334 7.42e-05 0.0027 4.014 normal 1.0013042909524417 0.9990935187626332 0.999094960812514 40.818732056898135
0.304 0.022 0.5883333333333334 7.42e-05 0.00265 4.014 normal 1.001125417949634 0.9991613316298383 0.9990275731655169 25.58982230173763
0.304 0.022 0.5883333333333334 7.42e-05 0.0026 4.014 normal 1.001102062279499 0.9989814082403302 0.9989253081232227 13.270251613635375
0.304 0.022 0.5883333333333334 7.42e-05 0.0029000000000000002 4.014 normal 1.0056829141052042 1.0022007307208034 1.0003518650819494 112.21199648311892
0.304 0.022 0.5883333333333334 7.42e-05 0.00255 4.014 normal 0.9991450338550617 0.9979085137733449 0.9985223729586981 4.549006850017114
0.304 0.022 0.605 7.42e-05 0.0021 4.014 normal 0.9907084436799212 0.9910594426470781 0.9921961576212092 153.425834324254
0.304 0.022 0.605 7.42e-05 0.00215 4.014 normal 0.9913986385338316 0.9916696625180772 0.9929457919050075 123.76812511528432
0.304 0.022 0.605 7.42e-05 0.0022500000000000003 4.014 normal 0.9925714422905608 0.9927079402728717 0.9938771711464409 77.78062621053469
0.304 0.022 0.605 7.42e-05 0.00205 4.014 normal 0.9899144170963332 0.9904190046845678 0.9916405128919111 189.62066396982095
0.304 0.022 0.605 7.42e-05 0.0022 4.014 normal 0.9922756667634595 0.99234904975715 0.9935862662367909 99.42691978717406
0.304 0.022 0.605 7.42e-05 0.002 4.014 normal 0.989461030123427 0.9899932362637803 0.9913408340387594 230.40154181684463
