Sin2Theta12 Sin2Theta13 Sin2Theta23 Dm221 Dm231 dCP Ordering FluxNormalization_Below1GeV FluxNormalization_Above1GeV X2 
0.304 0.022 0.37166666666666665 7.42e-05 0.002 4.014 normal 0.970659490844002 0.9930333229444281 249.08362290607067
0.304 0.022 0.37166666666666665 7.42e-05 0.00205 4.014 normal 0.9713971212437601 0.9932309583734877 210.43343468252186
0.304 0.022 0.37166666666666665 7.42e-05 0.0021 4.014 normal 0.9728619430017463 0.9936738505753142 176.1245671736786
0.304 0.022 0.37166666666666665 7.42e-05 0.00215 4.014 normal 0.9735800464406376 0.9943478590237851 147.7206293908658
0.304 0.022 0.37166666666666665 7.42e-05 0.0023 4.014 normal 0.9769988063423489 0.9952049180271948 84.12598662853128
0.304 0.022 0.37166666666666665 7.42e-05 0.00235 4.014 normal 0.977903576726244 0.9952524434412663 66.53716221777476
0.304 0.022 0.37166666666666665 7.42e-05 0.0022500000000000003 4.014 normal 0.9753580657872902 0.9951310396315288 103.55802501426562
0.304 0.022 0.37166666666666665 7.42e-05 0.0024000000000000002 4.014 normal 0.9791512944289413 0.9954301057779756 50.65645291732216
0.304 0.022 0.37166666666666665 7.42e-05 0.0025 4.014 normal 0.9816249233559733 0.9963697803266588 34.059411198451784
0.304 0.022 0.37166666666666665 7.42e-05 0.0022 4.014 normal 0.9751883899212783 0.9948893449340396 124.65963086724328
0.304 0.022 0.37166666666666665 7.42e-05 0.00245 4.014 normal 0.9803569006267723 0.9958237442928546 39.16896593840189
0.304 0.022 0.37166666666666665 7.42e-05 0.00255 4.014 normal 0.9822445686811572 0.9968710552104005 36.60928612681052
0.304 0.022 0.37166666666666665 7.42e-05 0.0029000000000000002 4.014 normal 0.9896915630737301 0.9985820501714027 141.14165881869272
0.304 0.022 0.37166666666666665 7.42e-05 0.00295 4.014 normal 0.9907336697812305 0.9987749257229106 160.80500707135823
0.304 0.022 0.37166666666666665 7.42e-05 0.0027 4.014 normal 0.9853975177443711 0.9973802861457116 72.70109507855561
0.304 0.022 0.37166666666666665 7.42e-05 0.00265 4.014 normal 0.9841951466243584 0.9973094867101691 57.61648258932995
0.304 0.022 0.37166666666666665 7.42e-05 0.0026 4.014 normal 0.9835880330484412 0.9971909310539081 45.0163994301951
0.304 0.022 0.37166666666666665 7.42e-05 0.00275 4.014 normal 0.9861000069660266 0.997600227764964 89.23931586122545
0.304 0.022 0.37166666666666665 7.42e-05 0.0028 4.014 normal 0.9873476180609191 0.9978988799349541 106.04383139895943
0.304 0.022 0.37166666666666665 7.42e-05 0.00285 4.014 normal 0.9881620721760762 0.9982357960336241 122.70408898378392
0.304 0.022 0.37166666666666665 7.42e-05 0.003 4.014 normal 0.9918865951142007 0.9989046535874025 181.1258447160556
0.304 0.022 0.3883333333333333 7.42e-05 0.0022 4.014 normal 0.9790862464247199 0.9971954775025383 114.85264379951418
0.304 0.022 0.3883333333333333 7.42e-05 0.002 4.014 normal 0.9744483749672511 0.9952782078747708 241.43240020692755
0.304 0.022 0.3883333333333333 7.42e-05 0.0023 4.014 normal 0.9809269754508865 0.99752843412621 73.2858003727293
0.304 0.022 0.3883333333333333 7.42e-05 0.00215 4.014 normal 0.9774448025410776 0.9966384734005339 138.1827301256014
0.304 0.022 0.3883333333333333 7.42e-05 0.0021 4.014 normal 0.9767023606784726 0.9959633418414866 166.7795650088903
0.304 0.022 0.3883333333333333 7.42e-05 0.00205 4.014 normal 0.9751947944019714 0.9954915129519144 201.88105366464882
0.304 0.022 0.3883333333333333 7.42e-05 0.0022500000000000003 4.014 normal 0.9792548066769788 0.9974431501818194 93.33207081992997
