Sin2Theta12 Sin2Theta13 Sin2Theta23 Dm221 Dm231 dCP Ordering FluxNormalization X2 
0.304 0.022 0.505 7.42e-05 0.00295 4.014 normal 1.0078677273278127 149.512277614785
0.304 0.022 0.505 7.42e-05 0.0027 4.014 normal 1.0060399456632536 50.71828080525519
0.304 0.022 0.505 7.42e-05 0.00275 4.014 normal 1.0063239006803308 68.561137726129
0.304 0.022 0.505 7.42e-05 0.0029000000000000002 4.014 normal 1.0075607866437248 128.1706897059373
0.304 0.022 0.505 7.42e-05 0.0028 4.014 normal 1.006762927936887 87.91594957981586
0.304 0.022 0.505 7.42e-05 0.00265 4.014 normal 1.0058545392193943 34.833473693848504
0.304 0.022 0.505 7.42e-05 0.0026 4.014 normal 1.00565844372239 21.53343441414348
0.304 0.022 0.5216666666666667 7.42e-05 0.0021 4.014 normal 1.0004143120873275 157.07304205106422
0.304 0.022 0.5216666666666667 7.42e-05 0.002 4.014 normal 0.9992295746740362 237.155585161005
0.304 0.022 0.5216666666666667 7.42e-05 0.00205 4.014 normal 0.9996675258632384 194.42099510678509
0.304 0.022 0.5216666666666667 7.42e-05 0.0022500000000000003 4.014 normal 1.0021305311691096 80.18138727808663
0.304 0.022 0.5216666666666667 7.42e-05 0.00215 4.014 normal 1.0011433197254138 127.22381451982884
0.304 0.022 0.5216666666666667 7.42e-05 0.0022 4.014 normal 1.0018430560853993 102.94646390329623
0.304 0.022 0.5216666666666667 7.42e-05 0.0023 4.014 normal 1.0023768907222397 58.12548975061948
0.304 0.022 0.505 7.42e-05 0.003 4.014 normal 1.008139880646615 172.22775395482083
0.304 0.022 0.5216666666666667 7.42e-05 0.0024000000000000002 4.014 normal 1.0028541191524263 20.67924112106281
0.304 0.022 0.5216666666666667 7.42e-05 0.00235 4.014 normal 1.0025578755493614 38.00083549293501
0.304 0.022 0.5216666666666667 7.42e-05 0.0027 4.014 normal 1.0054792419964529 48.46773064880142
0.304 0.022 0.5216666666666667 7.42e-05 0.00245 4.014 normal 1.0033681350931487 9.074004522292498
0.304 0.022 0.5216666666666667 7.42e-05 0.0026 4.014 normal 1.0050937352605902 19.389475328429224
0.304 0.022 0.5216666666666667 7.42e-05 0.0025 4.014 normal 1.0040204487575008 5.084730925292905
0.304 0.022 0.5216666666666667 7.42e-05 0.00255 4.014 normal 1.0046243313475791 9.422997967425916
0.304 0.022 0.5216666666666667 7.42e-05 0.00265 4.014 normal 1.0052914282984777 32.652578808465115
0.304 0.022 0.5383333333333333 7.42e-05 0.002 4.014 normal 0.9985016138570175 234.156827056277
0.304 0.022 0.5383333333333333 7.42e-05 0.00205 4.014 normal 0.9988137826109846 191.63101497535266
0.304 0.022 0.5216666666666667 7.42e-05 0.00275 4.014 normal 1.0057639062170565 66.2047294469742
0.304 0.022 0.5216666666666667 7.42e-05 0.00285 4.014 normal 1.006619017675777 104.83206832131317
0.304 0.022 0.5216666666666667 7.42e-05 0.0028 4.014 normal 1.006206621688208 85.447866554929
0.304 0.022 0.5216666666666667 7.42e-05 0.0029000000000000002 4.014 normal 1.0070054417106977 125.55647101615997
0.304 0.022 0.5216666666666667 7.42e-05 0.00295 4.014 normal 1.0073128491904908 146.92472527540977
0.304 0.022 0.5216666666666667 7.42e-05 0.003 4.014 normal 1.0075853310728218 169.6348540424022
0.304 0.022 0.5383333333333333 7.42e-05 0.0021 4.014 normal 0.9991951879084058 154.37520111672526
0.304 0.022 0.5383333333333333 7.42e-05 0.00215 4.014 normal 1.00020257248834 124.49929114373923
0.304 0.022 0.5383333333333333 7.42e-05 0.0022 4.014 normal 1.0008870303418858 100.22029831836352
0.304 0.022 0.5383333333333333 7.42e-05 0.0023 4.014 normal 1.00142828482503 55.615466186437956
0.304 0.022 0.5383333333333333 7.42e-05 0.0022500000000000003 4.014 normal 1.0011769947156186 77.57305087438279
0.304 0.022 0.5383333333333333 7.42e-05 0.00235 4.014 normal 1.0015919695389062 35.49496891761864
0.304 0.022 0.5383333333333333 7.42e-05 0.0024000000000000002 4.014 normal 1.0019035040184867 18.51062963834927
0.304 0.022 0.5383333333333333 7.42e-05 0.00245 4.014 normal 1.002421410500745 6.922788565531416
0.304 0.022 0.5383333333333333 7.42e-05 0.00265 4.014 normal 1.0043421687030065 29.99280311398571
0.304 0.022 0.5383333333333333 7.42e-05 0.0028 4.014 normal 1.0052592428741403 82.25660666798902
0.304 0.022 0.5383333333333333 7.42e-05 0.00275 4.014 normal 1.004815912625424 63.27692579601383
0.304 0.022 0.5383333333333333 7.42e-05 0.00285 4.014 normal 1.0056715252992583 101.39990351230952
0.304 0.022 0.5383333333333333 7.42e-05 0.0027 4.014 normal 1.004531592111956 45.71637016577848
0.304 0.022 0.5383333333333333 7.42e-05 0.0025 4.014 normal 1.003073318170542 2.849889841771715
0.304 0.022 0.5383333333333333 7.42e-05 0.00255 4.014 normal 1.003673497761159 7.053973258435051
0.304 0.022 0.5383333333333333 7.42e-05 0.0026 4.014 normal 1.0041429545320089 16.834348336682975
0.304 0.022 0.5549999999999999 7.42e-05 0.0022 4.014 normal 0.9993710430121151 97.60864149979687
0.304 0.022 0.5383333333333333 7.42e-05 0.003 4.014 normal 1.0066378959784723 166.0223376411048
0.304 0.022 0.5549999999999999 7.42e-05 0.00215 4.014 normal 0.9988585960901168 121.92490802377107
0.304 0.022 0.5383333333333333 7.42e-05 0.0029000000000000002 4.014 normal 1.0060578753907288 122.03627488668191
0.304 0.022 0.5383333333333333 7.42e-05 0.00295 4.014 normal 1.0063650218084457 143.36786399449514
0.304 0.022 0.5549999999999999 7.42e-05 0.00205 4.014 normal 0.9974950234695965 188.8799350862667
0.304 0.022 0.5549999999999999 7.42e-05 0.0021 4.014 normal 0.9980983346112531 151.89117205261437
0.304 0.022 0.5549999999999999 7.42e-05 0.002 4.014 normal 0.9971779321464126 231.10799345345947
0.304 0.022 0.5549999999999999 7.42e-05 0.0023 4.014 normal 1.000107438703601 53.38045009160544
0.304 0.022 0.5549999999999999 7.42e-05 0.0022500000000000003 4.014 normal 0.9997830453478531 75.1537716593792
0.304 0.022 0.5549999999999999 7.42e-05 0.00235 4.014 normal 1.0002861807914523 33.520828854764794
0.304 0.022 0.5549999999999999 7.42e-05 0.00245 4.014 normal 1.0010968610702289 5.103999490026847
0.304 0.022 0.5549999999999999 7.42e-05 0.0026 4.014 normal 1.002808423198665 14.395913305311419
0.304 0.022 0.5549999999999999 7.42e-05 0.0024000000000000002 4.014 normal 1.0005740104878555 16.7270427782122
0.304 0.022 0.5549999999999999 7.42e-05 0.0025 4.014 normal 1.0017435767087257 0.8945267343577453
0.304 0.022 0.5549999999999999 7.42e-05 0.00255 4.014 normal 1.0023340731738264 4.877012870511483
0.304 0.022 0.5549999999999999 7.42e-05 0.0028 4.014 normal 1.0039233790328468 78.89968832754019
0.304 0.022 0.5549999999999999 7.42e-05 0.0029000000000000002 4.014 normal 1.0047203062559251 118.16036155309402
0.304 0.022 0.5549999999999999 7.42e-05 0.00265 4.014 normal 1.0029947605332936 27.162807612105713
0.304 0.022 0.5549999999999999 7.42e-05 0.00275 4.014 normal 1.0034854884136621 60.30545161253381
0.304 0.022 0.5549999999999999 7.42e-05 0.00295 4.014 normal 1.0050257974748042 139.37925501161573
0.304 0.022 0.5549999999999999 7.42e-05 0.00285 4.014 normal 1.0043345344863426 97.67670833386362
0.304 0.022 0.5549999999999999 7.42e-05 0.003 4.014 normal 1.0052916030240764 161.88607380420612
0.304 0.022 0.5549999999999999 7.42e-05 0.0027 4.014 normal 1.0032021634673838 42.994697350195054
0.304 0.022 0.5716666666666667 7.42e-05 0.002 4.014 normal 0.9954911179717334 228.7857715451708
0.304 0.022 0.5716666666666667 7.42e-05 0.0021 4.014 normal 0.9964073909798155 150.19611364127022
0.304 0.022 0.5716666666666667 7.42e-05 0.00215 4.014 normal 0.9971600703227117 120.26955508482556
0.304 0.022 0.5716666666666667 7.42e-05 0.00235 4.014 normal 0.9985674109253889 32.643652320748494
0.304 0.022 0.5716666666666667 7.42e-05 0.00205 4.014 normal 0.9958109844392322 186.92451523925988
0.304 0.022 0.5716666666666667 7.42e-05 0.0022 4.014 normal 0.9978584999944892 95.85386170806785
0.304 0.022 0.5716666666666667 7.42e-05 0.0022500000000000003 4.014 normal 0.9981463909581635 73.69358629417303
0.304 0.022 0.5716666666666667 7.42e-05 0.0023 4.014 normal 0.9983973646241826 52.170326060318345
0.304 0.022 0.5716666666666667 7.42e-05 0.0025 4.014 normal 1.0000407285234143 0.0004202938004366559
0.304 0.022 0.5716666666666667 7.42e-05 0.00275 4.014 normal 1.001766416779981 58.052892430899284
0.304 0.022 0.5716666666666667 7.42e-05 0.00255 4.014 normal 1.0006185293535366 3.715040006700845
0.304 0.022 0.5716666666666667 7.42e-05 0.0027 4.014 normal 1.001484238718386 41.084032261028376
0.304 0.022 0.5716666666666667 7.42e-05 0.0026 4.014 normal 1.0010908551228295 12.878004409758782
0.304 0.022 0.5716666666666667 7.42e-05 0.00265 4.014 normal 1.0012767560696234 25.464085764953932
0.304 0.022 0.5716666666666667 7.42e-05 0.0024000000000000002 4.014 normal 0.9988698955483533 16.069576668693056
0.304 0.022 0.5716666666666667 7.42e-05 0.00245 4.014 normal 0.999395498017574 4.402568463472716
0.304 0.022 0.5716666666666667 7.42e-05 0.003 4.014 normal 1.003558010447266 158.1088417166942
0.304 0.022 0.5716666666666667 7.42e-05 0.0028 4.014 normal 1.0022015810991145 76.17662266498563
0.304 0.022 0.5716666666666667 7.42e-05 0.0029000000000000002 4.014 normal 1.0029938669345229 114.70521494673388
0.304 0.022 0.5716666666666667 7.42e-05 0.00285 4.014 normal 1.0026081253382446 94.43097213560874
0.304 0.022 0.5716666666666667 7.42e-05 0.00295 4.014 normal 1.003297105626858 135.75015435372137
0.304 0.022 0.5883333333333334 7.42e-05 0.0021 4.014 normal 0.9943629840737627 150.2583819045754
0.304 0.022 0.5883333333333334 7.42e-05 0.00205 4.014 normal 0.9937654633142338 186.8329359045423
0.304 0.022 0.5883333333333334 7.42e-05 0.002 4.014 normal 0.993439090721276 228.23230822848168
0.304 0.022 0.5883333333333334 7.42e-05 0.0022500000000000003 4.014 normal 0.9960722212251569 74.25986522037188
0.304 0.022 0.5883333333333334 7.42e-05 0.0022 4.014 normal 0.9957826733220548 96.07519202051797
0.304 0.022 0.5883333333333334 7.42e-05 0.0025 4.014 normal 0.9979517315628879 1.1915913292018283
0.304 0.022 0.5883333333333334 7.42e-05 0.00235 4.014 normal 0.9964938906750762 33.90728117784793
0.304 0.022 0.5883333333333334 7.42e-05 0.0023 4.014 normal 0.9963262276265339 52.98283620513268
0.304 0.022 0.5883333333333334 7.42e-05 0.00215 4.014 normal 0.9950943357819533 120.5500821503761
0.304 0.022 0.5883333333333334 7.42e-05 0.00245 4.014 normal 0.9973085685129102 5.8635155270135515
0.304 0.022 0.5883333333333334 7.42e-05 0.0024000000000000002 4.014 normal 0.9967918388703073 17.57447295721239
0.304 0.022 0.5883333333333334 7.42e-05 0.0028 4.014 normal 1.00010374633516 75.11819334707806
0.304 0.022 0.5883333333333334 7.42e-05 0.00285 4.014 normal 1.0005366659250527 92.78275624765912
0.304 0.022 0.5883333333333334 7.42e-05 0.00275 4.014 normal 0.9995230644030063 57.563506651612755
0.304 0.022 0.5883333333333334 7.42e-05 0.0029000000000000002 4.014 normal 1.0008813008086268 112.70037934826827
0.304 0.022 0.5883333333333334 7.42e-05 0.0027 4.014 normal 0.999382643239496 40.93928940428062
0.304 0.022 0.5883333333333334 7.42e-05 0.00255 4.014 normal 0.9985090077280265 4.557684734439818
0.304 0.022 0.5883333333333334 7.42e-05 0.00265 4.014 normal 0.9991761600080071 25.65134334076735
0.304 0.022 0.5883333333333334 7.42e-05 0.0026 4.014 normal 0.9989937909646669 13.301625050706551
0.304 0.022 0.5883333333333334 7.42e-05 0.003 4.014 normal 1.0014290954366705 155.36427319694883
0.304 0.022 0.5883333333333334 7.42e-05 0.00295 4.014 normal 1.0011840181189071 133.54717892288406
0.304 0.022 0.605 7.42e-05 0.0022500000000000003 4.014 normal 0.9936326334322395 77.95433622115449
0.304 0.022 0.605 7.42e-05 0.0021 4.014 normal 0.9919426885602569 153.6315750244704
0.304 0.022 0.605 7.42e-05 0.002 4.014 normal 0.991019411667111 230.72133970127373
0.304 0.022 0.605 7.42e-05 0.00205 4.014 normal 0.9913504915655867 189.8893435023229
0.304 0.022 0.605 7.42e-05 0.00215 4.014 normal 0.9926654590759008 123.99899505827163
0.304 0.022 0.605 7.42e-05 0.0022 4.014 normal 0.9933350928395354 99.60974834466678
0.304 0.022 0.605 7.42e-05 0.00235 4.014 normal 0.9940712953942717 38.64334852747284
0.304 0.022 0.605 7.42e-05 0.0023 4.014 normal 0.9938857260830791 57.09547177119952
0.304 0.022 0.605 7.42e-05 0.0025 4.014 normal 0.9954854329995084 5.734454261770422
0.304 0.022 0.605 7.42e-05 0.00255 4.014 normal 0.9960517905879936 8.699548388510777
0.304 0.022 0.605 7.42e-05 0.00265 4.014 normal 0.9967040671398645 29.14311553061914
0.304 0.022 0.605 7.42e-05 0.0026 4.014 normal 0.9965140431898737 16.935887132106497
0.304 0.022 0.605 7.42e-05 0.0024000000000000002 4.014 normal 0.994343870018142 22.47692032835975
0.304 0.022 0.605 7.42e-05 0.00245 4.014 normal 0.9948625678391889 10.677030964971896
0.304 0.022 0.605 7.42e-05 0.003 4.014 normal 0.9989239014244892 155.53926467512002
0.304 0.022 0.605 7.42e-05 0.00295 4.014 normal 0.998682523246872 133.9981585799704
0.304 0.022 0.605 7.42e-05 0.00275 4.014 normal 0.9971832549324703 60.09466305978299
0.304 0.022 0.605 7.42e-05 0.0028 4.014 normal 0.9976043266810392 77.0074320308701
0.304 0.022 0.6216666666666666 7.42e-05 0.002 4.014 normal 0.9882371752192118 237.7481043290332
0.304 0.022 0.605 7.42e-05 0.00285 4.014 normal 0.9980103735942454 93.9506349344213
0.304 0.022 0.605 7.42e-05 0.0027 4.014 normal 0.996906284436905 43.945283649396686
0.304 0.022 0.605 7.42e-05 0.0029000000000000002 4.014 normal 0.998387129908469 113.4115757135032
0.304 0.022 0.6216666666666666 7.42e-05 0.00215 4.014 normal 0.9898698593724808 132.16809314485204
0.304 0.022 0.6216666666666666 7.42e-05 0.0024000000000000002 4.014 normal 0.9915336390685754 32.183765940093046
0.304 0.022 0.6216666666666666 7.42e-05 0.0021 4.014 normal 0.9891601810189097 161.65659940178134
0.304 0.022 0.6216666666666666 7.42e-05 0.00205 4.014 normal 0.9885805268770042 197.46046386430845
0.304 0.022 0.6216666666666666 7.42e-05 0.00235 4.014 normal 0.9912620689723817 48.01773671150533
0.304 0.022 0.6216666666666666 7.42e-05 0.0022500000000000003 4.014 normal 0.9908270371876063 86.39050781981848
0.304 0.022 0.6216666666666666 7.42e-05 0.0023 4.014 normal 0.99108100068317 65.94990730460776
0.304 0.022 0.6216666666666666 7.42e-05 0.0022 4.014 normal 0.9905325589539175 107.72191219115236
0.304 0.022 0.6216666666666666 7.42e-05 0.00255 4.014 normal 0.9932171294309451 17.537692146187137
0.304 0.022 0.6216666666666666 7.42e-05 0.00265 4.014 normal 0.9938504964780178 37.10221618714019
0.304 0.022 0.6216666666666666 7.42e-05 0.00245 4.014 normal 0.9920458109554993 20.296570015852282
0.304 0.022 0.6216666666666666 7.42e-05 0.0027 4.014 normal 0.9940485649576918 51.54699532877694
0.304 0.022 0.6216666666666666 7.42e-05 0.0026 4.014 normal 0.9936550804771518 25.26857236165076
0.304 0.022 0.6216666666666666 7.42e-05 0.00275 4.014 normal 0.9943258086189386 67.15295849460774
0.304 0.022 0.6216666666666666 7.42e-05 0.0028 4.014 normal 0.9947390615948776 83.28680580243281
0.304 0.022 0.6216666666666666 7.42e-05 0.0025 4.014 normal 0.9926471865774187 15.083878477908044
0.304 0.022 0.6383333333333333 7.42e-05 0.00205 4.014 normal 0.9854546711845182 211.1861629074343
0.304 0.022 0.6216666666666666 7.42e-05 0.003 4.014 normal 0.9960390708565958 159.82496589972243
0.304 0.022 0.6383333333333333 7.42e-05 0.0021 4.014 normal 0.9860201259175259 176.02895070965155
0.304 0.022 0.6383333333333333 7.42e-05 0.00215 4.014 normal 0.9867133332597512 146.63674996238282
0.304 0.022 0.6216666666666666 7.42e-05 0.00285 4.014 normal 0.9951397351602367 99.39921265714771
0.304 0.022 0.6216666666666666 7.42e-05 0.0029000000000000002 4.014 normal 0.9955129033504276 118.37935583784216
0.304 0.022 0.6383333333333333 7.42e-05 0.002 4.014 normal 0.9851091778316943 250.80931839262797
0.304 0.022 0.6216666666666666 7.42e-05 0.00295 4.014 normal 0.9958003215799867 138.48152615906582
0.304 0.022 0.6383333333333333 7.42e-05 0.0022 4.014 normal 0.9873625549737571 122.18083900750027
0.304 0.022 0.6383333333333333 7.42e-05 0.0024000000000000002 4.014 normal 0.9883562328621015 48.35944422104594
0.304 0.022 0.6383333333333333 7.42e-05 0.0025 4.014 normal 0.9894370452767969 30.896767147057968
0.304 0.022 0.6383333333333333 7.42e-05 0.00255 4.014 normal 0.9900053099381083 32.78139118886781
0.304 0.022 0.6383333333333333 7.42e-05 0.0022500000000000003 4.014 normal 0.9876570013364223 101.30174822026763
0.304 0.022 0.6383333333333333 7.42e-05 0.00235 4.014 normal 0.9880836254227107 63.896642260581245
0.304 0.022 0.6383333333333333 7.42e-05 0.00245 4.014 normal 0.988862997218544 36.337115375299874
0.304 0.022 0.6383333333333333 7.42e-05 0.0023 4.014 normal 0.9879077947988544 81.22594154374094
0.304 0.022 0.6383333333333333 7.42e-05 0.0027 4.014 normal 0.9908136994108067 65.33327998245018
0.304 0.022 0.6383333333333333 7.42e-05 0.0026 4.014 normal 0.9904024862301739 39.8806395280935
0.304 0.022 0.6383333333333333 7.42e-05 0.00265 4.014 normal 0.99062439137439 51.32579316059998
0.304 0.022 0.6383333333333333 7.42e-05 0.00295 4.014 normal 0.9925508343662263 148.98307684018198
0.304 0.022 0.6383333333333333 7.42e-05 0.0028 4.014 normal 0.9914977483463656 95.63690532574823
0.304 0.022 0.6383333333333333 7.42e-05 0.00275 4.014 normal 0.9910942172996877 80.35732704665284
0.304 0.022 0.6383333333333333 7.42e-05 0.0029000000000000002 4.014 normal 0.9922628309800229 129.28237761913195
0.304 0.022 0.6383333333333333 7.42e-05 0.00285 4.014 normal 0.9918949000247829 110.82327728718145
0.304 0.022 0.655 7.42e-05 0.00205 4.014 normal 0.9819592594125041 233.17444482602076
0.304 0.022 0.655 7.42e-05 0.0022 4.014 normal 0.9838355643673735 144.80904968851954
0.304 0.022 0.655 7.42e-05 0.0022500000000000003 4.014 normal 0.9841263161518709 124.33436248605852
0.304 0.022 0.655 7.42e-05 0.0023 4.014 normal 0.9843765662151334 104.71825358604208
0.304 0.022 0.655 7.42e-05 0.00215 4.014 normal 0.9832115867634712 168.97339611037194
0.304 0.022 0.6383333333333333 7.42e-05 0.003 4.014 normal 0.9927787056700117 169.88697678996704
0.304 0.022 0.655 7.42e-05 0.002 4.014 normal 0.9816351598537921 271.69913403330827
0.304 0.022 0.655 7.42e-05 0.0021 4.014 normal 0.9825332472549662 198.34667583852203
0.304 0.022 0.655 7.42e-05 0.00235 4.014 normal 0.9845444665484693 87.99136330522164
0.304 0.022 0.655 7.42e-05 0.00245 4.014 normal 0.985314111232 60.62119880759827
0.304 0.022 0.655 7.42e-05 0.00265 4.014 normal 0.9870309238324014 73.62334402481348
0.304 0.022 0.655 7.42e-05 0.0026 4.014 normal 0.9868134328087612 62.672213664716644
0.304 0.022 0.655 7.42e-05 0.0024000000000000002 4.014 normal 0.9848285573787743 72.5483584173455
0.304 0.022 0.655 7.42e-05 0.0025 4.014 normal 0.9858526457931793 55.005220375680565
0.304 0.022 0.655 7.42e-05 0.00255 4.014 normal 0.9864332431237249 56.165901483385795
0.304 0.022 0.655 7.42e-05 0.0027 4.014 normal 0.9872185038205363 87.12757155789437
0.304 0.022 0.6716666666666666 7.42e-05 0.002 4.014 normal 0.9778179797256462 302.3731975017123
0.304 0.022 0.655 7.42e-05 0.0029000000000000002 4.014 normal 0.9886374747344113 147.7679772455623
0.304 0.022 0.6716666666666666 7.42e-05 0.00205 4.014 normal 0.9781416781487577 264.578969218241
0.304 0.022 0.655 7.42e-05 0.00285 4.014 normal 0.9882700810071349 130.0525416726021
0.304 0.022 0.655 7.42e-05 0.00275 4.014 normal 0.9874893433118513 101.54124857458383
0.304 0.022 0.655 7.42e-05 0.003 4.014 normal 0.9891478482986765 187.4882624499809
0.304 0.022 0.655 7.42e-05 0.0028 4.014 normal 0.9878805042185296 115.90355821766039
0.304 0.022 0.655 7.42e-05 0.00295 4.014 normal 0.9889159150885515 167.09351774835295
0.304 0.022 0.6716666666666666 7.42e-05 0.0024000000000000002 4.014 normal 0.9809237038462566 107.1569457961661
0.304 0.022 0.6716666666666666 7.42e-05 0.0022500000000000003 4.014 normal 0.9802444679920906 157.51260270623158
0.304 0.022 0.6716666666666666 7.42e-05 0.00215 4.014 normal 0.9793411885899143 201.82573072416025
0.304 0.022 0.6716666666666666 7.42e-05 0.0021 4.014 normal 0.9786673578088675 230.9902998725919
0.304 0.022 0.6716666666666666 7.42e-05 0.00235 4.014 normal 0.9806496369547 122.18526544786347
0.304 0.022 0.6716666666666666 7.42e-05 0.0023 4.014 normal 0.98048728531251 138.27959408853607
0.304 0.022 0.6716666666666666 7.42e-05 0.0022 4.014 normal 0.9799549869467935 177.44334178370883
0.304 0.022 0.6716666666666666 7.42e-05 0.00245 4.014 normal 0.9814105532946514 94.97018685246528
0.304 0.022 0.6716666666666666 7.42e-05 0.0025 4.014 normal 0.9819285069831732 89.10319242536039
0.304 0.022 0.6716666666666666 7.42e-05 0.00265 4.014 normal 0.9830740311389644 105.89359777578072
0.304 0.022 0.6716666666666666 7.42e-05 0.0028 4.014 normal 0.9839017548381045 145.9674670104967
0.304 0.022 0.6716666666666666 7.42e-05 0.0027 4.014 normal 0.9832587345923861 118.85379957366906
0.304 0.022 0.6716666666666666 7.42e-05 0.00275 4.014 normal 0.9835173399518117 132.65502262785884
0.304 0.022 0.6716666666666666 7.42e-05 0.00285 4.014 normal 0.9842864731478494 158.9840046616482
0.304 0.022 0.6716666666666666 7.42e-05 0.0026 4.014 normal 0.982860979706999 95.51923119557132
0.304 0.022 0.6716666666666666 7.42e-05 0.00255 4.014 normal 0.9824841654430486 89.6974130700876
0.304 0.022 0.6883333333333332 7.42e-05 0.0021 4.014 normal 0.9744632487297786 275.5133238043137
0.304 0.022 0.6883333333333332 7.42e-05 0.0022 4.014 normal 0.9757407881928323 222.42758462745294
0.304 0.022 0.6716666666666666 7.42e-05 0.00295 4.014 normal 0.9849093374723394 194.7203466762462
0.304 0.022 0.6716666666666666 7.42e-05 0.003 4.014 normal 0.985144888123944 214.66882852651509
0.304 0.022 0.6883333333333332 7.42e-05 0.00205 4.014 normal 0.9739458170934777 308.6175015016192
0.304 0.022 0.6883333333333332 7.42e-05 0.00215 4.014 normal 0.9751336173338536 246.37000282957288
0.304 0.022 0.6883333333333332 7.42e-05 0.002 4.014 normal 0.9736616150105394 345.008826449582
0.304 0.022 0.6716666666666666 7.42e-05 0.0029000000000000002 4.014 normal 0.9846400032028705 176.0405789126236
0.304 0.022 0.6883333333333332 7.42e-05 0.0023 4.014 normal 0.9762511598707598 183.807452202031
0.304 0.022 0.6883333333333332 7.42e-05 0.0025 4.014 normal 0.9776502433698196 135.35104892958398
0.304 0.022 0.6883333333333332 7.42e-05 0.0022500000000000003 4.014 normal 0.9760145802611947 202.57105567991374
0.304 0.022 0.6883333333333332 7.42e-05 0.00235 4.014 normal 0.9764057137791263 168.50500175197266
0.304 0.022 0.6883333333333332 7.42e-05 0.00245 4.014 normal 0.9771129348275366 141.85587429785056
0.304 0.022 0.6883333333333332 7.42e-05 0.00255 4.014 normal 0.9781882016751637 135.3208102820389
0.304 0.022 0.6883333333333332 7.42e-05 0.0024000000000000002 4.014 normal 0.9766749313552964 153.81341648231637
0.304 0.022 0.6883333333333332 7.42e-05 0.0026 4.014 normal 0.9785553133153168 140.41324164306985
0.304 0.022 0.6883333333333332 7.42e-05 0.0027 4.014 normal 0.9789398652264014 162.61099215904449
0.304 0.022 0.6883333333333332 7.42e-05 0.0028 4.014 normal 0.9795643746009196 187.91152609374421
0.304 0.022 0.6883333333333332 7.42e-05 0.00265 4.014 normal 0.9787526657283964 150.24025577325068
0.304 0.022 0.6883333333333332 7.42e-05 0.0029000000000000002 4.014 normal 0.9802784881536333 216.00950783642955
0.304 0.022 0.6883333333333332 7.42e-05 0.00275 4.014 normal 0.9791790409345756 175.59116931876812
0.304 0.022 0.6883333333333332 7.42e-05 0.00285 4.014 normal 0.979940900907507 199.7242950496409
0.304 0.022 0.6883333333333332 7.42e-05 0.00295 4.014 normal 0.9805404101017783 234.0874813532065
0.304 0.022 0.6883333333333332 7.42e-05 0.003 4.014 normal 0.98076891479075 253.3826419856121
0.304 0.022 0.705 7.42e-05 0.0021 4.014 normal 0.969962596434464 333.2737992308523
0.304 0.022 0.705 7.42e-05 0.00205 4.014 normal 0.9694328819231669 366.21311220082083
0.304 0.022 0.705 7.42e-05 0.0022500000000000003 4.014 normal 0.9714331063161007 262.01161130513174
0.304 0.022 0.705 7.42e-05 0.002 4.014 normal 0.969158803644441 401.46647506332835
0.304 0.022 0.705 7.42e-05 0.00215 4.014 normal 0.9705868444743689 304.94786983031526
0.304 0.022 0.705 7.42e-05 0.0022 4.014 normal 0.971172071431128 281.05682332854485
0.304 0.022 0.705 7.42e-05 0.0023 4.014 normal 0.9716557349150349 243.81210020617857
0.304 0.022 0.705 7.42e-05 0.00235 4.014 normal 0.9718171992215382 229.02783028333147
0.304 0.022 0.705 7.42e-05 0.0025 4.014 normal 0.9730205455136226 195.92015740007835
0.304 0.022 0.705 7.42e-05 0.00275 4.014 normal 0.9744993839448548 232.6720014793733
0.304 0.022 0.705 7.42e-05 0.0026 4.014 normal 0.9739025614663511 199.4758582478882
0.304 0.022 0.705 7.42e-05 0.00265 4.014 normal 0.9740790363223215 208.77426786035124
0.304 0.022 0.705 7.42e-05 0.0027 4.014 normal 0.9742612814289753 220.44410514021882
0.304 0.022 0.705 7.42e-05 0.00255 4.014 normal 0.9735435100845236 195.15123770922438
0.304 0.022 0.705 7.42e-05 0.00245 4.014 normal 0.9724982415002479 202.8133131651189
0.304 0.022 0.705 7.42e-05 0.0024000000000000002 4.014 normal 0.9720753734956005 214.71801977635818
0.304 0.022 0.705 7.42e-05 0.00295 4.014 normal 0.9758156003747875 287.2500483663172
0.304 0.022 0.705 7.42e-05 0.0029000000000000002 4.014 normal 0.9755601296382085 269.8920717052595
0.304 0.022 0.705 7.42e-05 0.00285 4.014 normal 0.9752336549171907 254.50173871890277
0.304 0.022 0.705 7.42e-05 0.003 4.014 normal 0.9760193583354138 306.0356602991472
0.304 0.022 0.705 7.42e-05 0.0028 4.014 normal 0.9748737264723576 243.85923793208082
