Sin2Theta12 Sin2Theta13 Sin2Theta23 Dm221 Dm231 dCP Ordering X2
0.304 0 0.305 7.42E-05 0.002105263157895 0 normal 276.990230968484
0.304 0 0.305 7.42E-05 0.002210526315789 0 normal 226.077127440313
0.304 0 0.305 7.42E-05 0.002157894736842 0 normal 249.364502507374
0.304 0 0.305 7.42E-05 0.002315789473684 0 normal 193.28026285906
0.304 0 0.305 7.42E-05 0.002 0 normal 342.208188493098
0.304 0 0.305 7.42E-05 0.002368421052632 0 normal 181.874792809371
0.304 0 0.305 7.42E-05 0.002052631578947 0 normal 307.783107524656
0.304 0 0.305 7.42E-05 0.002263157894737 0 normal 207.412128229807
0.304 0 0.305 7.42E-05 0.002421052631579 0 normal 171.032944675752
0.304 0 0.305 7.42E-05 0.002736842105263 0 normal 209.297218417481
0.304 0 0.305 7.42E-05 0.002473684210526 0 normal 162.277920066685
0.304 0 0.305 7.42E-05 0.002631578947368 0 normal 173.783945683822
0.304 0 0.305 7.42E-05 0.002578947368421 0 normal 162.868206013351
0.304 0 0.305 7.42E-05 0.002789473684211 0 normal 227.926138513008
0.304 0 0.305 7.42E-05 0.002526315789474 0 normal 158.829351009231
0.304 0 0.305 7.42E-05 0.002684210526316 0 normal 190.912155336324
0.304 0 0.305 7.42E-05 0.003 0 normal 306.79800096265
0.304 0 0.326052631578947 7.42E-05 0.002157894736842 0 normal 193.879916847625
0.304 0 0.305 7.42E-05 0.002842105263158 0 normal 244.579097321975
0.304 0 0.326052631578947 7.42E-05 0.002 0 normal 290.505017508401
0.304 0 0.305 7.42E-05 0.002947368421053 0 normal 283.051600092216
0.304 0 0.326052631578947 7.42E-05 0.002105263157895 0 normal 222.373355062978
0.304 0 0.305 7.42E-05 0.002894736842105 0 normal 262.33711005446
0.304 0 0.326052631578947 7.42E-05 0.002052631578947 0 normal 254.43429689065
0.304 0 0.326052631578947 7.42E-05 0.002315789473684 0 normal 135.072842444637
0.304 0 0.326052631578947 7.42E-05 0.002526315789474 0 normal 99.457298883182
0.304 0 0.326052631578947 7.42E-05 0.002263157894737 0 normal 150.37964608248
0.304 0 0.326052631578947 7.42E-05 0.002578947368421 0 normal 104.297838869887
0.304 0 0.326052631578947 7.42E-05 0.002210526315789 0 normal 169.988214607612
0.304 0 0.326052631578947 7.42E-05 0.002473684210526 0 normal 102.283051910723
0.304 0 0.326052631578947 7.42E-05 0.002368421052632 0 normal 122.468911210362
0.304 0 0.326052631578947 7.42E-05 0.002421052631579 0 normal 110.985611356195
0.304 0 0.326052631578947 7.42E-05 0.002947368421053 0 normal 231.021760615383
0.304 0 0.326052631578947 7.42E-05 0.003 0 normal 254.092720835483
0.304 0 0.326052631578947 7.42E-05 0.002842105263158 0 normal 190.125477329589
0.304 0 0.326052631578947 7.42E-05 0.002631578947368 0 normal 115.885686092709
0.304 0 0.326052631578947 7.42E-05 0.002789473684211 0 normal 172.178739966468
0.304 0 0.326052631578947 7.42E-05 0.002684210526316 0 normal 133.381527771697
0.304 0 0.326052631578947 7.42E-05 0.002894736842105 0 normal 208.990378383269
0.304 0 0.326052631578947 7.42E-05 0.002736842105263 0 normal 152.450460549717
0.304 0 0.347105263157895 7.42E-05 0.002 0 normal 257.637462631893
0.304 0 0.347105263157895 7.42E-05 0.002105263157895 0 normal 186.892100384966
0.304 0 0.347105263157895 7.42E-05 0.002263157894737 0 normal 112.775453614693
0.304 0 0.347105263157895 7.42E-05 0.002315789473684 0 normal 96.3645449210319
0.304 0 0.347105263157895 7.42E-05 0.002368421052632 0 normal 82.6247805535975
0.304 0 0.347105263157895 7.42E-05 0.002210526315789 0 normal 133.240907498621
0.304 0 0.347105263157895 7.42E-05 0.002157894736842 0 normal 157.646154845665
0.304 0 0.347105263157895 7.42E-05 0.002052631578947 0 normal 220.081815767802
0.304 0 0.347105263157895 7.42E-05 0.002473684210526 0 normal 61.9249733076865
0.304 0 0.347105263157895 7.42E-05 0.002736842105263 0 normal 114.982532690224
0.304 0 0.347105263157895 7.42E-05 0.002421052631579 0 normal 70.5506666424084
0.304 0 0.347105263157895 7.42E-05 0.002578947368421 0 normal 65.3249881829823
0.304 0 0.347105263157895 7.42E-05 0.002526315789474 0 normal 59.716887595279
0.304 0 0.347105263157895 7.42E-05 0.002684210526316 0 normal 95.3156578471196
0.304 0 0.347105263157895 7.42E-05 0.002631578947368 0 normal 77.5281526753554
0.304 0 0.347105263157895 7.42E-05 0.002789473684211 0 normal 135.712394545967
0.304 0 0.347105263157895 7.42E-05 0.003 0 normal 220.455855436654
0.304 0 0.347105263157895 7.42E-05 0.002842105263158 0 normal 155.345221460717
0.304 0 0.347105263157895 7.42E-05 0.002894736842105 0 normal 175.127128774074
0.304 0 0.347105263157895 7.42E-05 0.002947368421053 0 normal 197.026071117416
0.304 0 0.368157894736842 7.42E-05 0.002 0 normal 239.287427214814
0.304 0 0.368157894736842 7.42E-05 0.002105263157895 0 normal 166.23622527328
0.304 0 0.368157894736842 7.42E-05 0.002052631578947 0 normal 200.416636679003
0.304 0 0.368157894736842 7.42E-05 0.002157894736842 0 normal 136.344447341349
0.304 0 0.368157894736842 7.42E-05 0.002368421052632 0 normal 58.0582281993493
0.304 0 0.368157894736842 7.42E-05 0.002473684210526 0 normal 36.9118803012545
0.304 0 0.368157894736842 7.42E-05 0.002578947368421 0 normal 41.6137753757095
0.304 0 0.368157894736842 7.42E-05 0.002421052631579 0 normal 45.4494754192577
0.304 0 0.368157894736842 7.42E-05 0.002526315789474 0 normal 35.2925726958762
0.304 0 0.368157894736842 7.42E-05 0.002210526315789 0 normal 111.505984786309
0.304 0 0.368157894736842 7.42E-05 0.002263157894737 0 normal 90.277567023241
0.304 0 0.368157894736842 7.42E-05 0.002315789473684 0 normal 72.8494686338354
0.304 0 0.368157894736842 7.42E-05 0.002947368421053 0 normal 177.790305196877
0.304 0 0.368157894736842 7.42E-05 0.002894736842105 0 normal 155.364484954651
0.304 0 0.368157894736842 7.42E-05 0.002789473684211 0 normal 114.464721914289
0.304 0 0.368157894736842 7.42E-05 0.003 0 normal 201.498396990063
0.304 0 0.368157894736842 7.42E-05 0.002842105263158 0 normal 134.635767461665
0.304 0 0.368157894736842 7.42E-05 0.002684210526316 0 normal 72.377831621986
0.304 0 0.368157894736842 7.42E-05 0.002631578947368 0 normal 54.3646681440204
0.304 0 0.368157894736842 7.42E-05 0.002736842105263 0 normal 92.5566942642921
0.304 0 0.389210526315789 7.42E-05 0.002 0 normal 231.474468415335
0.304 0 0.389210526315789 7.42E-05 0.002052631578947 0 normal 191.460490623414
0.304 0 0.389210526315789 7.42E-05 0.002105263157895 0 normal 156.427311257353
0.304 0 0.389210526315789 7.42E-05 0.002315789473684 0 normal 60.5400577591225
0.304 0 0.389210526315789 7.42E-05 0.002368421052632 0 normal 44.8010274157513
0.304 0 0.389210526315789 7.42E-05 0.002157894736842 0 normal 125.990152357204
0.304 0 0.389210526315789 7.42E-05 0.002210526315789 0 normal 100.782774224673
0.304 0 0.389210526315789 7.42E-05 0.002263157894737 0 normal 78.8848050641749
0.304 0 0.389210526315789 7.42E-05 0.002789473684211 0 normal 103.623563958371
0.304 0 0.389210526315789 7.42E-05 0.002736842105263 0 normal 81.3094811714467
0.304 0 0.389210526315789 7.42E-05 0.002684210526316 0 normal 60.5386631896256
0.304 0 0.389210526315789 7.42E-05 0.002421052631579 0 normal 31.721405074996
0.304 0 0.389210526315789 7.42E-05 0.002578947368421 0 normal 29.1389946521068
0.304 0 0.389210526315789 7.42E-05 0.002473684210526 0 normal 23.2701647730312
0.304 0 0.389210526315789 7.42E-05 0.002526315789474 0 normal 22.1841711510111
0.304 0 0.389210526315789 7.42E-05 0.002631578947368 0 normal 42.3592270810197
0.304 0 0.389210526315789 7.42E-05 0.002894736842105 0 normal 146.366786762461
0.304 0 0.389210526315789 7.42E-05 0.003 0 normal 193.120508255153
0.304 0 0.389210526315789 7.42E-05 0.002947368421053 0 normal 169.212665882501
0.304 0 0.389210526315789 7.42E-05 0.002842105263158 0 normal 124.80677900385
0.304 0 0.410263157894737 7.42E-05 0.002105263157895 0 normal 153.888872607445
0.304 0 0.410263157894737 7.42E-05 0.002157894736842 0 normal 122.996607958166
0.304 0 0.410263157894737 7.42E-05 0.002 0 normal 230.619975385526
0.304 0 0.410263157894737 7.42E-05 0.002052631578947 0 normal 189.64394340488
0.304 0 0.410263157894737 7.42E-05 0.002578947368421 0 normal 24.3608236376759
0.304 0 0.410263157894737 7.42E-05 0.002263157894737 0 normal 75.0165122043133
0.304 0 0.410263157894737 7.42E-05 0.002473684210526 0 normal 17.417457376917
0.304 0 0.410263157894737 7.42E-05 0.002526315789474 0 normal 16.7918896040597
0.304 0 0.410263157894737 7.42E-05 0.002421052631579 0 normal 25.8009573334297
0.304 0 0.410263157894737 7.42E-05 0.002315789473684 0 normal 55.8669088735892
0.304 0 0.410263157894737 7.42E-05 0.002368421052632 0 normal 39.2941123508705
0.304 0 0.410263157894737 7.42E-05 0.002210526315789 0 normal 97.4790910194094
0.304 0 0.410263157894737 7.42E-05 0.002684210526316 0 normal 56.1822247399617
0.304 0 0.410263157894737 7.42E-05 0.003 0 normal 191.674479507407
0.304 0 0.410263157894737 7.42E-05 0.002894736842105 0 normal 144.386458734123
0.304 0 0.410263157894737 7.42E-05 0.002842105263158 0 normal 122.139416253415
0.304 0 0.410263157894737 7.42E-05 0.002736842105263 0 normal 77.1249527951967
0.304 0 0.410263157894737 7.42E-05 0.002947368421053 0 normal 167.606345537287
0.304 0 0.410263157894737 7.42E-05 0.002789473684211 0 normal 100.151653000255
0.304 0 0.410263157894737 7.42E-05 0.002631578947368 0 normal 37.9005113300063
0.304 0 0.431315789473684 7.42E-05 0.002105263157895 0 normal 156.908749883095
0.304 0 0.431315789473684 7.42E-05 0.002315789473684 0 normal 55.8938944238435
0.304 0 0.431315789473684 7.42E-05 0.002368421052632 0 normal 38.5197342689499
0.304 0 0.431315789473684 7.42E-05 0.002263157894737 0 normal 75.5507941979951
0.304 0 0.431315789473684 7.42E-05 0.002210526315789 0 normal 98.4757502372018
0.304 0 0.431315789473684 7.42E-05 0.002052631578947 0 normal 191.862147592496
0.304 0 0.431315789473684 7.42E-05 0.002157894736842 0 normal 124.255347399037
0.304 0 0.431315789473684 7.42E-05 0.002 0 normal 233.623930948761
0.304 0 0.431315789473684 7.42E-05 0.002736842105263 0 normal 77.3817764889229
0.304 0 0.431315789473684 7.42E-05 0.002631578947368 0 normal 37.8643147710991
0.304 0 0.431315789473684 7.42E-05 0.002421052631579 0 normal 24.6289531595717
0.304 0 0.431315789473684 7.42E-05 0.002684210526316 0 normal 56.2102274372595
0.304 0 0.431315789473684 7.42E-05 0.002789473684211 0 normal 100.888396089681
0.304 0 0.431315789473684 7.42E-05 0.002473684210526 0 normal 16.2826736760671
0.304 0 0.431315789473684 7.42E-05 0.002526315789474 0 normal 16.0194093613361
0.304 0 0.431315789473684 7.42E-05 0.002578947368421 0 normal 23.9423487825193
0.304 0 0.431315789473684 7.42E-05 0.003 0 normal 194.022870368616
0.304 0 0.452368421052632 7.42E-05 0.002105263157895 0 normal 159.104209720812
0.304 0 0.452368421052632 7.42E-05 0.002052631578947 0 normal 196.128889163173
0.304 0 0.431315789473684 7.42E-05 0.002947368421053 0 normal 169.851485555451
0.304 0 0.431315789473684 7.42E-05 0.002894736842105 0 normal 146.357285270225
0.304 0 0.452368421052632 7.42E-05 0.002157894736842 0 normal 127.396650884969
0.304 0 0.431315789473684 7.42E-05 0.002842105263158 0 normal 123.550590116523
0.304 0 0.452368421052632 7.42E-05 0.002 0 normal 238.730148599414
0.304 0 0.452368421052632 7.42E-05 0.002263157894737 0 normal 77.9865767271212
0.304 0 0.452368421052632 7.42E-05 0.002315789473684 0 normal 57.647593785237
0.304 0 0.452368421052632 7.42E-05 0.002210526315789 0 normal 101.283672180791
0.304 0 0.452368421052632 7.42E-05 0.002578947368421 0 normal 25.6044726676217
0.304 0 0.452368421052632 7.42E-05 0.002526315789474 0 normal 17.3865426535235
0.304 0 0.452368421052632 7.42E-05 0.002473684210526 0 normal 17.3902516316203
0.304 0 0.452368421052632 7.42E-05 0.002421052631579 0 normal 25.6914986243218
0.304 0 0.452368421052632 7.42E-05 0.002368421052632 0 normal 39.8074792863033
