Sin2Theta12 Sin2Theta13 Sin2Theta23 Dm221 Dm231 dCP Ordering FluxNormalization_Below1GeV FluxNormalization_Above1GeV FluxTilt NuNuBarRatio FlavorRatio ZenithFluxUp ZenithFluxDown X2 
0.304 0.022 0.43132 0.0000742 0.0025000 3.636 normal 0.999520007613828 0.9992843732412777 -0.0028415609107028572 1.000562864890319 0.9985297763303367 0.006731894444154572 -0.011819598868611631 2.66
0.304 0.022 0.43132 0.0000742 0.0025000 3.966 normal 0.9990174163293932 0.9992035289234433 -0.0029634261546396617 1.0007546102317249 0.9985158101567488 0.0067087859071016664 -0.0107355290942974 2.77
0.304 0.022 0.43132 0.0000742 0.0025000 5.949 normal 1.000595751500635 1.0027879685148076 -0.0004845362444108102 1.0061167667286721 0.981614978737764 -0.007651398957110287 -0.013485378683180942 6.04
0.304 0.022 0.45237 0.0000742 0.0025000 0.661 normal 1.0033860772968397 1.0005024587139193 -0.0008558543695451055 1.0011631795006322 0.9760736042409208 -0.002974232706030177 -0.00915764915563811 4.56
0.304 0.022 0.45237 0.0000742 0.0025000 0.331 normal 1.0030082443969093 1.0004538776297291 -0.0007594582094473651 1.0009305688940136 0.9774055980842131 -0.002427705652988563 -0.008205002061292226 4.74
0.304 0.022 0.45237 0.0000742 0.0025000 0.000 normal 1.0024070263478082 1.0003661947767957 -0.0006039645955392653 1.00059464678491 0.9801700671763883 -0.001680171672115457 -0.006632552374535449 4.57
0.304 0.022 0.43132 0.0000742 0.0025000 6.280 normal 1.000534587670845 1.0024591412716608 -2.923394354366755e-05 1.0049626736651807 0.9809975671521058 -0.005161754513445884 -0.007703180270971732 7.34
0.304 0.022 0.45237 0.0000742 0.0025000 0.992 normal 1.0034640485367539 1.000497982317654 -0.0008736955041765284 1.0012394751715767 0.9763949556345223 -0.0031978601956811014 -0.009278951721945145 4.05
0.304 0.022 0.43132 0.0000742 0.0025000 5.619 normal 1.002988857779571 1.0031490211520195 -0.0011092923223533409 1.0034481741476373 0.9861967476400795 0.0019159240846539929 -0.01624224119710323 4.96
0.304 0.022 0.43132 0.0000742 0.0025000 5.288 normal 1.001747659357516 1.0015969181233337 -0.0017465668450366584 1.0023408427865461 0.9911184851302529 0.004113032257362993 -0.012382522045458113 4.33
0.304 0.022 0.45237 0.0000742 0.0025000 1.653 normal 1.0025565094069853 1.0002924610843493 -0.0006322094604730248 1.0007765167461549 0.9821037274056424 -0.0023317069348299828 -0.006487280657885449 2.63
0.304 0.022 0.45237 0.0000742 0.0025000 1.322 normal 1.0031868541232498 1.0004275622094994 -0.000798768653742242 1.0011135110633065 0.9784597760490747 -0.00299356235582287 -0.008383968947548465 3.35
0.304 0.022 0.45237 0.0000742 0.0025000 2.314 normal 1.0005394428763017 1.0003340374635605 -0.00010343654334277876 1.0011213077855352 0.9917781317032962 -0.00016280031034462893 -0.0005707739896022332 1.72
0.304 0.022 0.45237 0.0000742 0.0025000 1.983 normal 1.0016344636953813 1.000104259295746 -0.00039008344907969883 1.000256981144608 0.9869473118577986 -0.001266047935479933 -0.0037652342237893227 2.09
0.304 0.022 0.45237 0.0000742 0.0025000 2.644 normal 1.0016866680669827 1.000959289605926 -0.0005529942151120819 1.001319407468773 0.9941998957868642 0.0007732012713524203 -0.006110325201601214 1.23
0.304 0.022 0.45237 0.0000742 0.0025000 2.975 normal 0.9995313265773623 0.9995121330299177 -0.0013018453498946391 1.0010103366748098 0.9984157120980508 0.002587078362586723 -0.003159328669777633 1.25
0.304 0.022 0.45237 0.0000742 0.0025000 3.305 normal 1.000281779848267 0.999409048780507 -0.001380037588579174 1.0003236065085417 0.9994985603275022 0.0034074462388842186 -0.0033725757471370667 1.21
0.304 0.022 0.45237 0.0000742 0.0025000 3.636 normal 1.0004911766300009 0.9993830470208003 -0.0016691728831947326 0.9999972241690935 0.998950573021882 0.003784151954095334 -0.0035009095561395437 1.22
0.304 0.022 0.45237 0.0000742 0.0025000 5.949 normal 1.0016527357834815 1.0002512394424143 -0.0004075333507644043 1.0001975125003275 0.9840793726348003 -0.0008249688212437533 -0.0046360282876449855 4.09
0.304 0.022 0.45237 0.0000742 0.0025000 5.288 normal 1.000063748778113 1.0000728847927822 -9.398947603778558e-05 1.001952873378688 0.9919729693700898 -0.0028139690879108205 -9.050399477925285e-05 2.65
0.304 0.022 0.45237 0.0000742 0.0025000 6.280 normal 1.0024012146199774 1.0003650226280945 -0.0006024312105880632 1.0005912539742607 0.9801996840359135 -0.00167356596934367 -0.00661501236808883 4.56
0.304 0.022 0.45237 0.0000742 0.0025000 5.619 normal 1.00082773401969 1.0001194814951786 -0.0001915954975104246 1.0006667191064877 0.9884007642904151 -0.00016613930147534438 -0.002418727882010698 3.43
0.304 0.022 0.45237 0.0000742 0.0025000 4.958 normal 1.0023276486706025 1.0005318688021727 -0.0007454145100440924 1.0013423579447454 0.994494216634133 0.0018049339689783798 -0.002208761896017345 1.85
0.304 0.022 0.45237 0.0000742 0.0025000 4.297 normal 0.999573478437309 0.9995319024240583 -0.0017452945163391436 0.9993442329843865 0.9994623286490083 0.0027048575138909404 0.0021951938216847166 1.45
0.304 0.022 0.45237 0.0000742 0.0025000 4.627 normal 0.99985793883741 0.9996695505427078 -0.0013305921561375794 1.0007268669944387 0.9986082354498328 0.0026132458729091167 0.0004482643128676026 1.64
0.304 0.022 0.45237 0.0000742 0.0025000 3.966 normal 1.0002001591911933 0.9994293540849244 -0.0017397260840546352 0.9999681820405618 0.9989457747098487 0.00371364755933409 -0.0029353144295475144 1.30
0.304 0.022 0.47342 0.0000742 0.0025000 2.314 normal 1.0006389407934564 1.000518775206233 -0.00047067185818200797 1.0009809747441474 0.9893934250233336 -0.002041906693751098 -0.004002719232529419 0.69
0.304 0.022 0.47342 0.0000742 0.0025000 0.000 normal 1.0007797905839653 1.0011043222410745 -0.0010276317910378968 1.0021387017493493 0.978104997954121 -0.004145570109976004 -0.007596650476563791 3.07
0.304 0.022 0.47342 0.0000742 0.0025000 0.331 normal 1.0001361303732026 1.0011891954741534 -0.001182959501922078 1.0024710276957487 0.976331514779988 -0.004886729868607932 -0.006518512772300111 3.36
0.304 0.022 0.47342 0.0000742 0.0025000 0.661 normal 0.9992302226194347 1.0012289369088463 -0.0012756377143660728 1.0026887527215411 0.9759225593255888 -0.005403101604881011 -0.006230380160437163 3.30
0.304 0.022 0.47342 0.0000742 0.0025000 1.322 normal 0.9982318175962096 1.001119434027812 -0.0012008104970328067 1.0025787092590566 0.9790030227958917 -0.005305444387290622 -0.0046516857789298035 2.28
0.304 0.022 0.47342 0.0000742 0.0025000 1.653 normal 0.9985251609444467 1.0009627279448836 -0.001022394942233025 1.0022033694038073 0.9820373393883786 -0.004568632956259593 -0.00400984475612109 1.63
0.304 0.022 0.47342 0.0000742 0.0025000 0.992 normal 0.998519036892102 1.0012090234280455 -0.0012857069081048161 1.0027382614010243 0.976868969452698 -0.005574845670378393 -0.005484077514171183 2.89
0.304 0.022 0.47342 0.0000742 0.0025000 1.983 normal 0.9994162338449123 1.0007523852965456 -0.000767381246621726 1.0016436106696478 0.9856230254435613 -0.0034252144822610893 -0.0036860959490207074 1.07
0.304 0.022 0.47342 0.0000742 0.0025000 2.644 normal 1.0006372742830179 1.000296692071104 -0.000174349072235989 1.0003173563237482 0.9940016700020213 -0.0006361938667039221 -0.002595299129334915 0.50
0.304 0.022 0.47342 0.0000742 0.0025000 4.627 normal 1.000926448066255 0.999566763572652 -0.0001873488180287629 1.0002038228625263 0.9974957976052597 -0.0012074193393291034 -0.0010871355519615803 0.67
0.304 0.022 0.47342 0.0000742 0.0025000 2.975 normal 1.001027910182092 1.0000420406681043 -0.00024486050960940834 1.0003605799423538 0.9973554142673657 -0.0006916304503978885 -0.000525582738117971 0.43
0.304 0.022 0.47342 0.0000742 0.0025000 4.958 normal 1.00047183264246 1.0005090796560667 -0.00014453825380693528 1.0003732496773416 0.9943236804994576 -0.0004814830454678854 -0.0017397691110345051 0.90
0.304 0.022 0.47342 0.0000742 0.0025000 3.636 normal 1.0017166294023476 0.9999953561552177 -0.0005932034422202836 0.9994185860403323 0.9993794501981706 0.001753741403209839 0.0014330025938171433 0.49
0.304 0.022 0.47342 0.0000742 0.0025000 3.305 normal 1.0013588553694888 0.9999523400043919 -0.0003730374750411606 0.9997401065344941 0.9998473745606156 0.001399919916986956 0.0012971810011627018 0.46
0.304 0.022 0.47342 0.0000742 0.0025000 4.297 normal 1.0005382282190396 0.9994730975461491 -0.0005619224857536946 0.9997429989359209 0.9998228766964024 0.0011505431090201932 0.0008898660741284896 0.58
0.304 0.022 0.47342 0.0000742 0.0025000 3.966 normal 1.0014612243276029 0.9998361041731915 -0.0006120750608573099 0.9994027868789775 0.9996023986400632 0.0016439693442748722 0.0017206814417672217 0.53
0.304 0.022 0.47342 0.0000742 0.0025000 5.949 normal 1.0013077198061255 1.0009847901152984 -0.0008278509709522174 1.0017331771547975 0.9811144148319749 -0.0032746971127359647 -0.006852344031973993 2.49
0.304 0.022 0.47342 0.0000742 0.0025000 6.280 normal 1.0007860005463238 1.001102939824187 -0.0010260764068318103 1.0021351454335483 0.9781262809777945 -0.004139084634390654 -0.007590529920238989 3.06
0.304 0.022 0.47342 0.0000742 0.0025000 5.288 normal 1.0013333308362293 1.0006817592096202 -0.0003723525336409938 1.0008349422679679 0.9896859618990773 -0.001415210422018084 -0.002097875699104307 1.25
0.304 0.022 0.47342 0.0000742 0.0025000 5.619 normal 1.0021529342572941 1.0008422661326795 -0.0006049357671065762 1.0012935206532032 0.9848914007074112 -0.0023549067127736 -0.0029251828740940408 1.82
0.304 0.022 0.49447 0.0000742 0.0025000 0.992 normal 0.9953348994194555 1.0014679677718394 -0.0015449697525315956 1.003528065968943 0.9774320648390601 -0.0070139832445925 -0.0012121806004440096 2.65
0.304 0.022 0.49447 0.0000742 0.0025000 0.331 normal 0.9968686341005973 1.001473822468908 -0.0014548109194029923 1.003305235353459 0.9770274534105926 -0.006411769084772949 -0.0007341007751346856 3.02
0.304 0.022 0.49447 0.0000742 0.0025000 0.661 normal 0.9962869821290634 1.0015033031774423 -0.0014289005984517544 1.0035057337175237 0.9764790203800798 -0.006895588528782697 -0.00158671395454967 3.01
0.304 0.022 0.49447 0.0000742 0.0025000 0.000 normal 0.9977485436825386 1.0013915168799867 -0.0013004129217507655 1.0029776401756894 0.9787467994279446 -0.005680762996947276 -0.0004779301467327881 2.69
0.304 0.022 0.49447 0.0000742 0.0025000 3.305 normal 1.0002897866225071 0.9998261554806455 -5.6558949235726754e-05 1.0000147076128643 0.9998802370483857 -0.000314170369610401 0.00014196242222816506 0.13
0.304 0.022 0.49447 0.0000742 0.0025000 3.636 normal 1.000733944547958 0.9995203063760764 -0.0001223790388029771 0.9998464550982713 1.0005344883246738 0.0006463209174384748 0.0004975509707430357 0.13
0.304 0.022 0.49447 0.0000742 0.0025000 2.975 normal 1.0004008532229691 1.0002784345847022 -0.00012302141611982134 1.0002675653192286 0.9968349387396395 -0.0005150317868215556 -0.00010602189087717069 0.14
0.304 0.022 0.49447 0.0000742 0.0025000 1.322 normal 0.9956528952624792 1.0013583276727944 -0.0013189409452538739 1.0024411223484813 0.979555628361815 -0.00667595381903906 -0.0015718322258062994 2.08
0.304 0.022 0.49447 0.0000742 0.0025000 2.314 normal 0.9982215397622571 1.000699754594022 -0.000672731554451391 1.0011155428391174 0.98986842058998 -0.0029565800361823808 -0.0005218489410645673 0.49
0.304 0.022 0.49447 0.0000742 0.0025000 1.653 normal 0.9961128375662869 1.0011817638028395 -0.0011548503622859946 1.002073553349565 0.9825568257161987 -0.0055468540061206885 -0.0009217725700346836 1.45
0.304 0.022 0.49447 0.0000742 0.0025000 1.983 normal 0.9970365752235166 1.0009498853024532 -0.0009204256595130134 1.00160088606282 0.9861258980873936 -0.004282305584550421 -0.0007340337327938014 0.89
0.304 0.022 0.49447 0.0000742 0.0025000 2.644 normal 0.9995259875202746 1.0004619456014643 -0.0003824602547136645 1.00088628611368 0.9934915834363353 -0.0016533084633567412 -0.00015965300264639845 0.24
0.304 0.022 0.49447 0.0000742 0.0025000 4.297 normal 1.0003840679722935 0.9993700959450397 -1.7830965649802074e-05 1.000132795176241 1.0001056818636758 -6.337901907825919e-05 0.0030247157695505737 0.15
0.304 0.022 0.49447 0.0000742 0.0025000 3.966 normal 1.0005912860702226 0.9993040533090495 -2.6384471937746583e-05 0.9999427846116398 1.0007545578931014 -0.0003687567144749537 0.0001326583237363438 0.14
0.304 0.022 0.49447 0.0000742 0.0025000 4.958 normal 1.0001845533781006 1.0006141923866205 -0.0003877516362632396 1.0009691959595668 0.993990970892482 0.0005728628529501584 0.005440546775906369 0.42
0.304 0.022 0.49447 0.0000742 0.0025000 4.627 normal 1.0004275153499207 0.9998858375424456 -0.00017013854282518044 1.000362555729684 0.9974592508188613 0.00019914632185130828 0.004022604710338555 0.22
0.304 0.022 0.49447 0.0000742 0.0025000 5.619 normal 0.9990027320378372 1.0011144325329 -0.0008682944469787302 1.0020868071768938 0.9855913004719421 -0.003293456257628056 0.002215144969660238 1.40
0.304 0.022 0.49447 0.0000742 0.0025000 5.949 normal 0.9983945412612787 1.0012680092359663 -0.0010976620761522023 1.00256443224084 0.9817651201373752 -0.004794391236585297 0.000635751756286624 2.08
0.304 0.022 0.49447 0.0000742 0.0025000 6.280 normal 0.9977560421698946 1.0013902726450485 -0.001298541808841576 1.0029736425812654 0.9787714744362014 -0.005672487157280148 -0.00047505872976012976 2.68
0.304 0.022 0.49447 0.0000742 0.0025000 5.288 normal 0.9996397442285897 1.0009384281866907 -0.0006269310861791768 1.0013401866039442 0.9898232185113867 -0.0013354739958483092 0.003869143484875867 0.81
0.304 0.022 0.51553 0.0000742 0.0025000 1.653 normal 0.9941901769138111 1.0009484457650917 -0.0013457704281913238 1.002932001687637 0.9825185525265487 -0.006231120261083339 -0.003129319094070232 1.74
0.304 0.022 0.51553 0.0000742 0.0025000 1.983 normal 0.9953236299645634 1.0006972615063874 -0.0010690891746067625 1.0022998002745327 0.9859156117385028 -0.004946030385321725 -0.004302364583979357 1.14
0.304 0.022 0.51553 0.0000742 0.0025000 2.314 normal 0.9967956248508182 1.0004284354956805 -0.0007533844853132366 1.001574242755423 0.9897146777920468 -0.003438915991346018 -0.004261129165092946 0.68
0.304 0.022 0.51553 0.0000742 0.0025000 0.331 normal 0.9950291520078726 1.001305014691781 -0.0015728264576637604 1.003428694941487 0.9771520722942584 -0.006997397895430255 -0.003001092374472337 3.26
0.304 0.022 0.51553 0.0000742 0.0025000 0.661 normal 0.9942228821916336 1.001325410883374 -0.001656324804336896 1.003612995520284 0.9766866945984057 -0.007448584517350822 -0.0031320666965372205 3.28
0.304 0.022 0.51553 0.0000742 0.0025000 0.000 normal 0.9958194812066101 1.0012261288997677 -0.001419984172538962 1.0031071904789925 0.9789338405817472 -0.006277810535960866 -0.002405117938946437 2.87
0.304 0.022 0.51553 0.0000742 0.0025000 1.322 normal 0.9936343520667776 1.001146548593022 -0.0015459111375671919 1.0033807422307541 0.979592636041966 -0.007112503783358687 -0.002931454958498031 2.39
0.304 0.022 0.51553 0.0000742 0.0025000 0.992 normal 0.9936842089493135 1.0012744325039513 -0.0016507737600397838 1.0036081290434058 0.9776044080717416 -0.007514606682674454 -0.002731478769927733 2.95
0.304 0.022 0.51553 0.0000742 0.0025000 3.305 normal 1.000012724119725 1.0003506705848129 -5.351168131698871e-06 1.0003217582648871 0.9990557015595688 -0.00045508754688745493 -0.0020414487720852572 0.09
0.304 0.022 0.51553 0.0000742 0.0025000 3.966 normal 1.0001088359156414 1.0000215571673081 -2.8090366272708984e-05 1.0000637011699616 1.0001254483710091 -0.00014353126027822662 -0.0003357918377937975 0.01
0.304 0.022 0.51553 0.0000742 0.0025000 2.975 normal 0.999889562207094 1.0000367719710141 -0.00017724737854168948 1.0002701779031615 0.9966007758802051 -0.0006748760542637499 -0.0011422611177372085 0.19
0.304 0.022 0.51553 0.0000742 0.0025000 3.636 normal 1.0005943509327737 1.0001190879549555 7.892337981115227e-05 0.9998193447804029 1.0000884695199164 -0.00014904829761810444 -0.001795524760053728 0.04
0.304 0.022 0.51553 0.0000742 0.0025000 4.297 normal 0.9997744731507044 1.0000729917722162 -6.672571343258158e-05 0.999991933066464 0.9994697119369708 0.00022417660645714376 0.0009743498695676134 0.01
0.304 0.022 0.51553 0.0000742 0.0025000 4.958 normal 0.9984573081089576 1.0005320571316632 -0.0004822477101414235 1.0008334314792584 0.9937794573655502 -0.001257227083084145 0.001779098874469624 0.33
0.304 0.022 0.51553 0.0000742 0.0025000 4.627 normal 0.9991819950317689 1.0003152839725462 -0.00023259476869617987 1.000332022557223 0.9971574481712511 -0.00034906149787827725 0.0020309020644340794 0.09
0.304 0.022 0.51553 0.0000742 0.0025000 2.644 normal 0.9983992816756722 1.0001785778219716 -0.00044096454309937934 1.0008597107550572 0.9933409832555461 -0.0019347830511985032 -0.004026598983199964 0.37
0.304 0.022 0.51553 0.0000742 0.0025000 5.619 normal 0.997165373367394 1.0009354970225084 -0.0008933941135591082 1.0022094356662377 0.9855831778927652 -0.004384896763197853 -0.0008248764863565305 1.44
0.304 0.022 0.53658 0.0000742 0.0025000 0.331 normal 0.9945488404554089 1.0006844899563583 -0.001537002720407575 1.0028427190628597 0.9766731857972892 -0.006644337516971917 -0.013342132711131823 4.07
0.304 0.022 0.53658 0.0000742 0.0025000 0.661 normal 0.9938201835327791 1.0006952263224496 -0.001615491084365087 1.003009546016444 0.9761861605311731 -0.0070609393106646715 -0.013645548453801205 4.14
0.304 0.022 0.53658 0.0000742 0.0025000 0.000 normal 0.9953613490792723 1.0006088047854846 -0.0013858307797272582 1.0025268084258752 0.9784602143590373 -0.005936347579935762 -0.012649906233201811 3.60
0.304 0.022 0.51553 0.0000742 0.0025000 5.288 normal 0.9977720716058303 1.0007437863887576 -0.0007303193484664682 1.0015853086848043 0.9898045084430084 -0.002860844089120276 0.0010727079505175978 0.78
0.304 0.022 0.51553 0.0000742 0.0025000 6.280 normal 0.995830628473049 1.001225244962661 -0.0014179565589778152 1.0031030425589713 0.9789582130775929 -0.006268400860632442 -0.0023902699635466695 2.86
0.304 0.022 0.51553 0.0000742 0.0025000 5.949 normal 0.9965540505589291 1.001098696327443 -0.0012148093286138974 1.0026866144956426 0.9819078960786066 -0.005377563400785182 -0.0012710325934913599 2.19
0.304 0.022 0.53658 0.0000742 0.0025000 0.992 normal 0.9933750641049122 1.0006289352345958 -0.0016016548067972537 1.0029764531740053 0.9770179899911114 -0.00707156530093284 -0.013844973494221651 3.82
0.304 0.022 0.53658 0.0000742 0.0025000 2.975 normal 1.0005668348046748 1.0022495737340629 0.00020093344349368498 1.0007793536206422 0.9956032206437319 -4.3546622359814745e-05 -0.007868819609567855 0.52
0.304 0.022 0.53658 0.0000742 0.0025000 3.305 normal 1.0003088442821553 1.0015810217029013 9.587545861167636e-05 1.0000836249902636 0.9987082130544008 0.0006376633390447013 -0.008492110477230063 0.36
0.304 0.022 0.53658 0.0000742 0.0025000 3.636 normal 1.0002692393870187 1.0011334154832674 0.00016941541137623935 0.9998900582051163 0.9998879939834684 -0.0005322536947451672 -0.008415720001287553 0.22
0.304 0.022 0.53658 0.0000742 0.0025000 2.314 normal 0.9980010765255949 1.0008747300404304 -0.0006664248144916428 1.0008098352749246 0.9890886479676738 -0.0027347129878396775 -0.003923333497467805 1.30
0.304 0.022 0.53658 0.0000742 0.0025000 2.644 normal 1.000119213870052 1.0016603075507338 -0.00034852161464616406 1.0000748872254046 0.9922634739378356 -0.0011907903462044245 -0.0002891675573200614 0.87
0.304 0.022 0.53658 0.0000742 0.0025000 1.983 normal 0.995873975673085 1.0000176184578995 -0.0009906720540856508 1.0015654529718185 0.9858366879311253 -0.004300458528704634 -0.0077167540583439045 1.91
0.304 0.022 0.53658 0.0000742 0.0025000 1.653 normal 0.9942226991902621 1.0002640609892341 -0.0012767672189942115 1.0022309715833897 0.9821770455979847 -0.00565205921259627 -0.011020227691624938 2.55
0.304 0.022 0.53658 0.0000742 0.0025000 1.322 normal 0.9934821852179186 1.0004832257829346 -0.0014880040261969066 1.0027178777788777 0.9790149328390926 -0.006607092008917105 -0.013778649930009546 3.24
0.304 0.022 0.53658 0.0000742 0.0025000 4.297 normal 0.9997557913550579 1.0012495781174588 9.666364743242149e-06 1.0001276692859788 0.9986978033051169 0.00022377390574437043 -0.005212530235043848 0.13
0.304 0.022 0.53658 0.0000742 0.0025000 4.627 normal 0.9998488360614769 1.0011041661719082 -0.00018586982547775523 1.0001469779402639 0.9960542570702484 -0.0003104398912948413 -9.878946808463538e-05 0.26
0.304 0.022 0.53658 0.0000742 0.0025000 4.958 normal 0.9986139477043897 1.000394969741923 -0.0004242892775004442 1.0005010288710516 0.993200917064269 -0.0017622842231380237 -0.003008168817496179 0.60
0.304 0.022 0.53658 0.0000742 0.0025000 6.280 normal 0.9953705506358642 1.0006078632730344 -0.0013840299820754127 1.0025229920599896 0.978482775040666 -0.0059281061514538805 -0.012638834868044391 3.59
0.304 0.022 0.53658 0.0000742 0.0025000 5.949 normal 0.9961319928405695 1.0004781430910086 -0.0011790049183249883 1.0021004463536944 0.9814282940612498 -0.005024357695447185 -0.011478095504046187 2.82
0.304 0.022 0.53658 0.0000742 0.0025000 5.288 normal 0.9976600574289666 1.0000985513999012 -0.0006826271521847443 1.0010657863884633 0.9894626061480606 -0.00289819357720586 -0.006020057022295752 1.17
0.304 0.022 0.53658 0.0000742 0.0025000 5.619 normal 0.9968736483483982 1.0003055504859 -0.0009400812315482811 1.0016075822323018 0.9852588493215026 -0.0040010637772974625 -0.008903008302646905 1.95
0.304 0.022 0.53658 0.0000742 0.0025000 3.966 normal 1.0004043567024004 1.0012747695705067 0.00013620249888885282 0.9999649393120474 0.9998884438082272 0.0009581435674949512 -0.006161724091106237 0.14
0.304 0.022 0.55763 0.0000742 0.0025000 0.000 normal 0.9980335281375129 1.0013734954913438 -0.0011981024234954277 1.0012386392152663 0.9779146511886319 -0.004657946637488729 -0.00785186673817179 5.06
0.304 0.022 0.55763 0.0000742 0.0025000 2.314 normal 1.000580726890156 1.0043708218004563 -0.00042936333108445953 1.0019660574652243 0.9862875324394594 -0.000657130235762199 -0.007961745413784322 2.21
0.304 0.022 0.55763 0.0000742 0.0025000 0.331 normal 0.9972907993376636 1.0011565396668771 -0.001346717916516913 1.0015471259740014 0.9760355544778 -0.005350352333306204 -0.009292337850329437 5.67
0.304 0.022 0.55763 0.0000742 0.0025000 1.983 normal 0.9999609736733203 1.0034653625117602 -0.0007609495783550393 1.0001282832209621 0.983152759611625 -0.002401351436734141 -0.0012629923608771106 3.16
0.304 0.022 0.55763 0.0000742 0.0025000 1.322 normal 0.9968166378748788 1.0018889817083447 -0.00127468270906277 1.0013432489509206 0.9779781580523221 -0.005156737786525938 -0.007597436627931221 4.76
0.304 0.022 0.55763 0.0000742 0.0025000 0.661 normal 0.9965383119048866 1.001153208612027 -0.001419721808681352 1.0016959965509291 0.9756618039051248 -0.005730578103088775 -0.009842437186421839 5.79
0.304 0.022 0.55763 0.0000742 0.0025000 0.992 normal 0.9963205721026174 1.0013965480225864 -0.0013984568157424106 1.0016365995434433 0.9763197268223452 -0.005689576033810789 -0.009298205908595652 5.44
0.304 0.022 0.55763 0.0000742 0.0025000 1.653 normal 0.9980256445555046 1.0026024284138162 -0.001054590616979987 1.000823680138978 0.9804585196109351 -0.004136328617863906 -0.004823012156834959 3.94
0.304 0.022 0.55763 0.0000742 0.0025000 4.958 normal 1.000159073117294 1.00372427159381 -0.00021736889369349837 1.001982447126116 0.9912639429622541 0.0010006633911808745 -0.009229821905463256 1.16
0.304 0.022 0.55763 0.0000742 0.0025000 2.975 normal 1.0000259194246233 1.0039398609313392 4.630849465081428e-05 1.0007031956536268 0.9954999660552356 0.0011013246663181407 -0.018867634812300554 1.36
0.304 0.022 0.55763 0.0000742 0.0025000 4.627 normal 1.0000512925015563 1.0035677351979435 3.067515333007386e-05 1.000707664954265 0.9954701401055893 0.0008319055319747209 -0.013161374915530167 0.80
0.304 0.022 0.55763 0.0000742 0.0025000 3.305 normal 1.0012759017116235 1.0036684859021583 0.0003386546072873179 1.0002079412346854 0.9985897106455272 0.002594008120624248 -0.01714794287354203 1.11
0.304 0.022 0.55763 0.0000742 0.0025000 2.644 normal 1.0010120533288238 1.0051868840913867 0.0002774284511947432 1.00110992218872 0.9912451735248164 0.00047427999998436325 -0.019053044642774006 1.66
0.304 0.022 0.55763 0.0000742 0.0025000 3.966 normal 1.0010712225837952 1.0031045757160426 0.0003692185805984958 1.0003071990839332 0.9999341839588907 0.002574903184813295 -0.015413100384890356 0.74
0.304 0.022 0.55763 0.0000742 0.0025000 3.636 normal 1.0013875883848509 1.0032600154654092 0.0004084734775672902 1.0002579940726133 0.9999303086411975 0.00285697154729497 -0.016501659972402948 0.89
0.304 0.022 0.55763 0.0000742 0.0025000 4.297 normal 1.000447038510359 1.003113690863313 0.00023495458682359634 1.0005217078209052 0.9985528360705452 0.0018493763940577452 -0.014340428024954204 0.69
0.304 0.022 0.57868 0.0000742 0.0025000 0.992 normal 1.002011012840411 1.0060129511335256 -0.0010411735408190762 1.0012288742733622 0.9729089509142618 -0.0033677284199725957 -0.0003365000564653368 7.70
0.304 0.022 0.57868 0.0000742 0.0025000 0.661 normal 1.0021536341492525 1.0057300111616971 -0.0010693981498703935 1.0009770686359925 0.9723660238690107 -0.0034593360411746456 -0.0009880471203717398 8.04
0.304 0.022 0.57868 0.0000742 0.0025000 0.331 normal 1.0026783600249394 1.0057039123445548 -0.0010021850046367732 1.0013664188368698 0.9727585792607297 -0.0031168274734114827 -0.0005285057739381956 7.82
0.304 0.022 0.57868 0.0000742 0.0025000 0.000 normal 1.003069768250473 1.0059056791919943 -0.0008570872565171523 1.0022628711804176 0.9740376482136195 -0.0024419923836063065 -0.002551393160196241 6.94
0.304 0.022 0.55763 0.0000742 0.0025000 5.949 normal 0.9990611672430729 1.001773634641587 -0.0009911554564435846 1.0008091612063441 0.9805013192304375 -0.003740021847727999 -0.0057015033540004974 4.10
0.304 0.022 0.55763 0.0000742 0.0025000 6.280 normal 0.9980394312360376 1.0013762102143555 -0.0011965427881001475 1.0012355025126842 0.977936870975449 -0.004650834101788999 -0.0078363234999965 5.06
0.304 0.022 0.55763 0.0000742 0.0025000 5.619 normal 1.0000476602491464 1.0023186050269721 -0.0007474693733069045 1.0002989208177442 0.983843927999853 -0.0026812930287792285 -0.003055772627175516 3.02
0.304 0.022 0.55763 0.0000742 0.0025000 5.288 normal 1.0009061573470743 1.0029819593024432 -0.00048411990522801356 1.0007997878539225 0.9872784255635124 -0.0015316781281080121 -6.986285615178827e-05 2.01
0.304 0.022 0.57868 0.0000742 0.0025000 1.322 normal 1.0021104243728003 1.0065551110510094 -0.0009094947560139632 1.0021976190062019 0.9739425284829405 -0.0024623719060328907 -0.004477334347599612 6.75
0.304 0.022 0.57868 0.0000742 0.0025000 2.314 normal 1.0012372025289857 1.0085848394148476 0.0001269565057876651 1.0017311538461988 0.9864464832622833 0.0014490017464866545 -0.030232730666163273 3.90
0.304 0.022 0.57868 0.0000742 0.0025000 1.653 normal 1.0014051610833608 1.0073240743115641 -0.0006803494429882349 1.0038579529065599 0.9766371049668535 -0.0010129047281334652 -0.013235413325712014 5.51
0.304 0.022 0.57868 0.0000742 0.0025000 1.983 normal 1.0007619263702954 1.0082383469042953 -0.00037065101444571226 1.0032836625840487 0.98134459173115 0.0006544788809219946 -0.024293269582944425 4.53
0.304 0.022 0.57868 0.0000742 0.0025000 2.644 normal 1.000003914478567 1.0069276193924124 -9.16041816789815e-05 1.001498186113226 0.9913964317591014 0.002174103122224202 -0.032078617916944864 3.46
