Sin2Theta12 Sin2Theta13 Sin2Theta23 Dm221 Dm231 dCP Ordering FluxNormalization_Below1GeV FluxNormalization_Above1GeV FluxTilt NuNuBarRatio FlavorRatio ZenithFluxUp ZenithFluxDown X2 
0.304 0.022 0.57868 0.0000742 0.0025000 2.975 normal 1.0025756274729691 1.0067813217644621 0.000551619893254115 1.0009909162793276 0.9956285003531861 0.00436925756885556 -0.030824192971078985 3.07
0.304 0.022 0.57868 0.0000742 0.0025000 3.305 normal 1.0026122943534137 1.0059905691985036 0.0007278105140551683 1.0012687215198004 0.9986995671075972 0.00518685099835449 -0.03105520818602741 2.76
0.304 0.022 0.57868 0.0000742 0.0025000 3.636 normal 1.0028918725690317 1.0057582955695457 0.0007939770000647676 1.0010663971765315 0.9998994188842931 0.005427242564820342 -0.030000438403974018 2.40
0.304 0.022 0.57868 0.0000742 0.0025000 6.280 normal 1.0030734867362197 1.005909486564967 -0.0008550276031070059 1.0022762543103136 0.974051583764218 -0.0024326857625925125 -0.0026170990759323606 6.93
0.304 0.022 0.57868 0.0000742 0.0025000 5.949 normal 1.0026127292581808 1.0063130193111676 -0.0006497067800139643 1.003563987467986 0.9767796341948856 -0.0013686310627428738 -0.009018331198998683 5.56
0.304 0.022 0.57868 0.0000742 0.0025000 5.619 normal 1.0013728788269902 1.006884288774731 -0.00040309159876982187 1.0046129012999763 0.9814449193607672 0.001286937811511474 -0.017126533283993536 4.23
0.304 0.022 0.57868 0.0000742 0.0025000 4.958 normal 1.0004315133040005 1.006570297229099 0.00011833825835954165 1.00165601597943 0.9913693237838442 0.0020261728165958887 -0.027071438441261104 2.53
0.304 0.022 0.57868 0.0000742 0.0025000 5.288 normal 1.0014558990433562 1.0075882887512402 0.00017609121511000833 1.0015338840113024 0.986475019552026 -0.00015221938338964811 -0.026370812975169862 3.22
0.304 0.022 0.57868 0.0000742 0.0025000 4.297 normal 1.001895986663545 1.0055574344214333 0.0006078521635729403 1.0011944217847222 0.9986349636165591 0.0043285145232676275 -0.027099868528441186 2.07
0.304 0.022 0.57868 0.0000742 0.0025000 3.966 normal 1.0025336968573668 1.00552320427781 0.0007495397811940587 1.0011628494801323 0.9999056877070529 0.005108329154033141 -0.028734930918716997 2.15
0.304 0.022 0.57868 0.0000742 0.0025000 4.627 normal 1.0015377916687698 1.0060179847748616 0.00039491478006683037 1.0011573483333518 0.995541805288395 0.003247493904291804 -0.025565033349753453 2.16
0.304 0.022 0.59974 0.0000742 0.0025000 0.000 normal 1.0028819838544618 1.0117529712948883 -0.0002938074211615366 1.0049423592086186 0.9734102997778076 0.000709059064997338 -0.03724223270712795 9.13
0.304 0.022 0.59974 0.0000742 0.0025000 0.992 normal 1.0019694885811818 1.0119438942683272 -0.0005304818570452203 1.0061557053732375 0.970909474670541 0.00032251807077778217 -0.03448554132731018 9.75
0.304 0.022 0.59974 0.0000742 0.0025000 0.661 normal 1.0023716849301165 1.0116212160949003 -0.0005662114694874627 1.0068450316213349 0.9701005720420643 0.0007568177115637089 -0.032197842355207326 10.05
0.304 0.022 0.59974 0.0000742 0.0025000 1.322 normal 1.0028458515798695 1.012533140665756 -3.238792945217856e-05 1.0047693595642826 0.9733221325941509 0.0005421757004594717 -0.04031825681790154 9.11
0.304 0.022 0.59974 0.0000742 0.0025000 0.331 normal 1.0022114285626267 1.011564234965239 -0.0005055206815202989 1.006712397459642 0.9709689638202933 5.09622515203125e-05 -0.03326489881753173 9.84
0.304 0.022 0.59974 0.0000742 0.0025000 1.653 normal 1.0022296224126626 1.0132284574019241 0.000163387140812451 1.0030489411137522 0.9771081002913774 0.0016915806836571418 -0.046321903300654964 8.37
0.304 0.022 0.59974 0.0000742 0.0025000 2.314 normal 1.0005985566272426 1.0106697970021832 -0.0001499107097838223 1.0026739092364478 0.9868741523411975 0.004921827033209745 -0.04792594131602254 7.17
0.304 0.022 0.59974 0.0000742 0.0025000 1.983 normal 1.0010821667853604 1.011884467232126 -8.474994199942815e-05 1.002823980715143 0.9817919275001501 0.003159206396823209 -0.04735789390854783 7.72
0.304 0.022 0.59974 0.0000742 0.0025000 3.636 normal 1.0059334240587636 1.009459503884074 0.00132545214895818 1.0010728774695765 0.999790579200438 0.008908561656607375 -0.04503427646813612 5.27
0.304 0.022 0.59974 0.0000742 0.0025000 2.644 normal 1.0043147246143707 1.010911516121405 0.0008205693649781529 1.0015433555927697 0.9917846207564935 0.006560021559063384 -0.04699354732022609 6.69
0.304 0.022 0.59974 0.0000742 0.0025000 4.958 normal 1.0026922212883844 1.009581950333132 0.0005986571822920196 1.0025416808859204 0.9916927369100178 0.0053013426691298875 -0.041511055176938455 5.24
0.304 0.022 0.59974 0.0000742 0.0025000 4.297 normal 1.0045433290407606 1.008945530702249 0.001127798761357899 1.0012427030584818 0.9989567417329103 0.006027146896571149 -0.04255325794367563 4.86
0.304 0.022 0.59974 0.0000742 0.0025000 3.305 normal 1.0053388142653408 1.009370770047573 0.0012635930810376552 1.001664875861485 0.9990487550196923 0.00869274401387199 -0.04645489397371722 5.88
0.304 0.022 0.59974 0.0000742 0.0025000 2.975 normal 1.0050269716539295 1.0100260485440467 0.0010887049199618283 1.0017234555345953 0.9959952295214529 0.007877938342251648 -0.046819303343830235 6.29
0.304 0.022 0.59974 0.0000742 0.0025000 3.966 normal 1.0049837148121434 1.0087855859147346 0.0012351508143517121 1.002294468131645 0.9997992648627498 0.00855069655881667 -0.0452058669817999 4.90
0.304 0.022 0.59974 0.0000742 0.0025000 4.627 normal 1.0036006863087679 1.0089489116215289 0.0009076766550421569 1.0023822695712687 0.9958670313151137 0.0065858208291419 -0.04183297088712745 4.87
0.304 0.022 0.59974 0.0000742 0.0025000 6.280 normal 1.0028752353950348 1.011758410922421 -0.00028698865859119667 1.0049505903303337 0.9734470768033504 0.0007188515111941625 -0.0373263964241588 9.12
0.304 0.022 0.62079 0.0000742 0.0025000 0.661 normal 1.0019367955697513 1.0163829178625137 -0.00026155272177872735 1.0051201274885544 0.9708698404286059 0.0038830728206688636 -0.0679470040467807 15.06
0.304 0.022 0.62079 0.0000742 0.0025000 0.000 normal 1.0011600966136887 1.0156301587931935 -0.0007008944641285705 1.0045335619298272 0.974144960143084 0.00478973490210529 -0.060726574280874794 14.14
0.304 0.022 0.62079 0.0000742 0.0025000 0.331 normal 1.0017021496652254 1.0164998425426666 -0.0004265031740960847 1.0050606002934594 0.9717235553398558 0.004149780054353491 -0.061687597397390534 14.83
0.304 0.022 0.62079 0.0000742 0.0025000 0.992 normal 1.001798977115826 1.016899563036871 -0.0003947579530897073 1.004573704989745 0.9717059161706506 0.004084396025759558 -0.062647177885045 14.83
0.304 0.022 0.59974 0.0000742 0.0025000 5.619 normal 1.0011716116065097 1.0110551258183602 -0.0002239572795716892 1.0031320239578416 0.9818269226355483 0.0027494179005071204 -0.04095120629511113 7.00
0.304 0.022 0.59974 0.0000742 0.0025000 5.288 normal 1.0001444712805287 1.0095915969732037 -0.00018773638727132767 1.0036517331777346 0.9868397731351162 0.003992170252643561 -0.04334900494494237 6.00
0.304 0.022 0.59974 0.0000742 0.0025000 5.949 normal 1.0021072751933748 1.012167814541147 -0.00012478759033308944 1.0033542074720343 0.9772031147110632 0.0016425305700088675 -0.042472281409280915 8.10
0.304 0.022 0.62079 0.0000742 0.0025000 1.322 normal 1.0012775209486442 1.0163968033398467 -0.0004580646903114941 1.004393514910181 0.9741016077683606 0.0047889061797746855 -0.06345828354355283 14.35
0.304 0.022 0.62079 0.0000742 0.0025000 2.975 normal 1.0085716962442135 1.0139449218755274 0.001769390949684781 1.0022838018037477 0.9965886061371653 0.012288219709436568 -0.06575930404681228 11.77
0.304 0.022 0.62079 0.0000742 0.0025000 2.314 normal 1.0051742403284452 1.0135204363372732 0.0011751217095794116 1.0043921813615615 0.9875517504247896 0.004233273387231488 -0.0745387765620483 12.67
0.304 0.022 0.62079 0.0000742 0.0025000 3.305 normal 1.0086401207672064 1.0130028544798653 0.0019414728882068814 1.0028656702043004 0.9996175018807637 0.013093780641807436 -0.06620897751181622 11.29
0.304 0.022 0.62079 0.0000742 0.0025000 1.653 normal 1.0003837484898495 1.015372671922661 -0.0006062330852287571 1.0042292795111598 0.9778540746679859 0.005991692558865016 -0.06520881126078014 13.75
0.304 0.022 0.62079 0.0000742 0.0025000 1.983 normal 1.0023316992355868 1.0148691348737113 0.0001164769448928348 1.0045874740420189 0.9824953083970828 0.007561558643217899 -0.06667170616323433 13.14
0.304 0.022 0.62079 0.0000742 0.0025000 3.636 normal 1.0093096797322738 1.013128506502586 0.0020000358437346037 1.0027433186903472 0.999604435078197 0.013289667130380767 -0.06590913924189934 10.17
0.304 0.022 0.62079 0.0000742 0.0025000 2.644 normal 1.0075339589395367 1.0143177679010715 0.0015031597629998165 1.0031645394050082 0.9924269263761715 0.010966957072889503 -0.0671280485058724 12.19
0.304 0.022 0.62079 0.0000742 0.0025000 6.280 normal 1.0011545439696508 1.0156243751544807 -0.0006977583909480077 1.0045567943890519 0.9741724221017465 0.004796182256363149 -0.060517585447722344 14.13
0.304 0.022 0.62079 0.0000742 0.0025000 5.949 normal 1.0003728048255267 1.0144023458419469 -0.0006947981941467589 1.0056602309155938 0.977901104500409 0.0051518725776162335 -0.062403165774768454 13.11
0.304 0.022 0.62079 0.0000742 0.0025000 4.627 normal 1.0065125845839062 1.0125248712123918 0.0015657796473838976 1.0039017641256818 0.9964320737683835 0.010835028963052119 -0.06335496417402575 9.72
0.304 0.022 0.62079 0.0000742 0.0025000 5.619 normal 1.0017039000936645 1.013909527595404 -0.0002530786978024253 1.0042445581562216 0.9824902034538683 0.0068565988784865155 -0.059851307675389244 11.89
0.304 0.022 0.62079 0.0000742 0.0025000 3.966 normal 1.0083478562957422 1.0125734223628895 0.0019451180000597868 1.00340742411257 0.9996186635374698 0.012897488326489846 -0.06656191415227083 9.67
0.304 0.022 0.62079 0.0000742 0.0025000 4.958 normal 1.0062519615884746 1.0133593845154767 0.0012973522452623093 1.003363772398784 0.9922793531338369 0.009495842556949489 -0.05993031161726121 10.03
0.304 0.022 0.62079 0.0000742 0.0025000 4.297 normal 1.0070813374452323 1.0122966622908869 0.0017917054489747077 1.003337920460753 0.9994968530523288 0.012025312949002664 -0.06330442484566974 9.80
0.304 0.022 0.62079 0.0000742 0.0025000 5.288 normal 1.0048166169143118 1.013958210097571 0.0008416042471014771 1.0038875833663965 0.9874652018678224 0.008137118717513553 -0.05988018779929621 10.79
0.304 0.022 0.64184 0.0000742 0.0025000 0.331 normal 1.001482577250941 1.018291919804186 -0.0009164552453559424 1.0076661125632507 0.9727689503551652 0.009172230311176458 -0.0871341195375556 22.90
0.304 0.022 0.64184 0.0000742 0.0025000 0.661 normal 1.0008492262647763 1.0189280607713276 -0.0009163090083137471 1.0067542768640845 0.9719399227260967 0.008945597422164301 -0.08844501154270663 23.20
0.304 0.022 0.64184 0.0000742 0.0025000 0.992 normal 1.001322319023415 1.018860238188138 -0.0006247802669700922 1.007342843128305 0.9727619094892749 0.009191940278096907 -0.09127799228384559 23.07
0.304 0.022 0.64184 0.0000742 0.0025000 2.314 normal 1.0101250874393353 1.0190503966412825 0.0019998245689461106 1.0051705191273348 0.9884755584054982 0.014592009267940518 -0.09105817301335949 21.25
0.304 0.022 0.64184 0.0000742 0.0025000 1.653 normal 1.0057002308787948 1.0203253707548148 0.0006765678704132725 1.005320454079963 0.9788799186654656 0.011208893109055432 -0.08787091581241874 22.09
0.304 0.022 0.64184 0.0000742 0.0025000 1.983 normal 1.009231413470862 1.020399510833683 0.0016571455457137852 1.0044314230161984 0.9835077149729597 0.012826982966872175 -0.08877526614718062 21.60
0.304 0.022 0.64184 0.0000742 0.0025000 1.322 normal 1.0029632230421488 1.0201537830808574 -0.00023570918265548597 1.0054911255912702 0.9751566068284413 0.00995365534927071 -0.08629355511307131 22.63
0.304 0.022 0.64184 0.0000742 0.0025000 0.000 normal 1.003067316926791 1.0192748918297956 -0.0004087025162490958 1.0059010059466125 0.9751684592669141 0.009793893723888579 -0.08231169154501645 22.09
0.304 0.022 0.64184 0.0000742 0.0025000 2.644 normal 1.0115697220984798 1.019143784882391 0.002327252465562603 1.0038853256534814 0.9933059664057816 0.016268174817732347 -0.08917767977553635 20.90
0.304 0.022 0.64184 0.0000742 0.0025000 3.966 normal 1.0133978163583888 1.017742048511392 0.0027550465901015958 1.0038667101526324 0.9993622962377622 0.018134694735134693 -0.08779408785961468 17.25
0.304 0.022 0.64184 0.0000742 0.0025000 4.958 normal 1.0101766962024028 1.0178171567222667 0.002093048075821527 1.0043263750910831 0.9931110433893932 0.014596492962835475 -0.08205715650525407 17.86
0.304 0.022 0.64184 0.0000742 0.0025000 3.636 normal 1.013868036676975 1.018043985994736 0.002814658552213172 1.003809096087351 0.999344438602711 0.01856033395171444 -0.08923243730807026 17.93
0.304 0.022 0.64184 0.0000742 0.0025000 3.305 normal 1.012710156127604 1.017497628593775 0.002760969483163456 1.0043904058684452 0.9998574232610664 0.018390897572688823 -0.09088429346194606 19.63
0.304 0.022 0.64184 0.0000742 0.0025000 4.627 normal 1.0106728420101652 1.0172205416302758 0.0023668222853906948 1.0042619897702816 0.997240218466283 0.015987918974948234 -0.08335644517549386 17.63
0.304 0.022 0.64184 0.0000742 0.0025000 4.297 normal 1.0116835913000437 1.0168076684678313 0.002597070174324383 1.0042458612849707 0.9999085946475874 0.017222711595865667 -0.08587778699752285 17.70
0.304 0.022 0.64184 0.0000742 0.0025000 2.975 normal 1.0127276600126003 1.0183270019161912 0.0025928574315459666 1.0034493603644967 0.9974417388284944 0.017599181348097473 -0.0889933212947807 20.48
0.304 0.022 0.64184 0.0000742 0.0025000 5.949 normal 1.0053985010475046 1.0191704204813172 0.0003785308396603557 1.0056330795608435 0.9788741491876288 0.010727210080124554 -0.08192353514801776 20.94
0.304 0.022 0.66289 0.0000742 0.0025000 0.992 normal 1.009361792121412 1.0257000017624065 0.0010641795279174757 1.0069834923031762 0.9741381229432072 0.015219627233456197 -0.11055258668167663 35.18
0.304 0.022 0.64184 0.0000742 0.0025000 6.280 normal 1.0030841059060325 1.0182855491818628 -0.00011691706008328982 1.0074148961537235 0.9751962009309361 0.009801162866453252 -0.0895609592113563 22.11
0.304 0.022 0.64184 0.0000742 0.0025000 5.619 normal 1.0082292048852908 1.0190023448381729 0.0013883669212869608 1.0055923369101947 0.983420182060106 0.011880620183206804 -0.08174314184650448 19.66
0.304 0.022 0.64184 0.0000742 0.0025000 5.288 normal 1.0074878441325201 1.019668859252033 0.001272112909282974 1.002956395837801 0.9883459319102792 0.012038768638648957 -0.08078058658263162 18.64
0.304 0.022 0.66289 0.0000742 0.0025000 0.661 normal 1.0088074412213837 1.025648682289812 0.0007466980687322948 1.0074436043982185 0.973298835813431 0.01476052628293223 -0.10793106437493438 35.21
0.304 0.022 0.66289 0.0000742 0.0025000 0.331 normal 1.0093790686096205 1.0253721964280245 0.0010222077934250824 1.0072375605154729 0.9741153730077196 0.015111031812721686 -0.10811168536336883 34.82
0.304 0.022 0.66289 0.0000742 0.0025000 0.000 normal 1.010910439037779 1.0254805677033672 0.001378034305497444 1.0062048193589785 0.9764744350912894 0.01571097322880688 -0.1058054786554231 33.97
0.304 0.022 0.66289 0.0000742 0.0025000 2.314 normal 1.0156348738693366 1.0248296887953245 0.002966208828443679 1.0054209110163381 0.9896816558132443 0.020775424973288995 -0.11412905196977065 34.16
0.304 0.022 0.66289 0.0000742 0.0025000 1.653 normal 1.0137028421503815 1.0261189173216014 0.0023044753254654344 1.0061141123325694 0.9801804760071261 0.01732780922455334 -0.11168299578031174 34.60
0.304 0.022 0.66289 0.0000742 0.0025000 2.975 normal 1.016752018163402 1.0234316336837215 0.0034222876586885906 1.0055568341364707 0.9985088764388282 0.023781974490760707 -0.1155016316406922 33.55
0.304 0.022 0.66289 0.0000742 0.0025000 2.644 normal 1.0161704217025973 1.0238714010268113 0.003291373727552611 1.0060618201331457 0.994451798914549 0.022460728361294573 -0.11622014269980385 33.94
0.304 0.022 0.66289 0.0000742 0.0025000 3.636 normal 1.0191142098930335 1.0231705794254504 0.0037670342969509806 1.0062217533979847 0.9990098019695866 0.024715202061334554 -0.11793413952747185 29.49
0.304 0.022 0.66289 0.0000742 0.0025000 1.983 normal 1.0143926541497632 1.025310034318281 0.002621741961310255 1.0060753932026656 0.984741797032208 0.018978249927345498 -0.11332467970024299 34.36
0.304 0.022 0.66289 0.0000742 0.0025000 3.305 normal 1.0187485852673137 1.023504358246687 0.003716355179124017 1.005054755584874 0.9995141584037903 0.024561348275765737 -0.11565894306169226 31.63
0.304 0.022 0.66289 0.0000742 0.0025000 1.322 normal 1.0110560312633134 1.0260211386237819 0.0016721038483642977 1.0067093177102153 0.9764987619808162 0.016029816965163316 -0.1113459627071709 34.93
0.304 0.022 0.66289 0.0000742 0.0025000 4.958 normal 1.0136800775382484 1.0230190038546987 0.002853947251273692 1.0055125779195042 0.9941960501952302 0.020599862689657383 -0.10752208450583887 29.82
0.304 0.022 0.66289 0.0000742 0.0025000 5.949 normal 1.0132110509368475 1.0252777909866657 0.0021722225795658247 1.006350029831131 0.9801289790893027 0.016641478252648518 -0.10551020116469517 32.77
0.304 0.022 0.66289 0.0000742 0.0025000 4.627 normal 1.0146114168950024 1.0216399413633697 0.003188271814687248 1.0070777538214273 0.9982701183427097 0.022031190911373278 -0.11160482907940021 29.74
0.304 0.022 0.66289 0.0000742 0.0025000 5.619 normal 1.0137249906584012 1.0241998881380592 0.002458987601062214 1.006473017993299 0.9846213389736904 0.017810224490006542 -0.10665298725652995 31.52
0.304 0.022 0.66289 0.0000742 0.0025000 4.297 normal 1.015022602775577 1.0215230965073714 0.0029086855142731283 1.0062598718091869 0.9995737661519735 0.023308384406978248 -0.11421368901307932 29.15
0.304 0.022 0.66289 0.0000742 0.0025000 3.966 normal 1.018738166457768 1.0226881218858028 0.0037027919182772277 1.0056937524054037 0.9990304733378135 0.02425629370808318 -0.11664379720662162 28.61
0.304 0.022 0.66289 0.0000742 0.0025000 6.280 normal 1.0109328074184194 1.0253159127700318 0.0014527359903654417 1.0062599228961935 0.9765063825432697 0.015719955608235622 -0.10694189226046369 33.96
0.304 0.022 0.66289 0.0000742 0.0025000 5.288 normal 1.0139593087404488 1.0227072918772169 0.002626668385331617 1.0069033819428554 0.9894844992326668 0.019159400232328566 -0.10829369499512739 30.45
0.304 0.022 0.68395 0.0000742 0.0025000 0.331 normal 1.0183601936741062 1.0323435650217951 0.0029648148089910548 1.0074166920654217 0.975770956309422 0.021959862980629467 -0.13446774699046682 52.03
0.304 0.022 0.68395 0.0000742 0.0025000 1.983 normal 1.0204157658155137 1.031150692858008 0.0037257826358056897 1.0069823120896757 0.9862733514902553 0.02602303908833424 -0.14184994517161198 52.61
0.304 0.022 0.68395 0.0000742 0.0025000 0.661 normal 1.0180531000049884 1.0327855806473256 0.0029277446098777554 1.0071285197830393 0.974967578497215 0.02180554109958849 -0.13511477694754276 52.53
0.304 0.022 0.68395 0.0000742 0.0025000 0.992 normal 1.018309766748062 1.0324865044613805 0.002989892099365768 1.0076059291719086 0.9757863574776117 0.02214399074257091 -0.13668695103873255 52.69
0.304 0.022 0.68395 0.0000742 0.0025000 2.314 normal 1.0192013607565404 1.0295911718112418 0.003082306433817485 1.0059752913197995 0.9911199270035757 0.027484755639766694 -0.15046727181048597 52.74
0.304 0.022 0.68395 0.0000742 0.0025000 1.322 normal 1.0186670944193337 1.0318970198912318 0.0031539989420471173 1.0077822206716152 0.9781431795985011 0.023005491663469217 -0.13931162785645776 52.65
0.304 0.022 0.68395 0.0000742 0.0025000 0.000 normal 1.0185877627221551 1.0314363271530813 0.0030884245198781095 1.008033383573939 0.978071632570526 0.02253451926953944 -0.1345777531212829 51.12
0.304 0.022 0.68395 0.0000742 0.0025000 1.653 normal 1.019207732005063 1.0317834325151425 0.003407901032232497 1.007554395281747 0.9817699033202824 0.02434224566485686 -0.1404680025214754 52.59
0.304 0.022 0.68395 0.0000742 0.0025000 2.975 normal 1.0199597591775853 1.0275540567341712 0.003920242327600498 1.0081085633986164 0.9998158433007166 0.030837649456759503 -0.14792764845265619 52.25
0.304 0.022 0.68395 0.0000742 0.0025000 4.627 normal 1.0183391108270627 1.0267280671417363 0.0037608981145753 1.0079730350633356 0.9995486296936787 0.028958453340004495 -0.14019039289396223 47.29
0.304 0.022 0.68395 0.0000742 0.0025000 3.305 normal 1.0240150759376765 1.0283258824002295 0.0045729017245118245 1.0079284184230386 0.9990969558240186 0.0316000295557449 -0.15083816295051766 48.54
0.304 0.022 0.68395 0.0000742 0.0025000 2.644 normal 1.0219503154598928 1.029835440084709 0.004388570586965923 1.0069647752953728 0.9958095395721126 0.029519646466629062 -0.14626365489838047 52.58
0.304 0.022 0.68395 0.0000742 0.0025000 4.297 normal 1.023766923560783 1.0286931804619641 0.004620028199178222 1.0064673026679545 0.9991594764138674 0.030271180809471908 -0.14197196631519252 45.34
0.304 0.022 0.68395 0.0000742 0.0025000 3.636 normal 1.0244437521718028 1.029672605956751 0.004068493114898751 1.0056993408898167 0.9985995443063633 0.03173228808740467 -0.142191982886066 45.90
0.304 0.022 0.68395 0.0000742 0.0025000 3.966 normal 1.0233022670542726 1.0296473279308636 0.003912993147926289 1.0053707872932245 0.9986239798116487 0.031249794091607656 -0.14480893735024916 44.79
0.304 0.022 0.68395 0.0000742 0.0025000 4.958 normal 1.020459838661542 1.0292711537154962 0.00410461545023419 1.0055462606842407 0.9955180849213908 0.027487736093005158 -0.13669896155975567 47.16
0.304 0.022 0.68395 0.0000742 0.0025000 5.288 normal 1.0193929966453403 1.0291115784592817 0.003812880513981123 1.0078056001663334 0.9908778826882868 0.026011412050776245 -0.13607772471308058 47.65
0.304 0.022 0.70500 0.0000742 0.0025000 0.661 normal 1.0220247562488316 1.036885395108776 0.003682082317156055 1.011248549836329 0.9769220270862821 0.029580739694453455 -0.1718803038813706 76.60
0.304 0.022 0.70500 0.0000742 0.0025000 0.992 normal 1.0182480519700037 1.035402217188586 0.0026892218094906554 1.0116680092869497 0.9777605981924921 0.029968057363777677 -0.17582355018743678 77.02
0.304 0.022 0.68395 0.0000742 0.0025000 5.949 normal 1.0191259875734828 1.030957645383348 0.003284967145266101 1.0073356291641409 0.9816651484327196 0.023458379471528734 -0.13350778222353799 49.92
0.304 0.022 0.70500 0.0000742 0.0025000 0.331 normal 1.0235050020521237 1.0370995077899752 0.0038824014618867044 1.0112720268487967 0.9777056812976328 0.02970089532095773 -0.16884462121952643 75.94
0.304 0.022 0.68395 0.0000742 0.0025000 5.619 normal 1.014238055477458 1.0311775229215432 0.0018554820487841008 1.003556814924207 0.9860835219413523 0.022463549910390856 -0.13434215382500173 48.88
0.304 0.022 0.68395 0.0000742 0.0025000 6.280 normal 1.0185544562679825 1.0313856054930588 0.00308966381099813 1.0080879015635855 0.9780984776468192 0.02254025939909031 -0.13473115158563376 51.12
0.304 0.022 0.70500 0.0000742 0.0025000 0.000 normal 1.0241702497187337 1.0379507658656435 0.004304772166370972 1.0089743633532235 0.9799627459705337 0.030251217952585566 -0.1684427787046528 74.94
0.304 0.022 0.70500 0.0000742 0.0025000 1.983 normal 1.021546301175489 1.0356808041162868 0.0037348063250526972 1.0103765010767634 0.9880584495113153 0.0339412061229055 -0.17738741379869707 77.79
0.304 0.022 0.70500 0.0000742 0.0025000 2.314 normal 1.0269807693451567 1.0365118225805339 0.005284502373589733 1.0099780687752802 0.9928310514213295 0.0357578538224268 -0.17603096613747052 78.07
0.304 0.022 0.70500 0.0000742 0.0025000 1.653 normal 1.025508184980065 1.0376769693283798 0.004646248679222134 1.009630829611584 0.983633789591031 0.032237894290272094 -0.173284890755744 77.41
0.304 0.022 0.70500 0.0000742 0.0025000 3.305 normal 1.017719477025808 1.0305887045062718 0.001933283803218976 1.0117323255115271 0.9986015178389731 0.03949286101876519 -0.18626570239343618 71.63
0.304 0.022 0.70500 0.0000742 0.0025000 3.636 normal 1.0166586244638562 1.029992884541956 0.0014608506230959285 1.011759889982835 0.9981175570503134 0.03960215659370085 -0.18565306185620895 68.51
0.304 0.022 0.70500 0.0000742 0.0025000 2.644 normal 1.0282603797066607 1.035252614714216 0.005616672162724169 1.0107804113331302 0.9974251442195562 0.03743870384373627 -0.17797578233518072 78.19
0.304 0.022 0.70500 0.0000742 0.0025000 2.975 normal 1.030246563278778 1.0347198758212672 0.005868809564124019 1.0113944629882408 0.9995466773295874 0.03874741183666725 -0.17753363239660383 76.05
0.304 0.022 0.70500 0.0000742 0.0025000 1.322 normal 1.0244675145804099 1.0382496364415217 0.004392240226848426 1.0098248440625215 0.9800884957103679 0.03087269101004291 -0.17165719713740488 77.15
0.304 0.022 0.70500 0.0000742 0.0025000 4.958 normal 1.0233571540017434 1.0332050434134872 0.00454880317817554 1.0103164536842533 0.997094817202236 0.03525046820399404 -0.17204639023974455 71.27
0.304 0.022 0.70500 0.0000742 0.0025000 5.619 normal 1.0229000375178854 1.0352617492415381 0.004158082864085254 1.0099597966936962 0.9878222842824853 0.032356511673888616 -0.1686931827487758 72.50
0.304 0.022 0.70500 0.0000742 0.0025000 5.288 normal 1.0228561567888057 1.0338126162872414 0.004325290427605624 1.010647492269592 0.9925244809687676 0.03374811048618767 -0.17106623014397054 71.60
0.304 0.022 0.70500 0.0000742 0.0025000 4.297 normal 1.0194074970602054 1.0311226937679063 0.0026531467509219595 1.0109776257787675 0.9986732028233833 0.038089676429750474 -0.1798446910358377 67.63
0.304 0.022 0.70500 0.0000742 0.0025000 4.627 normal 1.0111362386013407 1.0284680520584533 0.0006883911362161732 1.0103057761112635 0.999649931975912 0.036751368533495164 -0.17695818536037947 70.51
0.304 0.022 0.70500 0.0000742 0.0025000 5.949 normal 1.0250300582294103 1.0368021659704163 0.0044965510341227425 1.0090281209518464 0.9834832347529406 0.031165760930931083 -0.1660979148363338 73.70
0.304 0.022 0.70500 0.0000742 0.0025000 3.966 normal 1.031857530915459 1.0350169309808528 0.005874301752710557 1.011491358233739 0.9981426388585215 0.03909993022066162 -0.17854559290901112 66.94
0.304 0.022 0.70500 0.0000742 0.0025000 6.280 normal 1.0240362972588701 1.0359723232068814 0.00430611710129736 1.0146080019095065 0.9799869330137131 0.030257816133047344 -0.17220475707194052 75.02
