Sin2Theta12 Sin2Theta13 Sin2Theta23 Dm221 Dm231 dCP Ordering FluxNormalization_Below1GeV FluxNormalization_Above1GeV FluxTilt NuNuBarRatio FlavorRatio ZenithFluxUp ZenithFluxDown ORCAEnergyScale ShowerClassification TrackClassification IntermediateClassification XSecNuTau NCoverCC NCHad DIS CCQE CCQENuBarNu CCQEMuE CC1Pi_Pi0Pi CC1Pi_NuBarNuE CC1Pi_NuBarNuMu CC1PiProduction CohPiProduction AxialMass X2 
0.304 0.022 0.32605 0.0000742 0.0021500 4.140 normal 1.0 0.9920910480859245 -0.005382491598440759 1.019832109913304 1.011858712375215 -0.11811484930074165 -0.04291076491453816 1.0 0.9679768119062551 1.0072748461015202 1.1060030690060612 0.9291301879795871 0.9776608443786193 0.9966375806042708 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.145022039242782 402.96
0.304 0.022 0.32605 0.0000742 0.0025000 4.140 normal 1.0 0.9985801122807281 -0.013994825711498153 1.0151727546482125 1.0093586053271548 -0.09497770523218231 -0.0500879234850156 1.0 0.9434757030093869 0.9922707779922346 1.0769224325533635 0.956939142493526 1.0378957807883817 1.036982145662297 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0999250853119535 189.98
0.304 0.022 0.32605 0.0000742 0.0029000 4.140 normal 1.0 0.9967773707827985 -0.006524592011524831 1.009334733800556 1.0078587183551488 -0.04779695024871015 -0.043048681344639086 1.0 0.9551873437703967 1.0013287659841683 1.0666908698537898 0.9699988841257171 1.0125109979385005 1.0122137928517998 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.1397620181079677 581.30
0.304 0.022 0.32605 0.0000742 0.0028500 4.140 normal 1.0 0.9956905086135555 -0.0072444381325457805 1.0096771875309767 1.0068671602577821 -0.07713608189139394 -0.0592486007043054 1.0 0.9485581822625418 1.00037297865746 1.0674714739585258 0.968155196671087 1.0139700476157394 1.014183484452942 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.1526968120615706 513.40
0.304 0.022 0.32605 0.0000742 0.0028000 4.140 normal 1.0 0.9962560268822739 -0.008180158346744971 1.0101697983677207 1.008890423188706 -0.06185490765111517 -0.0422211451762282 1.0 0.9522121563532814 1.0000555324134575 1.0687169865508663 0.9665379395564655 1.0193376646652204 1.0188766082032061 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.1443983558822903 440.92
0.304 0.022 0.32605 0.0000742 0.0027500 4.140 normal 1.0 0.9955012279334864 -0.009618215775456497 1.0109927058884967 1.0090214153785906 -0.07603266195967519 -0.045691153719159924 1.0 0.9507467244839317 0.99907962713522 1.0697107310668985 0.9653387245516392 1.0223051940949657 1.0217724204301 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.1513716935047444 378.29
0.304 0.022 0.32605 0.0000742 0.0026000 4.140 normal 1.0 0.9967034333141837 -0.012992437105398729 1.0135841242220032 1.0091700107791866 -0.14175926216104576 -0.05123080041878197 1.0 0.9437220076359594 0.9931510460825758 1.0709033537245964 0.9612372344881811 1.0312864601917169 1.0305350379139258 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.178929408361556 238.84
0.304 0.022 0.32605 0.0000742 0.0026500 4.140 normal 1.0 0.9958305530618337 -0.011741630370001008 1.0126698685939326 1.0091683390501012 -0.12533764087002605 -0.05026820451808443 1.0 0.9462369374054425 0.995518876461959 1.0702852719447513 0.9627377822542594 1.0282788115336836 1.0276008794957974 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.1720742441351888 277.01
0.304 0.022 0.32605 0.0000742 0.0025500 4.140 normal 1.0 0.9927131530673854 -0.014445012840380923 1.0143933067682942 1.0092464927695275 -0.15692628253467722 -0.05075190632222615 1.0 0.946935895028464 0.9955881826044428 1.0767780459632725 0.9592449564992432 1.0345227716369498 1.033692049791211 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.184705888951169 210.61
0.304 0.022 0.32605 0.0000742 0.0027000 4.140 normal 1.0 0.9959588073401282 -0.01006653514216155 1.011674364689278 1.0091739659204668 -0.09786689533374741 -0.04678097804936786 1.0 0.9484944059049392 0.9979289186200191 1.0698650043926632 0.9635458236159201 1.0256345041012032 1.0250210300324751 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.1563701054291455 322.74
0.304 0.022 0.32605 0.0000742 0.0029500 4.140 normal 1.0 0.9968179520126721 -0.005530119887085162 1.0091838872894368 1.0070909638924554 -0.04506392835280225 -0.04739135649637212 1.0 0.9557919533067035 1.0024833599118954 1.0652625786798222 0.9723104442651236 1.0088001625338003 1.0085914914570377 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.139548071104082 656.73
0.304 0.022 0.34711 0.0000742 0.0020000 4.140 normal 1.0 1.004496351905415 5.921648576933418e-05 1.0145609389931862 1.0138163914890421 -0.2156022435282188 -0.043074981861631036 1.0 0.966676360738282 0.9994057037127606 1.0872254034162967 0.9158210961927773 0.9554226104176201 0.9592893237573441 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.2089076993205514 561.34
0.304 0.022 0.32605 0.0000742 0.0030000 4.140 normal 1.0 0.9961962697706201 -0.004792519361921784 1.0093194523121336 1.006007366354277 0.0356374058995354 -0.05273054108873742 1.0 0.9621198432905962 1.0066183277744443 1.0681847110495275 0.9751544697926894 1.004644974015834 1.0045350372356743 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0703979433778255 729.39
0.304 0.022 0.34711 0.0000742 0.0020500 4.140 normal 1.0 1.0085982778697495 0.000537204813707105 1.0136562619361302 1.0130311701147403 -0.1890817236888055 -0.03589785695150221 1.0 0.9665003355582314 0.999271982623885 1.0810555624385574 0.9218373901888414 0.9452333152579993 0.9515866957155331 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.2023810022017192 490.18
0.304 0.022 0.34711 0.0000742 0.0022500 4.140 normal 1.0 1.0084250568680884 -0.0006771237916582398 1.0103889160788166 1.0104898252831767 -0.14540103563636697 -0.03624043172655626 1.0 0.9646024034841423 0.998372390770453 1.066087647798692 0.9435872347536436 0.9632597305647671 0.9673995803649169 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.167910094514275 244.98
0.304 0.022 0.34711 0.0000742 0.0021000 4.140 normal 1.0 1.005946738863932 0.0010170980319629266 1.0127406021484449 1.0122704111594687 -0.1731652988089287 -0.03800780718748947 1.0 0.9686502740372122 0.9989863463081534 1.0799987479936828 0.9277103136272888 0.9527234795300382 0.9600401961792393 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.188148838070444 421.71
