SqT23 DM31 X2
0.456656 0.00243 47.618
0.456656 0.00244 37.2257
0.456656 0.00245 28.1554
0.456656 0.00246 20.7905
0.456656 0.00247 15.233
0.456656 0.00248 11.3379
0.456656 0.00249 8.79985
0.456656 0.0025 7.26949
0.456656 0.00251 6.47162
0.456656 0.00252 6.29431
0.456656 0.00253 6.82732
0.456656 0.00254 8.33941
0.456656 0.00255 11.199
0.456656 0.00256 15.7568
0.456656 0.00257 22.2192
0.456656 0.00258 30.5438
0.456656 0.00259 40.3858
0.456656 0.0026 51.1114
0.456656 0.00261 61.8794
0.456656 0.00262 71.7768
0.456656 0.00263 79.9803
0.456656 0.00264 85.9076
0.456656 0.00265 89.3255
0.456656 0.00266 90.3896
0.456656 0.00267 89.6071
0.456656 0.00268 87.7288
0.456656 0.00269 85.5974
0.456656 0.0027 83.9834
0.456656 0.00271 83.4473
0.456656 0.00272 84.2571
0.456656 0.00273 86.3779
0.456656 0.00274 89.5318
0.456656 0.00275 93.3119
0.456656 0.00276 97.3176
0.456656 0.00277 101.28
0.456656 0.00278 105.141
0.456656 0.00279 109.074
0.464631 0.0023 105.479
0.464631 0.00231 102.467
0.464631 0.00232 100.849
0.464631 0.00233 100.43
0.464631 0.00234 100.729
0.464631 0.00235 101.044
0.464631 0.00236 100.588
0.464631 0.00237 98.626
0.464631 0.00238 94.6292
0.464631 0.00239 88.3763
0.464631 0.0024 80.0019
0.464631 0.00241 69.9739
0.464631 0.00242 59.0074
0.464631 0.00243 47.9332
0.464631 0.00244 37.5511
0.464631 0.00245 28.4975
0.464631 0.00246 21.1561
0.464631 0.00247 15.6282
0.464631 0.00248 11.767
0.464631 0.00249 9.26445
0.464631 0.0025 7.76847
0.464631 0.00251 7.00153
0.464631 0.00252 6.85019
0.464631 0.00253 7.40385
0.464631 0.00254 8.93202
0.464631 0.00255 11.8048
0.464631 0.00256 16.375
0.464631 0.00257 22.8508
0.464631 0.00258 31.1915
0.464631 0.00259 41.0523
0.464631 0.0026 51.7987
0.464631 0.00261 62.5877
0.464631 0.00262 72.5042
0.464631 0.00263 80.7226
0.464631 0.00264 86.6588
0.464631 0.00265 90.0793
0.464631 0.00266 91.1403
0.464631 0.00267 90.3509
0.464631 0.00268 88.465
0.464631 0.00269 86.3282
0.464631 0.0027 84.7135
0.464631 0.00271 84.1834
0.464631 0.00272 85.0063
0.464631 0.00273 87.1462
0.464631 0.00274 90.3234
0.464631 0.00275 94.1279
0.464631 0.00276 98.1565
0.464631 0.00277 102.138
0.464631 0.00278 106.014
0.464631 0.00279 109.957
0.472616 0.0023 105.745
0.472616 0.00231 102.711
0.472616 0.00232 101.076
0.472616 0.00233 100.647
0.472616 0.00234 100.941
0.472616 0.00235 101.258
0.472616 0.00236 100.806
0.472616 0.00237 98.8498
0.472616 0.00238 94.8589
0.472616 0.00239 88.6105
0.472616 0.0024 80.2392
0.472616 0.00241 70.2133
0.472616 0.00242 59.2493
0.472616 0.00243 48.1795
0.472616 0.00244 37.8054
0.472616 0.00245 28.7646
0.472616 0.00246 21.4412
0.472616 0.00247 15.936
0.472616 0.00248 12.1008
0.472616 0.00249 9.62559
0.472616 0.0025 8.15633
0.472616 0.00251 7.41361
0.472616 0.00252 7.28277
0.472616 0.00253 7.85281
0.472616 0.00254 9.39372
0.472616 0.00255 12.2768
0.472616 0.00256 16.8563
0.472616 0.00257 23.3422
0.472616 0.00258 31.6945
0.472616 0.00259 41.5691
0.472616 0.0026 52.3308
0.472616 0.00261 63.1354
0.472616 0.00262 73.0662
0.472616 0.00263 81.2958
0.472616 0.00264 87.2391
0.472616 0.00265 90.6616
0.472616 0.00266 91.7205
0.472616 0.00267 90.9259
0.472616 0.00268 89.034
0.472616 0.00269 86.8924
0.472616 0.0027 85.2767
0.472616 0.00271 84.7503
0.472616 0.00272 85.5822
0.472616 0.00273 87.7358
0.472616 0.00274 90.9299
0.472616 0.00275 94.7523
0.472616 0.00276 98.798
0.472616 0.00277 102.794
0.472616 0.00278 106.68
0.472616 0.00279 110.631
0.480607 0.0023 105.871
0.480607 0.00231 102.82
0.480607 0.00232 101.173
0.480607 0.00233 100.736
0.480607 0.00234 101.027
0.480607 0.00235 101.344
0.480607 0.00236 100.895
0.480607 0.00237 98.9448
0.480607 0.00238 94.9592
0.480607 0.00239 88.7156
0.480607 0.0024 80.3478
0.480607 0.00241 70.3247
0.480607 0.00242 59.3633
0.480607 0.00243 48.2972
0.480607 0.00244 37.9289
0.480607 0.00245 28.897
0.480607 0.00246 21.5858
0.480607 0.00247 16.096
0.480607 0.00248 12.2787
0.480607 0.00249 9.82251
0.480607 0.0025 8.37211
0.480607 0.00251 7.64675
0.480607 0.00252 7.53079
0.480607 0.00253 8.11283
0.480607 0.00254 9.66303
0.480607 0.00255 12.5534
0.480607 0.00256 17.1392
0.480607 0.00257 23.6315
0.480607 0.00258 31.9911
0.480607 0.00259 41.8743
0.480607 0.0026 52.6458
0.480607 0.00261 63.4606
0.480607 0.00262 73.4008
0.480607 0.00263 81.6381
0.480607 0.00264 87.5863
0.480607 0.00265 91.0106
0.480607 0.00266 92.0681
0.480607 0.00267 91.27
0.480607 0.00268 89.3736
0.480607 0.00269 87.2282
0.480607 0.0027 85.6106
0.480607 0.00271 85.0855
0.480607 0.00272 85.9223
0.480607 0.00273 88.0842
0.480607 0.00274 91.2887
0.480607 0.00275 95.1226
0.480607 0.00276 99.1791
0.480607 0.00277 103.184
0.480607 0.00278 107.077
0.480607 0.00279 111.032
0.488603 0.0023 105.817
0.488603 0.00231 102.756
0.488603 0.00232 101.101
0.488603 0.00233 100.658
0.488603 0.00234 100.946
0.488603 0.00235 101.264
0.488603 0.00236 100.818
0.488603 0.00237 98.8713
0.488603 0.00238 94.8905
0.488603 0.00239 88.6514
0.488603 0.0024 80.2876
0.488603 0.00241 70.2677
0.488603 0.00242 59.3091
0.488603 0.00243 48.2458
0.488603 0.00244 37.8809
0.488603 0.00245 28.8536
0.488603 0.00246 21.5487
0.488603 0.00247 16.067
0.488603 0.00248 12.2593
0.488603 0.00249 9.81376
0.488603 0.0025 8.37424
0.488603 0.00251 7.65921
0.488603 0.00252 7.55239
0.488603 0.00253 8.14193
0.488603 0.00254 9.6979
0.488603 0.00255 12.5925
0.488603 0.00256 17.1815
0.488603 0.00257 23.6766
0.488603 0.00258 32.0391
0.488603 0.00259 41.9258
0.488603 0.0026 52.7014
0.488603 0.00261 63.5208
0.488603 0.00262 73.4657
0.488603 0.00263 81.7071
0.488603 0.00264 87.6582
0.488603 0.00265 91.0837
0.488603 0.00266 92.1407
0.488603 0.00267 91.3406
0.488603 0.00268 89.4412
0.488603 0.00269 87.2926
0.488603 0.0027 85.6726
0.488603 0.00271 85.1464
0.488603 0.00272 85.9839
0.488603 0.00273 88.1482
0.488603 0.00274 91.3567
0.488603 0.00275 95.1954
0.488603 0.00276 99.2567
0.488603 0.00277 103.265
0.488603 0.00278 107.161
0.488603 0.00279 111.117
0.496602 0.0023 105.564
0.496602 0.00231 102.498
0.496602 0.00232 100.838
0.496602 0.00233 100.392
0.496602 0.00234 100.679
0.496602 0.00235 100.996
0.496602 0.00236 100.552
0.496602 0.00237 98.6085
0.496602 0.00238 94.6317
0.496602 0.00239 88.3971
0.496602 0.0024 80.0376
0.496602 0.00241 70.0214
0.496602 0.00242 59.0655
0.496602 0.00243 48.0039
0.496602 0.00244 37.6399
0.496602 0.00245 28.613
0.496602 0.00246 21.3084
0.496602 0.00247 15.8273
0.496602 0.00248 12.0208
0.496602 0.00249 9.57723
0.496602 0.0025 8.14045
0.496602 0.00251 7.42865
0.496602 0.00252 7.32512
0.496602 0.00253 7.91757
0.496602 0.00254 9.47567
0.496602 0.00255 12.3713
0.496602 0.00256 16.9604
0.496602 0.00257 23.4545
0.496602 0.00258 31.8155
0.496602 0.00259 41.7005
0.496602 0.0026 52.4746
0.496602 0.00261 63.2931
0.496602 0.00262 73.2379
0.496602 0.00263 81.4797
0.496602 0.00264 87.4316
0.496602 0.00265 90.8579
0.496602 0.00266 91.9152
0.496602 0.00267 91.1147
0.496602 0.00268 89.2137
0.496602 0.00269 87.0627
0.496602 0.0027 85.4394
0.496602 0.00271 84.9096
0.496602 0.00272 85.7435
0.496602 0.00273 87.9046
0.496602 0.00274 91.1104
0.496602 0.00275 94.9471
0.496602 0.00276 99.0069
0.496602 0.00277 103.014
0.496602 0.00278 106.908
0.496602 0.00279 110.862
0.504602 0.0023 105.11
0.504602 0.00231 102.045
0.504602 0.00232 100.385
0.504602 0.00233 99.9379
0.504602 0.00234 100.223
0.504602 0.00235 100.54
0.504602 0.00236 100.096
0.504602 0.00237 98.1548
0.504602 0.00238 94.1813
0.504602 0.00239 87.9508
0.504602 0.0024 79.5958
0.504602 0.00241 69.5836
0.504602 0.00242 58.6303
0.504602 0.00243 47.5693
0.504602 0.00244 37.2036
0.504602 0.00245 28.1727
0.504602 0.00246 20.8622
0.504602 0.00247 15.3741
0.504602 0.00248 11.5603
0.504602 0.00249 9.11014
0.504602 0.0025 7.6679
0.504602 0.00251 6.9521
0.504602 0.00252 6.84593
0.504602 0.00253 7.43663
0.504602 0.00254 8.99317
0.504602 0.00255 11.8867
0.504602 0.00256 16.4726
0.504602 0.00257 22.962
0.504602 0.00258 31.317
0.504602 0.00259 41.195
0.504602 0.0026 51.962
0.504602 0.00261 62.7741
0.504602 0.00262 72.7138
0.504602 0.00263 80.9524
0.504602 0.00264 86.903
0.504602 0.00265 90.3296
0.504602 0.00266 91.388
0.504602 0.00267 90.5884
0.504602 0.00268 88.6874
0.504602 0.00269 86.5345
0.504602 0.0027 84.9072
0.504602 0.00271 84.3712
0.504602 0.00272 85.1971
0.504602 0.00273 87.3492
0.504602 0.00274 90.5458
0.504602 0.00275 94.3737
0.504602 0.00276 98.4256
0.504602 0.00277 102.426
0.504602 0.00278 106.314
0.504602 0.00279 110.262
0.512601 0.0023 104.474
0.512601 0.00231 101.414
0.512601 0.00232 99.7579
0.512601 0.00233 99.3124
0.512601 0.00234 99.5971
0.512601 0.00235 99.9133
0.512601 0.00236 99.4686
0.512601 0.00237 97.5277
0.512601 0.00238 93.5564
0.512601 0.00239 87.3298
0.512601 0.0024 78.9794
0.512601 0.00241 68.9714
0.512601 0.00242 58.0205
0.512601 0.00243 46.959
0.512601 0.00244 36.5889
0.512601 0.00245 27.5495
0.512601 0.00246 20.2269
0.512601 0.00247 14.7242
0.512601 0.00248 10.8947
0.512601 0.00249 8.42908
0.512601 0.0025 6.9731
0.512601 0.00251 6.24604
0.512601 0.00252 6.13123
0.512601 0.00253 6.71544
0.512601 0.00254 8.26667
0.512601 0.00255 11.1549
0.512601 0.00256 15.7342
0.512601 0.00257 22.2152
0.512601 0.00258 30.5596
0.512601 0.00259 40.4254
0.512601 0.0026 51.1797
0.512601 0.00261 61.9797
0.512601 0.00262 71.9094
0.512601 0.00263 80.1411
0.512601 0.00264 86.0883
0.512601 0.00265 89.5145
0.512601 0.00266 90.5748
0.512601 0.00267 89.7777
0.512601 0.00268 87.878
0.512601 0.00269 85.7239
0.512601 0.0027 84.0917
0.512601 0.00271 83.5469
0.512601 0.00272 84.3605
0.512601 0.00273 86.4977
0.512601 0.00274 89.6784
0.512601 0.00275 93.4906
0.512601 0.00276 97.5281
0.512601 0.00277 101.516
0.512601 0.00278 105.394
0.512601 0.00279 109.332
0.520596 0.0023 103.692
0.520596 0.00231 100.644
0.520596 0.00232 98.9947
0.520596 0.00233 98.5525
0.520596 0.00234 98.8372
0.520596 0.00235 99.1517
0.520596 0.00236 98.7051
0.520596 0.00237 96.7635
0.520596 0.00238 92.7936
0.520596 0.00239 86.5704
0.520596 0.0024 78.2247
0.520596 0.00241 68.2211
0.520596 0.00242 57.2724
0.520596 0.00243 46.2091
0.520596 0.00244 35.8318
0.520596 0.00245 26.7795
0.520596 0.00246 19.4386
0.520596 0.00247 13.9136
0.520596 0.00248 10.0598
0.520596 0.00249 7.57001
0.520596 0.0025 6.09199
0.520596 0.00251 5.34634
0.520596 0.00252 5.21686
0.520596 0.00253 5.78979
0.520596 0.00254 7.3319
0.520596 0.00255 10.2115
0.520596 0.00256 14.7809
0.520596 0.00257 21.2496
0.520596 0.00258 29.5789
0.520596 0.00259 39.4273
0.520596 0.0026 50.163
0.520596 0.00261 60.9454
0.520596 0.00262 70.8602
0.520596 0.00263 79.0813
0.520596 0.00264 85.0229
0.520596 0.00265 88.4483
0.520596 0.00266 89.5111
0.520596 0.00267 88.7178
0.520596 0.00268 86.8208
0.520596 0.00269 84.666
0.520596 0.0027 83.0281
0.520596 0.00271 82.4718
0.520596 0.00272 83.2687
0.520596 0.00273 85.3852
0.520596 0.00274 88.5432
0.520596 0.00275 92.3328
0.520596 0.00276 96.3496
0.520596 0.00277 100.32
0.520596 0.00278 104.182
0.520596 0.00279 108.108
0.528586 0.0023 102.821
0.528586 0.00231 99.7893
0.528586 0.00232 98.1511
0.528586 0.00233 97.7142
0.528586 0.00234 97.9994
0.528586 0.00235 98.3114
0.528586 0.00236 97.8616
0.528586 0.00237 95.9178
0.528586 0.00238 91.9483
0.528586 0.00239 85.7282
0.528586 0.0024 77.3871
0.528586 0.00241 67.388
0.528586 0.00242 56.4413
0.528586 0.00243 45.3749
0.528586 0.00244 34.9878
0.528586 0.00245 25.918
0.528586 0.00246 18.5526
0.528586 0.00247 12.9977
0.528586 0.00248 9.11095
0.528586 0.00249 6.58828
0.528586 0.0025 5.07992
0.528586 0.00251 4.30837
0.528586 0.00252 4.15813
0.528586 0.00253 4.71498
0.528586 0.00254 6.24411
0.528586 0.00255 9.11165
0.528586 0.00256 13.6678
0.528586 0.00257 20.1204
0.528586 0.00258 28.43
0.528586 0.00259 38.2556
0.528586 0.0026 48.9672
0.528586 0.00261 59.7262
0.528586 0.00262 69.6212
0.528586 0.00263 77.8279
0.528586 0.00264 83.7617
0.528586 0.00265 87.1856
0.528586 0.00266 88.2516
0.528586 0.00267 87.4635
0.528586 0.00268 85.5706
0.528586 0.00269 83.4157
0.528586 0.0027 81.7711
0.528586 0.00271 81.2007
0.528586 0.00272 81.9764
0.528586 0.00273 84.0664
0.528586 0.00274 87.1949
0.528586 0.00275 90.955
0.528586 0.00276 94.9445
0.528586 0.00277 98.8912
0.528586 0.00278 102.734
0.528586 0.00279 106.644
0.536569 0.0023 101.936
0.536569 0.00231 98.9257
0.536569 0.00232 97.3021
0.536569 0.00233 96.8723
0.536569 0.00234 97.1585
0.536569 0.00235 97.4672
0.536569 0.00236 97.0127
0.536569 0.00237 95.0655
0.536569 0.00238 91.0953
0.536569 0.00239 84.8776
0.536569 0.0024 76.5413
0.536569 0.00241 66.5468
0.536569 0.00242 55.6017
0.536569 0.00243 44.5309
0.536569 0.00244 34.1313
0.536569 0.00245 25.0396
0.536569 0.00246 17.6436
0.536569 0.00247 12.0511
0.536569 0.00248 8.12298
0.536569 0.00249 5.55867
0.536569 0.0025 4.01169
0.536569 0.00251 3.20691
0.536569 0.00252 3.02985
0.536569 0.00253 3.56577
0.536569 0.00254 5.07804
0.536569 0.00255 7.93018
0.536569 0.00256 12.4697
0.536569 0.00257 18.9022
0.536569 0.00258 27.1875
0.536569 0.00259 36.985
0.536569 0.0026 47.6666
0.536569 0.00261 58.3967
0.536569 0.00262 68.2669
0.536569 0.00263 76.4555
0.536569 0.00264 82.3792
0.536569 0.00265 85.801
0.536569 0.00266 86.8708
0.536569 0.00267 86.0892
0.536569 0.00268 84.2017
0.536569 0.00269 82.047
0.536569 0.0027 80.3949
0.536569 0.00271 79.8078
0.536569 0.00272 80.5578
0.536569 0.00273 82.6154
0.536569 0.00274 85.7077
0.536569 0.00275 89.4313
0.536569 0.00276 93.3872
0.536569 0.00277 97.3048
0.536569 0.00278 101.124
0.536569 0.00279 105.013
0.544543 0.0023 101.131
0.544543 0.00231 98.1474
0.544543 0.00232 96.5418
0.544543 0.00233 96.1211
0.544543 0.00234 96.4084
0.544543 0.00235 96.713
0.544543 0.00236 96.2524
0.544543 0.00237 94.3002
0.544543 0.00238 90.3282
0.544543 0.00239 84.1126
0.544543 0.0024 75.7809
0.544543 0.00241 65.7912
0.544543 0.00242 54.8474
0.544543 0.00243 43.771
0.544543 0.00244 33.3561
0.544543 0.00245 24.2383
0.544543 0.00246 16.8054
0.544543 0.00247 11.1678
0.544543 0.00248 7.18996
0.544543 0.00249 4.57536
0.544543 0.0025 2.98154
0.544543 0.00251 2.13625
0.544543 0.00252 1.92631
0.544543 0.00253 2.43646
0.544543 0.00254 3.92797
0.544543 0.00255 6.76128
0.544543 0.00256 11.2807
0.544543 0.00257 17.6892
0.544543 0.00258 25.9455
0.544543 0.00259 35.7095
0.544543 0.0026 46.3554
0.544543 0.00261 57.051
0.544543 0.00262 66.8913
0.544543 0.00263 75.058
0.544543 0.00264 80.9694
0.544543 0.00265 84.3883
0.544543 0.00266 85.4625
0.544543 0.00267 84.6887
0.544543 0.00268 82.8078
0.544543 0.00269 80.654
0.544543 0.0027 78.9934
0.544543 0.00271 78.3868
0.544543 0.00272 79.1069
0.544543 0.00273 81.1261
0.544543 0.00274 84.1755
0.544543 0.00275 87.8558
0.544543 0.00276 91.7714
0.544543 0.00277 95.6543
0.544543 0.00278 99.4446
0.544543 0.00279 103.31
0.552505 0.0023 100.52
0.552505 0.00231 97.5678
0.552505 0.00232 95.9836
0.552505 0.00233 95.5736
0.552505 0.00234 95.8623
0.552505 0.00235 96.1619
0.552505 0.00236 95.6938
0.552505 0.00237 93.7351
0.552505 0.00238 89.7602
0.552505 0.00239 83.5461
0.552505 0.0024 75.219
0.552505 0.00241 65.2341
0.552505 0.00242 54.2913
0.552505 0.00243 43.2083
0.552505 0.00244 32.7755
0.552505 0.00245 23.6271
0.552505 0.00246 16.1515
0.552505 0.00247 10.4614
0.552505 0.00248 6.42542
0.552505 0.00249 3.75199
0.552505 0.0025 2.10318
0.552505 0.00251 1.21017
0.552505 0.00252 0.961333
0.552505 0.00253 1.44087
0.552505 0.00254 2.90771
0.552505 0.00255 5.71874
0.552505 0.00256 10.2145
0.552505 0.00257 16.5951
0.552505 0.00258 24.8177
0.552505 0.00259 34.5429
0.552505 0.0026 45.1473
0.552505 0.00261 55.8026
0.552505 0.00262 65.6081
0.552505 0.00263 73.749
0.552505 0.00264 79.6459
0.552505 0.00265 83.0612
0.552505 0.00266 84.1403
0.552505 0.00267 83.3755
0.552505 0.00268 81.5024
0.552505 0.00269 79.3498
0.552505 0.0027 77.6799
0.552505 0.00271 77.0512
0.552505 0.00272 77.7368
0.552505 0.00273 79.7119
0.552505 0.00274 82.7118
0.552505 0.00275 86.3418
0.552505 0.00276 90.2107
0.552505 0.00277 94.0532
0.552505 0.00278 97.8103
0.552505 0.00279 101.649
0.561446 0.0023 100.236
0.561446 0.00231 97.3196
0.561446 0.00232 95.76
0.561446 0.00233 95.3623
0.561446 0.00234 95.6525
0.561446 0.00235 95.9461
0.561446 0.00236 95.4689
0.561446 0.00237 93.5022
0.561446 0.00238 89.5233
0.561446 0.00239 83.3101
0.561446 0.0024 74.9877
0.561446 0.00241 65.0077
0.561446 0.00242 54.0659
0.561446 0.00243 42.9749
0.561446 0.00244 32.5218
0.561446 0.00245 23.3386
0.561446 0.00246 15.8144
0.561446 0.00247 10.0645
0.561446 0.00248 5.96233
0.561446 0.00249 3.22166
0.561446 0.0025 1.50984
0.561446 0.00251 0.561975
0.561446 0.00252 0.268262
0.561446 0.00253 0.71238
0.561446 0.00254 2.15062
0.561446 0.00255 4.93591
0.561446 0.00256 9.40453
0.561446 0.00257 15.7532
0.561446 0.00258 23.9373
0.561446 0.00259 33.6184
0.561446 0.0026 44.1755
0.561446 0.00261 54.7847
0.561446 0.00262 64.5504
0.561446 0.00263 72.6618
0.561446 0.00264 78.5417
0.561446 0.00265 81.9526
0.561446 0.00266 83.0371
0.561446 0.00267 82.2826
0.561446 0.00268 80.4184
0.561446 0.00269 78.2675
0.561446 0.0027 76.5872
0.561446 0.00271 75.9339
0.561446 0.00272 76.5807
0.561446 0.00273 78.506
0.561446 0.00274 81.4496
0.561446 0.00275 85.0225
0.561446 0.00276 88.8382
0.561446 0.00277 92.6348
0.561446 0.00278 96.3541
0.561446 0.00279 100.161
0.569377 0.0023 100.431
0.569377 0.00231 97.5545
0.569377 0.00232 96.0226
0.569377 0.00233 95.6387
0.569377 0.00234 95.9304
0.569377 0.00235 96.217
0.569377 0.00236 95.7292
0.569377 0.00237 93.753
0.569377 0.00238 89.769
0.569377 0.00239 83.5562
0.569377 0.0024 75.2383
0.569377 0.00241 65.2635
0.569377 0.00242 54.3224
0.569377 0.00243 43.2226
0.569377 0.00244 32.7467
0.569377 0.00245 23.5248
0.569377 0.00246 15.9462
0.569377 0.00247 10.1295
0.569377 0.00248 5.95308
0.569377 0.00249 3.13692
0.569377 0.0025 1.35422
0.569377 0.00251 0.34448
0.569377 0.00252 9.34157e-24
0.569377 0.00253 0.403925
0.569377 0.00254 1.80966
0.569377 0.00255 4.56572
0.569377 0.00256 9.00365
0.569377 0.00257 15.3163
0.569377 0.00258 23.4573
0.569377 0.00259 33.0887
0.569377 0.0026 43.5928
0.569377 0.00261 54.1503
0.569377 0.00262 63.8711
0.569377 0.00263 71.949
0.569377 0.00264 77.8097
0.569377 0.00265 81.2153
0.569377 0.00266 82.3056
0.569377 0.00267 81.5625
0.569377 0.00268 79.7084
0.569377 0.00269 77.5596
0.569377 0.0027 75.8681
0.569377 0.00271 75.1874
0.569377 0.00272 75.7912
0.569377 0.00273 77.6609
0.569377 0.00274 80.5418
0.569377 0.00275 84.0507
0.569377 0.00276 87.8069
0.569377 0.00277 91.5518
0.569377 0.00278 95.2286
0.569377 0.00279 99.0007
0.577291 0.0023 101.275
0.577291 0.00231 98.4436
0.577291 0.00232 96.9423
0.577291 0.00233 96.5735
0.577291 0.00234 96.8666
0.577291 0.00235 97.1452
0.577291 0.00236 96.6452
0.577291 0.00237 94.6579
0.577291 0.00238 90.6676
0.577291 0.00239 84.4548
0.577291 0.0024 76.1416
0.577291 0.00241 66.1722
0.577291 0.00242 55.2318
0.577291 0.00243 44.1222
0.577291 0.00244 33.6213
0.577291 0.00245 24.3568
0.577291 0.00246 16.7183
0.577291 0.00247 10.8279
0.577291 0.00248 6.56955
0.577291 0.00249 3.66987
0.577291 0.0025 1.80857
0.577291 0.00251 0.730065
0.577291 0.00252 0.329016
0.577291 0.00253 0.688028
0.577291 0.00254 2.05736
0.577291 0.00255 4.78071
0.577291 0.00256 9.18438
0.577291 0.00257 15.457
0.577291 0.00258 23.5502
0.577291 0.00259 33.1265
0.577291 0.0026 43.5716
0.577291 0.00261 54.0717
0.577291 0.00262 63.7425
0.577291 0.00263 71.7831
0.577291 0.00264 77.622
0.577291 0.00265 81.0216
0.577291 0.00266 82.118
0.577291 0.00267 81.3874
0.577291 0.00268 79.5445
0.577291 0.00269 77.3982
0.577291 0.0027 75.6945
0.577291 0.00271 74.984
0.577291 0.00272 75.5405
0.577291 0.00273 77.3491
0.577291 0.00274 80.1607
0.577291 0.00275 83.5989
0.577291 0.00276 87.2892
0.577291 0.00277 90.977
0.577291 0.00278 94.6067
0.577291 0.00279 98.3399
0.585184 0.0023 102.96
0.585184 0.00231 100.177
0.585184 0.00232 98.7091
0.585184 0.00233 98.3567
0.585184 0.00234 98.6511
0.585184 0.00235 98.9205
0.585184 0.00236 98.4067
0.585184 0.00237 96.4067
0.585184 0.00238 92.4092
0.585184 0.00239 86.1958
0.585184 0.0024 77.8874
0.585184 0.00241 67.9238
0.585184 0.00242 56.9841
0.585184 0.00243 45.8639
0.585184 0.00244 35.336
0.585184 0.00245 26.0252
0.585184 0.00246 18.3217
0.585184 0.00247 12.351
0.585184 0.00248 8.00308
0.585184 0.00249 5.01207
0.585184 0.0025 3.06467
0.585184 0.00251 1.91067
0.585184 0.00252 1.44737
0.585184 0.00253 1.75681
0.585184 0.00254 3.08589
0.585184 0.00255 5.77304
0.585184 0.00256 10.1389
0.585184 0.00257 16.3674
0.585184 0.00258 24.4079
0.585184 0.00259 33.9237
0.585184 0.0026 44.3041
0.585184 0.00261 54.741
0.585184 0.00262 64.3567
0.585184 0.00263 72.3561
0.585184 0.00264 78.1708
0.585184 0.00265 81.5633
0.585184 0.00266 82.6662
0.585184 0.00267 81.9491
0.585184 0.00268 80.1185
0.585184 0.00269 77.9751
0.585184 0.0027 76.2584
0.585184 0.00271 75.5154
0.585184 0.00272 76.0206
0.585184 0.00273 77.7624
0.585184 0.00274 80.4984
0.585184 0.00275 83.8594
0.585184 0.00276 87.4775
0.585184 0.00277 91.1026
0.585184 0.00278 94.6805
0.585184 0.00279 98.3711
0.593056 0.0023 105.694
0.593056 0.00231 102.964
0.593056 0.00232 101.532
0.593056 0.00233 101.197
0.593056 0.00234 101.493
0.593056 0.00235 101.752
0.593056 0.00236 101.223
0.593056 0.00237 99.2085
0.593056 0.00238 95.2026
0.593056 0.00239 88.9884
0.593056 0.0024 80.6849
0.593056 0.00241 70.7274
0.593056 0.00242 59.7888
0.593056 0.00243 48.6574
0.593056 0.00244 38.1006
0.593056 0.00245 28.7401
0.593056 0.00246 20.9665
0.593056 0.00247 14.9091
0.593056 0.00248 10.4645
0.593056 0.00249 7.37464
0.593056 0.0025 5.33387
0.593056 0.00251 4.09784
0.593056 0.00252 3.56672
0.593056 0.00253 3.82203
0.593056 0.00254 5.10703
0.593056 0.00255 7.75449
0.593056 0.00256 12.0789
0.593056 0.00257 18.2592
0.593056 0.00258 26.2422
0.593056 0.00259 35.692
0.593056 0.0026 46.0018
0.593056 0.00261 56.3699
0.593056 0.00262 65.9254
0.593056 0.00263 73.8795
0.593056 0.00264 79.6676
0.593056 0.00265 83.052
0.593056 0.00266 84.1617
0.593056 0.00267 83.459
0.593056 0.00268 81.6418
0.593056 0.00269 79.5016
0.593056 0.0027 77.771
0.593056 0.00271 76.9933
0.593056 0.00272 77.4429
0.593056 0.00273 79.1127
0.593056 0.00274 81.7668
0.593056 0.00275 85.0441
0.593056 0.00276 88.5837
0.593056 0.00277 92.1406
0.593056 0.00278 95.6621
0.593056 0.00279 99.3063
0.600904 0.0023 109.708
0.600904 0.00231 107.034
0.600904 0.00232 105.64
0.600904 0.00233 105.324
0.600904 0.00234 105.62
0.600904 0.00235 105.868
0.600904 0.00236 105.321
0.600904 0.00237 103.292
0.600904 0.00238 99.2763
0.600904 0.00239 93.0608
0.600904 0.0024 84.7626
0.600904 0.00241 74.8119
0.600904 0.00242 63.8745
0.600904 0.00243 52.7316
0.600904 0.00244 42.1442
0.600904 0.00245 32.7309
0.600904 0.00246 24.8826
0.600904 0.00247 18.7325
0.600904 0.00248 14.1843
0.600904 0.00249 10.9883
0.600904 0.0025 8.8471
0.600904 0.00251 7.5227
0.600904 0.00252 6.91837
0.600904 0.00253 7.11507
0.600904 0.00254 8.35221
0.600904 0.00255 10.9565
0.600904 0.00256 15.2359
0.600904 0.00257 21.3639
0.600904 0.00258 29.2846
0.600904 0.00259 38.6629
0.600904 0.0026 48.8963
0.600904 0.00261 59.1896
0.600904 0.00262 68.6799
0.600904 0.00263 76.5848
0.600904 0.00264 82.3437
0.600904 0.00265 85.719
0.600904 0.00266 86.8356
0.600904 0.00267 86.1484
0.600904 0.00268 84.3454
0.600904 0.00269 82.2088
0.600904 0.0027 80.4635
0.600904 0.00271 79.6487
0.600904 0.00272 80.0389
0.600904 0.00273 81.6313
0.600904 0.00274 84.1974
0.600904 0.00275 87.3845
0.600904 0.00276 90.8396
0.600904 0.00277 94.323
0.600904 0.00278 97.7835
0.600904 0.00279 101.377
0.608726 0.0023 115.248
0.608726 0.00231 112.635
0.608726 0.00232 111.281
0.608726 0.00233 110.984
0.608726 0.00234 111.281
0.608726 0.00235 111.515
