SqT23 DM31 DCP X2
0.305 0.002 0.0 172.6749462804499
0.305 0.002 0.3306939635357677 173.4802282415045
0.305 0.002 0.6613879270715354 171.6410257962521
0.305 0.002 0.992081890607303 167.55872673295158
0.305 0.002 1.3227758541430708 162.10757026449795
0.305 0.002 1.6534698176788385 156.3088800958682
0.305 0.002 1.984163781214606 151.0418184924982
0.305 0.002 2.3148577447503738 146.91732616212158
0.305 0.002 2.6455517082861415 144.1035911669763
0.305 0.002 2.9762456718219092 142.4914092180933
0.305 0.002 3.306939635357677 141.94263789818868
0.305 0.002 3.6376335988934447 142.2384061419898
0.305 0.002 3.968327562429212 143.39422175887745
0.305 0.002 4.29902152596498 145.51759510020526
0.305 0.002 4.6297154895007475 148.80797605592718
0.305 0.002 4.960409453036515 153.31197518643998
0.305 0.002 5.291103416572283 158.71517168976345
0.305 0.002 5.621797380108051 164.4024332931117
0.305 0.002 5.9524913436438185 169.40741832962487
0.305 0.002 6.283185307179586 172.67494628044892
0.305 0.002041666666666667 0.0 169.69109350732137
0.305 0.002041666666666667 0.3306939635357677 170.46584465607435
0.305 0.002041666666666667 0.6613879270715354 168.6420112075573
0.305 0.002041666666666667 0.992081890607303 164.58459297843493
0.305 0.002041666666666667 1.3227758541430708 159.18548017122424
0.305 0.002041666666666667 1.6534698176788385 153.45379579359218
0.305 0.002041666666666667 1.984163781214606 148.27758121709707
0.305 0.002041666666666667 2.3148577447503738 144.2394257612654
0.305 0.002041666666666667 2.6455517082861415 141.53404697811618
0.305 0.002041666666666667 2.9762456718219092 140.04434282541231
0.305 0.002041666666666667 3.306939635357677 139.55034498214596
0.305 0.002041666666666667 3.6376335988934447 139.92045457849943
0.305 0.002041666666666667 3.968327562429212 141.05740942056192
0.305 0.002041666666666667 4.29902152596498 143.1688111392003
0.305 0.002041666666666667 4.6297154895007475 146.3557262147219
0.305 0.002041666666666667 4.960409453036515 150.71247866892165
0.305 0.002041666666666667 5.291103416572283 156.0152566778422
0.305 0.002041666666666667 5.621797380108051 161.5840798670537
0.305 0.002041666666666667 5.9524913436438185 166.47952371665394
0.305 0.002041666666666667 6.283185307179586 169.69109350731887
0.305 0.0020833333333333333 0.0 166.49570562542004
0.305 0.0020833333333333333 0.3306939635357677 167.27559517367487
0.305 0.0020833333333333333 0.6613879270715354 165.45248123179618
0.305 0.0020833333333333333 0.992081890607303 161.4461840803182
0.305 0.0020833333333333333 1.3227758541430708 156.10211414333259
0.305 0.0020833333333333333 1.6534698176788385 150.42241227336882
0.305 0.0020833333333333333 1.984163781214606 145.26328910471707
0.305 0.0020833333333333333 2.3148577447503738 141.23512503197372
0.305 0.0020833333333333333 2.6455517082861415 138.47879655895682
0.305 0.0020833333333333333 2.9762456718219092 136.9366976049778
0.305 0.0020833333333333333 3.306939635357677 136.3654202768605
0.305 0.0020833333333333333 3.6376335988934447 136.67677713631025
0.305 0.0020833333333333333 3.968327562429212 137.827843391916
0.305 0.0020833333333333333 4.29902152596498 139.92703153988543
0.305 0.0020833333333333333 4.6297154895007475 143.1535763283766
0.305 0.0020833333333333333 4.960409453036515 147.55676412960406
0.305 0.0020833333333333333 5.291103416572283 152.85590427311436
0.305 0.0020833333333333333 5.621797380108051 158.4347730756301
0.305 0.0020833333333333333 5.9524913436438185 163.30947367159055
0.305 0.0020833333333333333 6.283185307179586 166.49570562541905
0.305 0.002125 0.0 162.89752903383277
0.305 0.002125 0.3306939635357677 163.64426268092524
0.305 0.002125 0.6613879270715354 161.84457889699988
0.305 0.002125 0.992081890607303 157.89353733478
0.305 0.002125 1.3227758541430708 152.629750015342
0.305 0.002125 1.6534698176788385 147.02810761715628
0.305 0.002125 1.984163781214606 141.9490422158612
0.305 0.002125 2.3148577447503738 137.98761347153425
0.305 0.002125 2.6455517082861415 135.28289438923605
0.305 0.002125 2.9762456718219092 133.8124453587766
0.305 0.002125 3.306939635357677 133.3336223349731
0.305 0.002125 3.6376335988934447 133.68482954608336
0.305 0.002125 3.968327562429212 134.8366403036587
0.305 0.002125 4.29902152596498 136.90548934459824
0.305 0.002125 4.6297154895007475 140.06982147204144
0.305 0.002125 4.960409453036515 144.38490348905222
0.305 0.002125 5.291103416572283 149.5736590354794
0.305 0.002125 5.621797380108051 155.00948153310716
0.305 0.002125 5.9524913436438185 159.78300808578143
0.305 0.002125 6.283185307179586 162.89752903383476
0.305 0.0021666666666666666 0.0 160.47092235837178
0.305 0.0021666666666666666 0.3306939635357677 161.1673971196635
0.305 0.0021666666666666666 0.6613879270715354 159.35260164836984
0.305 0.0021666666666666666 0.992081890607303 155.4116990540438
0.305 0.0021666666666666666 1.3227758541430708 150.17444374698061
0.305 0.0021666666666666666 1.6534698176788385 144.64143745083746
0.305 0.0021666666666666666 1.984163781214606 139.64327609124558
0.305 0.0021666666666666666 2.3148577447503738 135.7875596727796
0.305 0.0021666666666666666 2.6455517082861415 133.21344838164282
0.305 0.0021666666666666666 2.9762456718219092 131.85615418718754
0.305 0.0021666666666666666 3.306939635357677 131.46947886245147
0.305 0.0021666666666666666 3.6376335988934447 131.8853091135736
0.305 0.0021666666666666666 3.968327562429212 133.0669153482141
0.305 0.0021666666666666666 4.29902152596498 135.10031963527328
0.305 0.0021666666666666666 4.6297154895007475 138.2001569630802
0.305 0.0021666666666666666 4.960409453036515 142.3970502229908
0.305 0.0021666666666666666 5.291103416572283 147.43998504884416
0.305 0.0021666666666666666 5.621797380108051 152.7682374619654
0.305 0.0021666666666666666 5.9524913436438185 157.43123381934788
0.305 0.0021666666666666666 6.283185307179586 160.47092235844568
0.305 0.0022083333333333334 0.0 157.0356572499532
0.305 0.0022083333333333334 0.3306939635357677 157.76721486825232
0.305 0.0022083333333333334 0.6613879270715354 156.02643898052514
0.305 0.0022083333333333334 0.992081890607303 152.1983950679611
0.305 0.0022083333333333334 1.3227758541430708 147.07796042424
0.305 0.0022083333333333334 1.6534698176788385 141.64166014759442
0.305 0.0022083333333333334 1.984163781214606 136.7195049816296
0.305 0.0022083333333333334 2.3148577447503738 132.89132893117585
0.305 0.0022083333333333334 2.6455517082861415 130.32297660797656
0.305 0.0022083333333333334 2.9762456718219092 128.92300439903602
0.305 0.0022083333333333334 3.306939635357677 128.48376222787965
0.305 0.0022083333333333334 3.6376335988934447 128.8448369500788
0.305 0.0022083333333333334 3.968327562429212 129.95897711850304
0.305 0.0022083333333333334 4.29902152596498 131.95038002229762
0.305 0.0022083333333333334 4.6297154895007475 134.97290046482507
0.305 0.0022083333333333334 4.960409453036515 139.09414000188082
0.305 0.0022083333333333334 5.291103416572283 144.0890933921784
0.305 0.0022083333333333334 5.621797380108051 149.35546488899215
0.305 0.0022083333333333334 5.9524913436438185 153.98374010524398
0.305 0.0022083333333333334 6.283185307179586 157.03565724995315
0.305 0.0022500000000000003 0.0 155.36192958635658
0.305 0.0022500000000000003 0.3306939635357677 156.08329396243383
0.305 0.0022500000000000003 0.6613879270715354 154.3472372217678
0.305 0.0022500000000000003 0.992081890607303 150.5530836344786
0.305 0.0022500000000000003 1.3227758541430708 145.49424378103714
0.305 0.0022500000000000003 1.6534698176788385 140.15974417974374
0.305 0.0022500000000000003 1.984163781214606 135.35492468460566
0.305 0.0022500000000000003 2.3148577447503738 131.65721219527956
0.305 0.0022500000000000003 2.6455517082861415 129.17366286621268
0.305 0.0022500000000000003 2.9762456718219092 127.87966495530914
0.305 0.0022500000000000003 3.306939635357677 127.48621678258031
0.305 0.0022500000000000003 3.6376335988934447 127.8506089741147
0.305 0.0022500000000000003 3.968327562429212 128.93451733935646
0.305 0.0022500000000000003 4.29902152596498 130.85810589128008
0.305 0.0022500000000000003 4.6297154895007475 133.78658075743775
0.305 0.0022500000000000003 4.960409453036515 137.8041413074261
0.305 0.0022500000000000003 5.291103416572283 142.68114917269605
0.305 0.0022500000000000003 5.621797380108051 147.83223290963267
0.305 0.0022500000000000003 5.9524913436438185 152.3807569108641
0.305 0.0022500000000000003 6.283185307179586 155.3619295863692
0.305 0.0022916666666666667 0.0 151.21457695351336
0.305 0.0022916666666666667 0.3306939635357677 151.86618831941468
0.305 0.0022916666666666667 0.6613879270715354 150.12112044876747
0.305 0.0022916666666666667 0.992081890607303 146.34187087024236
0.305 0.0022916666666666667 1.3227758541430708 141.34673568242482
0.305 0.0022916666666666667 1.6534698176788385 136.06835998339915
0.305 0.0022916666666666667 1.984163781214606 131.3192003018066
0.305 0.0022916666666666667 2.3148577447503738 127.63987201069865
0.305 0.0022916666666666667 2.6455517082861415 125.20627900170236
0.305 0.0022916666666666667 2.9762456718219092 123.93310569515755
0.305 0.0022916666666666667 3.306939635357677 123.6239615846535
0.305 0.0022916666666666667 3.6376335988934447 124.06670048826601
0.305 0.0022916666666666667 3.968327562429212 125.22572190860701
0.305 0.0022916666666666667 4.29902152596498 127.20185406835226
0.305 0.0022916666666666667 4.6297154895007475 130.1826657743676
0.305 0.0022916666666666667 4.960409453036515 134.14688967273383
0.305 0.0022916666666666667 5.291103416572283 138.92863945147167
0.305 0.0022916666666666667 5.621797380108051 143.95047016254998
0.305 0.0022916666666666667 5.9524913436438185 148.35230992839595
0.305 0.0022916666666666667 6.283185307179586 151.21457695351356
0.305 0.0023333333333333335 0.0 148.81039939361872
0.305 0.0023333333333333335 0.3306939635357677 149.47520997019433
0.305 0.0023333333333333335 0.6613879270715354 147.76398515195442
0.305 0.0023333333333333335 0.992081890607303 144.05218704115276
0.305 0.0023333333333333335 1.3227758541430708 139.09928933973893
0.305 0.0023333333333333335 1.6534698176788385 133.86712270156605
0.305 0.0023333333333333335 1.984163781214606 129.17314838837143
0.305 0.0023333333333333335 2.3148577447503738 125.5214864008745
0.305 0.0023333333333333335 2.6455517082861415 123.14407317552177
0.305 0.0023333333333333335 2.9762456718219092 121.90493629050374
0.305 0.0023333333333333335 3.306939635357677 121.60252296910028
0.305 0.0023333333333333335 3.6376335988934447 122.0562560186173
0.305 0.0023333333333333335 3.968327562429212 123.19243445029913
0.305 0.0023333333333333335 4.29902152596498 125.13307862475716
0.305 0.0023333333333333335 4.6297154895007475 128.02136258439035
0.305 0.0023333333333333335 4.960409453036515 131.92890754354778
0.305 0.0023333333333333335 5.291103416572283 136.6344448468776
0.305 0.0023333333333333335 5.621797380108051 141.6048536019424
0.305 0.0023333333333333335 5.9524913436438185 145.96077560669283
0.305 0.0023333333333333335 6.283185307179586 148.81039939361838
0.305 0.002375 0.0 145.7717150320034
0.305 0.002375 0.3306939635357677 146.3758109038901
0.305 0.002375 0.6613879270715354 144.63698408990422
0.305 0.002375 0.992081890607303 140.93296301440435
0.305 0.002375 1.3227758541430708 136.0415095904758
0.305 0.002375 1.6534698176788385 130.86404929184684
0.305 0.002375 1.984163781214606 126.23745251169387
0.305 0.002375 2.3148577447503738 122.6626394763067
0.305 0.002375 2.6455517082861415 120.33721244744332
0.305 0.002375 2.9762456718219092 119.17144084011049
0.305 0.002375 3.306939635357677 118.93548881338262
0.305 0.002375 3.6376335988934447 119.4472107075719
0.305 0.002375 3.968327562429212 120.63553939959615
0.305 0.002375 4.29902152596498 122.5802607154876
0.305 0.002375 4.6297154895007475 125.46384953625893
0.305 0.002375 4.960409453036515 129.29449636771147
0.305 0.002375 5.291103416572283 133.9050530803171
0.305 0.002375 5.621797380108051 138.75954770828565
0.305 0.002375 5.9524913436438185 143.01818815066738
0.305 0.002375 6.283185307179586 145.77171503200364
0.305 0.002416666666666667 0.0 143.3118962865391
0.305 0.002416666666666667 0.3306939635357677 143.91121447381647
0.305 0.002416666666666667 0.6613879270715354 142.21396257746218
0.305 0.002416666666666667 0.992081890607303 138.57222958973026
0.305 0.002416666666666667 1.3227758541430708 133.7570793627403
0.305 0.002416666666666667 1.6534698176788385 128.6870966252054
0.305 0.002416666666666667 1.984163781214606 124.15340982709778
0.305 0.002416666666666667 2.3148577447503738 120.70043571427803
0.305 0.002416666666666667 2.6455517082861415 118.47149251781579
0.305 0.002416666666666667 2.9762456718219092 117.4026819454536
0.305 0.002416666666666667 3.306939635357677 117.22433787287783
0.305 0.002416666666666667 3.6376335988934447 117.75156903858579
0.305 0.002416666666666667 3.968327562429212 118.92599597522089
0.305 0.002416666666666667 4.29902152596498 120.78503798682823
0.305 0.002416666666666667 4.6297154895007475 123.54335670680139
0.305 0.002416666666666667 4.960409453036515 127.2409143019287
0.305 0.002416666666666667 5.291103416572283 131.71335810212713
0.305 0.002416666666666667 5.621797380108051 136.44206556243233
0.305 0.002416666666666667 5.9524913436438185 140.5951393828596
0.305 0.002416666666666667 6.283185307179586 143.31189628653922
0.305 0.002458333333333333 0.0 140.3034152940145
0.305 0.002458333333333333 0.3306939635357677 140.85695648807257
0.305 0.002458333333333333 0.6613879270715354 139.16146775892483
0.305 0.002458333333333333 0.992081890607303 135.58797060072075
0.305 0.002458333333333333 1.3227758541430708 130.86214520716396
0.305 0.002458333333333333 1.6534698176788385 125.89642459652299
0.305 0.002458333333333333 1.984163781214606 121.46650088594204
0.305 0.002458333333333333 2.3148577447503738 118.09616467150843
0.305 0.002458333333333333 2.6455517082861415 115.9367013158509
0.305 0.002458333333333333 2.9762456718219092 114.90019577064407
0.305 0.002458333333333333 3.306939635357677 114.76570455959437
0.305 0.002458333333333333 3.6376335988934447 115.3187879069548
0.305 0.002458333333333333 3.968327562429212 116.4882880969316
0.305 0.002458333333333333 4.29902152596498 118.35475574741643
0.305 0.002458333333333333 4.6297154895007475 121.07059578967488
0.305 0.002458333333333333 4.960409453036515 124.68780041610182
0.305 0.002458333333333333 5.291103416572283 129.05166572116582
0.305 0.002458333333333333 5.621797380108051 133.65959851831835
0.305 0.002458333333333333 5.9524913436438185 137.69639924634848
0.305 0.002458333333333333 6.283185307179586 140.3034152939955
0.305 0.0025 0.0 137.58403084280548
0.305 0.0025 0.3306939635357677 138.1384046463216
0.305 0.0025 0.6613879270715354 136.48294548384317
0.305 0.0025 0.992081890607303 132.94873513072574
0.305 0.0025 1.3227758541430708 128.2857897126856
0.305 0.0025 1.6534698176788385 123.36845618805467
0.305 0.0025 1.984163781214606 118.990546024893
0.305 0.0025 2.3148577447503738 115.62596545266241
0.305 0.0025 2.6455517082861415 113.46853322952757
0.305 0.0025 2.9762456718219092 112.42854237622046
0.305 0.0025 3.306939635357677 112.25660230281453
0.305 0.0025 3.6376335988934447 112.79731682914067
0.305 0.0025 3.968327562429212 113.95495204289456
0.305 0.0025 4.29902152596498 115.80448943215056
0.305 0.0025 4.6297154895007475 118.48083186021337
0.305 0.0025 4.960409453036515 122.0812715513042
0.305 0.0025 5.291103416572283 126.4128803384684
0.305 0.0025 5.621797380108051 130.98302331242436
0.305 0.0025 5.9524913436438185 134.98831534979627
0.305 0.0025 6.283185307179586 137.584030842916
0.305 0.002541666666666667 0.0 136.01356400887744
0.305 0.002541666666666667 0.3306939635357677 136.52452074688622
0.305 0.002541666666666667 0.6613879270715354 134.83582266707796
0.305 0.002541666666666667 0.992081890607303 131.289085384092
0.305 0.002541666666666667 1.3227758541430708 126.62383165283333
0.305 0.002541666666666667 1.6534698176788385 121.7120006467559
0.305 0.002541666666666667 1.984163781214606 117.34615940884868
0.305 0.002541666666666667 2.3148577447503738 114.01055129080888
0.305 0.002541666666666667 2.6455517082861415 111.87635681765099
0.305 0.002541666666666667 2.9762456718219092 110.87898353448183
0.305 0.002541666666666667 3.306939635357677 110.7631136843274
